k_s_per_km,kPk_pi_Ω_m__0.30,kPk_pi_Ω_m__0.40,kPk_pi_Ω_m__0.50,kPk_pi_Ω_m__0.20,kPk_pi_Ω_m__0.10
1.726119e+01,8.742492e-16,7.707140e-09,3.679842e-16,1.590518e-08,3.019824e-15
1.726306e+01,8.608389e-16,7.933407e-09,3.652840e-16,1.623816e-08,3.030896e-15
1.726492e+01,8.671164e-16,8.140186e-09,3.636194e-16,1.658119e-08,3.034592e-15
1.726679e+01,8.796350e-16,8.280870e-09,3.646169e-16,1.693105e-08,3.023230e-15
1.726865e+01,8.901329e-16,8.355570e-09,3.662955e-16,1.727829e-08,3.010264e-15
1.727051e+01,8.900029e-16,8.418290e-09,3.627677e-16,1.762119e-08,2.996292e-15
1.727238e+01,8.782165e-16,8.521961e-09,3.668497e-16,1.796379e-08,2.995073e-15
1.727424e+01,8.879671e-16,8.672479e-09,3.622054e-16,1.830517e-08,2.989794e-15
1.727611e+01,8.754547e-16,8.800717e-09,3.649657e-16,1.865020e-08,2.964556e-15
1.727797e+01,8.731489e-16,8.842373e-09,3.578257e-16,1.899363e-08,2.940595e-15
1.727983e+01,8.789313e-16,8.771056e-09,3.664598e-16,1.933519e-08,2.917752e-15
1.728170e+01,8.773641e-16,8.631345e-09,3.634736e-16,1.966981e-08,2.917813e-15
1.728356e+01,8.806483e-16,8.499233e-09,3.622764e-16,1.998969e-08,2.921937e-15
1.728542e+01,8.836130e-16,8.417863e-09,3.667451e-16,2.029385e-08,2.908390e-15
1.728729e+01,8.957931e-16,8.362458e-09,3.637773e-16,2.057706e-08,2.910205e-15
1.728915e+01,8.952703e-16,8.259377e-09,3.642022e-16,2.083982e-08,2.936529e-15
1.729102e+01,8.863022e-16,8.075146e-09,3.610531e-16,2.109091e-08,2.958177e-15
1.729288e+01,8.931323e-16,7.820715e-09,3.585494e-16,2.132868e-08,2.977446e-15
1.729474e+01,8.815945e-16,7.568435e-09,3.608867e-16,2.155443e-08,2.968250e-15
1.729661e+01,8.867996e-16,7.367221e-09,3.591676e-16,2.176770e-08,2.962454e-15
1.729847e+01,9.071019e-16,7.205677e-09,3.593745e-16,2.195390e-08,2.968245e-15
1.730034e+01,9.095845e-16,7.021690e-09,3.586704e-16,2.211509e-08,2.983798e-15
1.730220e+01,9.057659e-16,6.767949e-09,3.581522e-16,2.224792e-08,3.006826e-15
1.730406e+01,8.957147e-16,6.461846e-09,3.565468e-16,2.235495e-08,3.016428e-15
1.730593e+01,9.224017e-16,6.163289e-09,3.521008e-16,2.244066e-08,3.020552e-15
1.730779e+01,8.955326e-16,5.960663e-09,3.528006e-16,2.250889e-08,3.006379e-15
1.730965e+01,8.931279e-16,5.851862e-09,3.474371e-16,2.256124e-08,2.988212e-15
1.731152e+01,8.903364e-16,5.772203e-09,3.498659e-16,2.259858e-08,2.964855e-15
1.731338e+01,8.816249e-16,5.639684e-09,3.437646e-16,2.261696e-08,2.982119e-15
1.731525e+01,8.834992e-16,5.440664e-09,3.493559e-16,2.261337e-08,3.012888e-15
1.731711e+01,8.823666e-16,5.219881e-09,3.460931e-16,2.258590e-08,3.008973e-15
1.731897e+01,8.922631e-16,5.059180e-09,3.474579e-16,2.252995e-08,3.004393e-15
1.732084e+01,8.841467e-16,5.000244e-09,3.499264e-16,2.245509e-08,2.998383e-15
1.732270e+01,8.689811e-16,4.987195e-09,3.486804e-16,2.236786e-08,2.986688e-15
1.732457e+01,8.822928e-16,4.960699e-09,3.479317e-16,2.227102e-08,2.971382e-15
1.732643e+01,8.893075e-16,4.877977e-09,3.498306e-16,2.216788e-08,2.994417e-15
1.732829e+01,8.799208e-16,4.788584e-09,3.484117e-16,2.205687e-08,3.016735e-15
1.733016e+01,8.930950e-16,4.748309e-09,3.487561e-16,2.193157e-08,3.022270e-15
1.733202e+01,8.839505e-16,4.813427e-09,3.464053e-16,2.179370e-08,3.030978e-15
1.733388e+01,8.990774e-16,4.934577e-09,3.462472e-16,2.164131e-08,3.042887e-15
1.733575e+01,8.811604e-16,5.028001e-09,3.435700e-16,2.147458e-08,3.052129e-15
1.733761e+01,8.858548e-16,5.047193e-09,3.469143e-16,2.129982e-08,3.057474e-15
1.733948e+01,8.818815e-16,5.019286e-09,3.456364e-16,2.112451e-08,3.029408e-15
1.734134e+01,8.695403e-16,5.026862e-09,3.507477e-16,2.095370e-08,3.029193e-15
1.734320e+01,8.655423e-16,5.127521e-09,3.517696e-16,2.078562e-08,3.073848e-15
1.734507e+01,8.624958e-16,5.327781e-09,3.503771e-16,2.061621e-08,3.094993e-15
1.734693e+01,8.641034e-16,5.527878e-09,3.487418e-16,2.044378e-08,3.104589e-15
1.734880e+01,8.541802e-16,5.681587e-09,3.534459e-16,2.026420e-08,3.118010e-15
1.735066e+01,8.624330e-16,5.781719e-09,3.538607e-16,2.007662e-08,3.128778e-15
1.735252e+01,8.474806e-16,5.903490e-09,3.532564e-16,1.988664e-08,3.131983e-15
1.735439e+01,8.508079e-16,6.091136e-09,3.524085e-16,1.969886e-08,3.125759e-15
1.735625e+01,8.460490e-16,6.353923e-09,3.491251e-16,1.951909e-08,3.112068e-15
1.735811e+01,8.418360e-16,6.613525e-09,3.570739e-16,1.934795e-08,3.122890e-15
1.735998e+01,8.406353e-16,6.798320e-09,3.542538e-16,1.918411e-08,3.134727e-15
1.736184e+01,8.321793e-16,6.925912e-09,3.539398e-16,1.902049e-08,3.126401e-15
1.736371e+01,8.262561e-16,7.057546e-09,3.573776e-16,1.885384e-08,3.124871e-15
1.736557e+01,8.242010e-16,7.276396e-09,3.550806e-16,1.868532e-08,3.132062e-15
1.736743e+01,8.120442e-16,7.581534e-09,3.535897e-16,1.851373e-08,3.148108e-15
1.736930e+01,8.130561e-16,7.926516e-09,3.544625e-16,1.833758e-08,3.168270e-15
1.737116e+01,8.205498e-16,8.188832e-09,3.560154e-16,1.816796e-08,3.215733e-15
1.737303e+01,8.184272e-16,8.360686e-09,3.535884e-16,1.800679e-08,3.240018e-15
1.737489e+01,8.225472e-16,8.484878e-09,3.565634e-16,1.785443e-08,3.214838e-15
1.737675e+01,8.180433e-16,8.636586e-09,3.627978e-16,1.770621e-08,3.224998e-15
1.737862e+01,8.038007e-16,8.843974e-09,3.598120e-16,1.755612e-08,3.257651e-15
1.738048e+01,8.045727e-16,9.070929e-09,3.613060e-16,1.739915e-08,3.262413e-15
1.738235e+01,7.926577e-16,9.249094e-09,3.698729e-16,1.723457e-08,3.258250e-15
1.738421e+01,7.961794e-16,9.347955e-09,3.613319e-16,1.706625e-08,3.230133e-15
1.738607e+01,7.932136e-16,9.427700e-09,3.635191e-16,1.689643e-08,3.219395e-15
1.738794e+01,8.119035e-16,9.543601e-09,3.653530e-16,1.672823e-08,3.226454e-15
1.738980e+01,7.998231e-16,9.725019e-09,3.615222e-16,1.656807e-08,3.216506e-15
1.739166e+01,7.993251e-16,9.914929e-09,3.554240e-16,1.641476e-08,3.204288e-15
1.739353e+01,8.109758e-16,1.004501e-08,3.554053e-16,1.625857e-08,3.217573e-15
1.739539e+01,8.021068e-16,1.005627e-08,3.588659e-16,1.609609e-08,3.235116e-15
1.739726e+01,8.020457e-16,1.000639e-08,3.549176e-16,1.592415e-08,3.259967e-15
1.739912e+01,7.906500e-16,9.983726e-09,3.611022e-16,1.574612e-08,3.253215e-15
1.740098e+01,7.965747e-16,1.003511e-08,3.588117e-16,1.556342e-08,3.231105e-15
1.740285e+01,7.869634e-16,1.015163e-08,3.540789e-16,1.537773e-08,3.235810e-15
1.740471e+01,7.831041e-16,1.025888e-08,3.575563e-16,1.519787e-08,3.246471e-15
1.740658e+01,7.986478e-16,1.030509e-08,3.556101e-16,1.502318e-08,3.271469e-15
1.740844e+01,7.937045e-16,1.029553e-08,3.568220e-16,1.485418e-08,3.279054e-15
1.741030e+01,7.982621e-16,1.028955e-08,3.587752e-16,1.468621e-08,3.272714e-15
1.741217e+01,7.989852e-16,1.032384e-08,3.578102e-16,1.450810e-08,3.266355e-15
1.741403e+01,7.861630e-16,1.038394e-08,3.584486e-16,1.432329e-08,3.259513e-15
1.741589e+01,7.948729e-16,1.042196e-08,3.569095e-16,1.413486e-08,3.249475e-15
1.741776e+01,7.946949e-16,1.039725e-08,3.585286e-16,1.394527e-08,3.234141e-15
1.741962e+01,7.971219e-16,1.033342e-08,3.578989e-16,1.376023e-08,3.212067e-15
1.742149e+01,7.872252e-16,1.029179e-08,3.614795e-16,1.358438e-08,3.208780e-15
1.742335e+01,7.939262e-16,1.032053e-08,3.584653e-16,1.342171e-08,3.212596e-15
1.742521e+01,7.884266e-16,1.040008e-08,3.563186e-16,1.326605e-08,3.217932e-15
1.742708e+01,7.889528e-16,1.047801e-08,3.520482e-16,1.311146e-08,3.220668e-15
1.742894e+01,8.015678e-16,1.049020e-08,3.589341e-16,1.295611e-08,3.217718e-15
1.743081e+01,8.061830e-16,1.042721e-08,3.572829e-16,1.279769e-08,3.222065e-15
1.743267e+01,7.995569e-16,1.034106e-08,3.525580e-16,1.264554e-08,3.231049e-15
1.743453e+01,8.128863e-16,1.027352e-08,3.543802e-16,1.250186e-08,3.214806e-15
1.743640e+01,8.077436e-16,1.023999e-08,3.573485e-16,1.237019e-08,3.198181e-15
1.743826e+01,8.082799e-16,1.019993e-08,3.594158e-16,1.225551e-08,3.191416e-15
1.744012e+01,8.015818e-16,1.012927e-08,3.589794e-16,1.215844e-08,3.198642e-15
1.744199e+01,8.147804e-16,1.001116e-08,3.607007e-16,1.207695e-08,3.220593e-15
1.744385e+01,8.137673e-16,9.896007e-09,3.636318e-16,1.200515e-08,3.232501e-15
1.744572e+01,8.088495e-16,9.806832e-09,3.569452e-16,1.193782e-08,3.239127e-15
1.744758e+01,8.128067e-16,9.733921e-09,3.607767e-16,1.187829e-08,3.215924e-15
1.744944e+01,8.040647e-16,9.637086e-09,3.608866e-16,1.183031e-08,3.203476e-15
1.745131e+01,8.133071e-16,9.476002e-09,3.582527e-16,1.179863e-08,3.209295e-15
1.745317e+01,8.030283e-16,9.260513e-09,3.644591e-16,1.179282e-08,3.208704e-15
1.745504e+01,8.059807e-16,9.025861e-09,3.613771e-16,1.181270e-08,3.204902e-15
1.745690e+01,8.009861e-16,8.842638e-09,3.579487e-16,1.185529e-08,3.207117e-15
1.745876e+01,8.027458e-16,8.699139e-09,3.548439e-16,1.191628e-08,3.217604e-15
1.746063e+01,8.106751e-16,8.576452e-09,3.563607e-16,1.199074e-08,3.252042e-15
1.746249e+01,8.081912e-16,8.428347e-09,3.631397e-16,1.207392e-08,3.245941e-15
1.746435e+01,7.993606e-16,8.259256e-09,3.625050e-16,1.217370e-08,3.206606e-15
1.746622e+01,8.115640e-16,8.087893e-09,3.620740e-16,1.229368e-08,3.221366e-15
1.746808e+01,8.001607e-16,7.965612e-09,3.590285e-16,1.243565e-08,3.244734e-15
1.746995e+01,8.096220e-16,7.885633e-09,3.625190e-16,1.260339e-08,3.257640e-15
1.747181e+01,8.115012e-16,7.801496e-09,3.611991e-16,1.279582e-08,3.258907e-15
1.747367e+01,8.230571e-16,7.688779e-09,3.612987e-16,1.301541e-08,3.244842e-15
1.747554e+01,8.075119e-16,7.544190e-09,3.596613e-16,1.325456e-08,3.241679e-15
1.747740e+01,8.027612e-16,7.432003e-09,3.659691e-16,1.350329e-08,3.242893e-15
1.747927e+01,8.051572e-16,7.389580e-09,3.631772e-16,1.376371e-08,3.253486e-15
1.748113e+01,8.196135e-16,7.443106e-09,3.673424e-16,1.403493e-08,3.262184e-15
1.748299e+01,8.087972e-16,7.516898e-09,3.648416e-16,1.432168e-08,3.266822e-15
1.748486e+01,7.997372e-16,7.559640e-09,3.644524e-16,1.463658e-08,3.256940e-15
1.748672e+01,8.174615e-16,7.547419e-09,3.586859e-16,1.497108e-08,3.237638e-15
1.748859e+01,8.069938e-16,7.520125e-09,3.646928e-16,1.532558e-08,3.252781e-15
1.749045e+01,8.090204e-16,7.532486e-09,3.588373e-16,1.569285e-08,3.266807e-15
1.749231e+01,8.010958e-16,7.615133e-09,3.622477e-16,1.607078e-08,3.260319e-15
1.749418e+01,8.037675e-16,7.741169e-09,3.595384e-16,1.645192e-08,3.251289e-15
1.749604e+01,8.061641e-16,7.834720e-09,3.604540e-16,1.683363e-08,3.239675e-15
1.749790e+01,7.844203e-16,7.887148e-09,3.576761e-16,1.722107e-08,3.256702e-15
1.749977e+01,8.059761e-16,7.914854e-09,3.601945e-16,1.761833e-08,3.280407e-15
1.750163e+01,7.982168e-16,7.988221e-09,3.595511e-16,1.802293e-08,3.284868e-15
1.750350e+01,7.959052e-16,8.125911e-09,3.543125e-16,1.844174e-08,3.275086e-15
1.750536e+01,7.984031e-16,8.301500e-09,3.592680e-16,1.886539e-08,3.241089e-15
1.750722e+01,7.941618e-16,8.432555e-09,3.537006e-16,1.928983e-08,3.232343e-15
1.750909e+01,7.845714e-16,8.471285e-09,3.495709e-16,1.971089e-08,3.236554e-15
1.751095e+01,7.807218e-16,8.442531e-09,3.579180e-16,2.012022e-08,3.220995e-15
1.751282e+01,7.741113e-16,8.411550e-09,3.500594e-16,2.052163e-08,3.208857e-15
1.751468e+01,7.747136e-16,8.449289e-09,3.478902e-16,2.091549e-08,3.209812e-15
1.751654e+01,7.841190e-16,8.555252e-09,3.490941e-16,2.130564e-08,3.229020e-15
1.751841e+01,7.858048e-16,8.664569e-09,3.479476e-16,2.169800e-08,3.263775e-15
1.752027e+01,7.940957e-16,8.695318e-09,3.409383e-16,2.208650e-08,3.241313e-15
1.752213e+01,7.938482e-16,8.633293e-09,3.470267e-16,2.246946e-08,3.208351e-15
1.752400e+01,7.916208e-16,8.516654e-09,3.498591e-16,2.284406e-08,3.178385e-15
1.752586e+01,7.998998e-16,8.419729e-09,3.471954e-16,2.319745e-08,3.169267e-15
1.752773e+01,8.000254e-16,8.370819e-09,3.446343e-16,2.353227e-08,3.188273e-15
1.752959e+01,7.906111e-16,8.341736e-09,3.455214e-16,2.385041e-08,3.174781e-15
1.753145e+01,7.867820e-16,8.268659e-09,3.433157e-16,2.415775e-08,3.149416e-15
1.753332e+01,7.903206e-16,8.113448e-09,3.476791e-16,2.445862e-08,3.188532e-15
1.753518e+01,7.944550e-16,7.915977e-09,3.447893e-16,2.474931e-08,3.205401e-15
1.753705e+01,7.866007e-16,7.730460e-09,3.453259e-16,2.503350e-08,3.172218e-15
1.753891e+01,7.840234e-16,7.613668e-09,3.454890e-16,2.530362e-08,3.168115e-15
1.754077e+01,7.829988e-16,7.543609e-09,3.450679e-16,2.555780e-08,3.183109e-15
1.754264e+01,7.997477e-16,7.448974e-09,3.436503e-16,2.579436e-08,3.149997e-15
1.754450e+01,7.907067e-16,7.280124e-09,3.490588e-16,2.600920e-08,3.117336e-15
1.754636e+01,7.921405e-16,7.036170e-09,3.504682e-16,2.620594e-08,3.110623e-15
1.754823e+01,7.996869e-16,6.788540e-09,3.468855e-16,2.639446e-08,3.104316e-15
1.755009e+01,7.855036e-16,6.606969e-09,3.464349e-16,2.657455e-08,3.098516e-15
1.755196e+01,7.911770e-16,6.532219e-09,3.501383e-16,2.674893e-08,3.094352e-15
1.755382e+01,8.003132e-16,6.526824e-09,3.544059e-16,2.691501e-08,3.090022e-15
1.755568e+01,7.899812e-16,6.514199e-09,3.499006e-16,2.706882e-08,3.076796e-15
1.755755e+01,7.976079e-16,6.456513e-09,3.485446e-16,2.720593e-08,3.079250e-15
1.755941e+01,8.038043e-16,6.377309e-09,3.511193e-16,2.732503e-08,3.109110e-15
1.756128e+01,8.031454e-16,6.337770e-09,3.515162e-16,2.742919e-08,3.112847e-15
1.756314e+01,8.057081e-16,6.390253e-09,3.525672e-16,2.752121e-08,3.102961e-15
1.756500e+01,8.146431e-16,6.545724e-09,3.542360e-16,2.760681e-08,3.097001e-15
1.756687e+01,8.096581e-16,6.744638e-09,3.584079e-16,2.768744e-08,3.092872e-15
1.756873e+01,7.972518e-16,6.948508e-09,3.577989e-16,2.776272e-08,3.093833e-15
1.757059e+01,7.937070e-16,7.143141e-09,3.591424e-16,2.783112e-08,3.115022e-15
1.757246e+01,8.017504e-16,7.376061e-09,3.567460e-16,2.788945e-08,3.153815e-15
1.757432e+01,7.990494e-16,7.680244e-09,3.534862e-16,2.793370e-08,3.129449e-15
1.757619e+01,8.080205e-16,8.080281e-09,3.570036e-16,2.796091e-08,3.099116e-15
1.757805e+01,8.091685e-16,8.527187e-09,3.540397e-16,2.797316e-08,3.115019e-15
1.757991e+01,8.031188e-16,8.952420e-09,3.555655e-16,2.797899e-08,3.113231e-15
1.758178e+01,8.084067e-16,9.335095e-09,3.527475e-16,2.798026e-08,3.086805e-15
1.758364e+01,8.133040e-16,9.676578e-09,3.491138e-16,2.797743e-08,3.057055e-15
1.758551e+01,8.184525e-16,1.004008e-08,3.517599e-16,2.796968e-08,3.025970e-15
1.758737e+01,8.097974e-16,1.044899e-08,3.521102e-16,2.795252e-08,3.014679e-15
1.758923e+01,8.193215e-16,1.091121e-08,3.534255e-16,2.792269e-08,3.006085e-15
1.759110e+01,7.999523e-16,1.135653e-08,3.523183e-16,2.787812e-08,3.003740e-15
1.759296e+01,8.129545e-16,1.173728e-08,3.500860e-16,2.781934e-08,2.989804e-15
1.759483e+01,7.892640e-16,1.202676e-08,3.541053e-16,2.774816e-08,2.967908e-15
1.759669e+01,8.036305e-16,1.224766e-08,3.499434e-16,2.767016e-08,2.972775e-15
1.759855e+01,8.055299e-16,1.243319e-08,3.542835e-16,2.758699e-08,2.976738e-15
1.760042e+01,7.975408e-16,1.260796e-08,3.543424e-16,2.749812e-08,2.962229e-15
1.760228e+01,8.025742e-16,1.275840e-08,3.526355e-16,2.740275e-08,2.949872e-15
1.760414e+01,8.034121e-16,1.283629e-08,3.466841e-16,2.729885e-08,2.939776e-15
1.760601e+01,8.036689e-16,1.283339e-08,3.493014e-16,2.718422e-08,2.955918e-15
1.760787e+01,7.984400e-16,1.274201e-08,3.550331e-16,2.705269e-08,2.975958e-15
1.760974e+01,7.959620e-16,1.260641e-08,3.553341e-16,2.690546e-08,2.940338e-15
1.761160e+01,7.989668e-16,1.244605e-08,3.526328e-16,2.675178e-08,2.912935e-15
1.761346e+01,8.024958e-16,1.228663e-08,3.508787e-16,2.659406e-08,2.899786e-15
1.761533e+01,7.967894e-16,1.208325e-08,3.512734e-16,2.643300e-08,2.889169e-15
1.761719e+01,7.833813e-16,1.181405e-08,3.539333e-16,2.627062e-08,2.879988e-15
1.761906e+01,7.845368e-16,1.147161e-08,3.556160e-16,2.610017e-08,2.877952e-15
1.762092e+01,7.885492e-16,1.107786e-08,3.480488e-16,2.592347e-08,2.876936e-15
1.762278e+01,7.950604e-16,1.067673e-08,3.519991e-16,2.573879e-08,2.877812e-15
1.762465e+01,7.909703e-16,1.029637e-08,3.547122e-16,2.554428e-08,2.887744e-15
1.762651e+01,7.960602e-16,9.963805e-09,3.489399e-16,2.534219e-08,2.905456e-15
1.762837e+01,7.848425e-16,9.633350e-09,3.511757e-16,2.513673e-08,2.871939e-15
1.763024e+01,7.897986e-16,9.297012e-09,3.515800e-16,2.493217e-08,2.832120e-15
1.763210e+01,7.826794e-16,8.944010e-09,3.505183e-16,2.473108e-08,2.825002e-15
1.763397e+01,7.831396e-16,8.597863e-09,3.487823e-16,2.453025e-08,2.812982e-15
1.763583e+01,7.876009e-16,8.282495e-09,3.555892e-16,2.433044e-08,2.794267e-15
1.763769e+01,7.863966e-16,8.018881e-09,3.556370e-16,2.412924e-08,2.789084e-15
1.763956e+01,7.799942e-16,7.795491e-09,3.503646e-16,2.392451e-08,2.789431e-15
1.764142e+01,7.753556e-16,7.591289e-09,3.531406e-16,2.371629e-08,2.788146e-15
1.764329e+01,7.843774e-16,7.408564e-09,3.474069e-16,2.350631e-08,2.786810e-15
1.764515e+01,7.735913e-16,7.255516e-09,3.515362e-16,2.330139e-08,2.785378e-15
1.764701e+01,7.697964e-16,7.164665e-09,3.500739e-16,2.310410e-08,2.790925e-15
1.764888e+01,7.853922e-16,7.137785e-09,3.492632e-16,2.291400e-08,2.801349e-15
1.765074e+01,7.774906e-16,7.182428e-09,3.507584e-16,2.273207e-08,2.778640e-15
1.765260e+01,7.856796e-16,7.255544e-09,3.516969e-16,2.255355e-08,2.758002e-15
1.765447e+01,7.897106e-16,7.338788e-09,3.580874e-16,2.237661e-08,2.766534e-15
1.765633e+01,7.971304e-16,7.428352e-09,3.553204e-16,2.220262e-08,2.760899e-15
1.765820e+01,7.859873e-16,7.538957e-09,3.534549e-16,2.202949e-08,2.739424e-15
1.766006e+01,7.871860e-16,7.688360e-09,3.557051e-16,2.186114e-08,2.715620e-15
1.766192e+01,7.842100e-16,7.877643e-09,3.466427e-16,2.170320e-08,2.694387e-15
1.766379e+01,7.893943e-16,8.112596e-09,3.532703e-16,2.155541e-08,2.725926e-15
1.766565e+01,7.906077e-16,8.358655e-09,3.590216e-16,2.141846e-08,2.739525e-15
1.766752e+01,7.889329e-16,8.622304e-09,3.554711e-16,2.128874e-08,2.720712e-15
1.766938e+01,7.910474e-16,8.894511e-09,3.559228e-16,2.116575e-08,2.697368e-15
1.767124e+01,7.934780e-16,9.175361e-09,3.579131e-16,2.104987e-08,2.671536e-15
1.767311e+01,7.878476e-16,9.446302e-09,3.568465e-16,2.093732e-08,2.683279e-15
1.767497e+01,7.853048e-16,9.686058e-09,3.526322e-16,2.082898e-08,2.693504e-15
1.767683e+01,7.870287e-16,9.888745e-09,3.576141e-16,2.072646e-08,2.691471e-15
1.767870e+01,7.961736e-16,1.006335e-08,3.598722e-16,2.063401e-08,2.704235e-15
1.768056e+01,7.850612e-16,1.023759e-08,3.639956e-16,2.055823e-08,2.730023e-15
1.768243e+01,8.021924e-16,1.041209e-08,3.600040e-16,2.049298e-08,2.694185e-15
1.768429e+01,7.925616e-16,1.057949e-08,3.603991e-16,2.043576e-08,2.653248e-15
1.768615e+01,7.924507e-16,1.070310e-08,3.583999e-16,2.038472e-08,2.671008e-15
1.768802e+01,7.910976e-16,1.076536e-08,3.677920e-16,2.033907e-08,2.686276e-15
1.768988e+01,7.996530e-16,1.077709e-08,3.584804e-16,2.029964e-08,2.697785e-15
1.769175e+01,7.996998e-16,1.075974e-08,3.635468e-16,2.026593e-08,2.684524e-15
1.769361e+01,8.021888e-16,1.073220e-08,3.595351e-16,2.024049e-08,2.661043e-15
1.769547e+01,8.183560e-16,1.067692e-08,3.570379e-16,2.022671e-08,2.667826e-15
1.769734e+01,8.203843e-16,1.057234e-08,3.537852e-16,2.022584e-08,2.678673e-15
1.769920e+01,8.183178e-16,1.038820e-08,3.605079e-16,2.023641e-08,2.699078e-15
1.770106e+01,8.191751e-16,1.016448e-08,3.614061e-16,2.025444e-08,2.711175e-15
1.770293e+01,8.172697e-16,9.936557e-09,3.654013e-16,2.027801e-08,2.717436e-15
1.770479e+01,8.117290e-16,9.747014e-09,3.572978e-16,2.030699e-08,2.732818e-15
1.770666e+01,8.310539e-16,9.573832e-09,3.544628e-16,2.034115e-08,2.742654e-15
1.770852e+01,8.320797e-16,9.378272e-09,3.619138e-16,2.037992e-08,2.720575e-15
1.771038e+01,8.340438e-16,9.111164e-09,3.571656e-16,2.042537e-08,2.709019e-15
1.771225e+01,8.311212e-16,8.777156e-09,3.570080e-16,2.048410e-08,2.709441e-15
1.771411e+01,8.330822e-16,8.456353e-09,3.585572e-16,2.055327e-08,2.732983e-15
1.771598e+01,8.383734e-16,8.188373e-09,3.530276e-16,2.063046e-08,2.761082e-15
1.771784e+01,8.456713e-16,8.002457e-09,3.527286e-16,2.071148e-08,2.744903e-15
1.771970e+01,8.325199e-16,7.838567e-09,3.488214e-16,2.079394e-08,2.735678e-15
1.772157e+01,8.488774e-16,7.657744e-09,3.536584e-16,2.087858e-08,2.739418e-15
1.772343e+01,8.521240e-16,7.425499e-09,3.522976e-16,2.096495e-08,2.762076e-15
1.772530e+01,8.583983e-16,7.219298e-09,3.482772e-16,2.105466e-08,2.795326e-15
1.772716e+01,8.598686e-16,7.103797e-09,3.471846e-16,2.114823e-08,2.823099e-15
1.772902e+01,8.689136e-16,7.098110e-09,3.550084e-16,2.124740e-08,2.847383e-15
1.773089e+01,8.493605e-16,7.157557e-09,3.488689e-16,2.135350e-08,2.861246e-15
1.773275e+01,8.598490e-16,7.199253e-09,3.467116e-16,2.146161e-08,2.854896e-15
1.773461e+01,8.657317e-16,7.190628e-09,3.509234e-16,2.156604e-08,2.830462e-15
1.773648e+01,8.678255e-16,7.157857e-09,3.470528e-16,2.166760e-08,2.846616e-15
1.773834e+01,8.585668e-16,7.220724e-09,3.557324e-16,2.176528e-08,2.864537e-15
1.774021e+01,8.650366e-16,7.405816e-09,3.556145e-16,2.186013e-08,2.826099e-15
1.774207e+01,8.631625e-16,7.687625e-09,3.509786e-16,2.195179e-08,2.818572e-15
1.774393e+01,8.727570e-16,7.961912e-09,3.452371e-16,2.204325e-08,2.855487e-15
1.774580e+01,8.706144e-16,8.173685e-09,3.485958e-16,2.213519e-08,2.895870e-15
1.774766e+01,8.666218e-16,8.307464e-09,3.465053e-16,2.222527e-08,2.937427e-15
1.774953e+01,8.663131e-16,8.470426e-09,3.433372e-16,2.231185e-08,2.930261e-15
1.775139e+01,8.609184e-16,8.731390e-09,3.476157e-16,2.239028e-08,2.930753e-15
1.775325e+01,8.656295e-16,9.062809e-09,3.507602e-16,2.245712e-08,2.950512e-15
1.775512e+01,8.605641e-16,9.390786e-09,3.496123e-16,2.251647e-08,2.956709e-15
1.775698e+01,8.568645e-16,9.615696e-09,3.470425e-16,2.256922e-08,2.953144e-15
1.775884e+01,8.506898e-16,9.745531e-09,3.508386e-16,2.261711e-08,2.939531e-15
1.776071e+01,8.519507e-16,9.837543e-09,3.505058e-16,2.266141e-08,2.937708e-15
1.776257e+01,8.411860e-16,1.001511e-08,3.445731e-16,2.270220e-08,2.999917e-15
1.776444e+01,8.594207e-16,1.026846e-08,3.459165e-16,2.273848e-08,3.026686e-15
1.776630e+01,8.535682e-16,1.051674e-08,3.453426e-16,2.276575e-08,3.012413e-15
1.776816e+01,8.550692e-16,1.066057e-08,3.444858e-16,2.278277e-08,3.018092e-15
1.777003e+01,8.470621e-16,1.066892e-08,3.423921e-16,2.278995e-08,3.031094e-15
1.777189e+01,8.301505e-16,1.060588e-08,3.416631e-16,2.278927e-08,3.059723e-15
1.777376e+01,8.418686e-16,1.058884e-08,3.428451e-16,2.278179e-08,3.081749e-15
1.777562e+01,8.436265e-16,1.067052e-08,3.472103e-16,2.277090e-08,3.091040e-15
1.777748e+01,8.262394e-16,1.078054e-08,3.456106e-16,2.275756e-08,3.086293e-15
1.777935e+01,8.269443e-16,1.082667e-08,3.435525e-16,2.274139e-08,3.073574e-15
1.778121e+01,8.309424e-16,1.074403e-08,3.376215e-16,2.272140e-08,3.076999e-15
1.778307e+01,8.327269e-16,1.058405e-08,3.387422e-16,2.269442e-08,3.094163e-15
1.778494e+01,8.210258e-16,1.043692e-08,3.457218e-16,2.265819e-08,3.154959e-15
1.778680e+01,8.305859e-16,1.039153e-08,3.342125e-16,2.261528e-08,3.172193e-15
1.778867e+01,8.281088e-16,1.040331e-08,3.424072e-16,2.256810e-08,3.149637e-15
1.779053e+01,8.272265e-16,1.037600e-08,3.430589e-16,2.251998e-08,3.157763e-15
1.779239e+01,8.331713e-16,1.024915e-08,3.386815e-16,2.247271e-08,3.175133e-15
1.779426e+01,8.279465e-16,1.003553e-08,3.438618e-16,2.242575e-08,3.212689e-15
1.779612e+01,8.336643e-16,9.840539e-09,3.450068e-16,2.237882e-08,3.222115e-15
