k_s_per_km,kPk_pi_Ω_m__0.30,kPk_pi_Ω_m__0.40,kPk_pi_Ω_m__0.50,kPk_pi_Ω_m__0.20,kPk_pi_Ω_m__0.10
1.672254e+01,9.425188e-16,8.498961e-09,3.534600e-16,1.893420e-08,3.079043e-15
1.672440e+01,9.449196e-16,8.298333e-09,3.537410e-16,1.911402e-08,3.107893e-15
1.672627e+01,9.565063e-16,8.110396e-09,3.507776e-16,1.930214e-08,3.120469e-15
1.672813e+01,9.478486e-16,7.873017e-09,3.538784e-16,1.949469e-08,3.103689e-15
1.672999e+01,9.431016e-16,7.568923e-09,3.528908e-16,1.969512e-08,3.072265e-15
1.673186e+01,9.368239e-16,7.272975e-09,3.552341e-16,1.990742e-08,3.074896e-15
1.673372e+01,9.371933e-16,7.070491e-09,3.577553e-16,2.012859e-08,3.069612e-15
1.673559e+01,9.434077e-16,6.996071e-09,3.544463e-16,2.035997e-08,3.036283e-15
1.673745e+01,9.484945e-16,6.962886e-09,3.540217e-16,2.059694e-08,3.044824e-15
1.673931e+01,9.462229e-16,6.897476e-09,3.543663e-16,2.083586e-08,3.087700e-15
1.674118e+01,9.518334e-16,6.782249e-09,3.522414e-16,2.107145e-08,3.083310e-15
1.674304e+01,9.491188e-16,6.692377e-09,3.577010e-16,2.130010e-08,3.072836e-15
1.674491e+01,9.360478e-16,6.723645e-09,3.579902e-16,2.152414e-08,3.081206e-15
1.674677e+01,9.381902e-16,6.915873e-09,3.573542e-16,2.174312e-08,3.069869e-15
1.674863e+01,9.321853e-16,7.192814e-09,3.600576e-16,2.196164e-08,3.032479e-15
1.675050e+01,9.348929e-16,7.437325e-09,3.604580e-16,2.218085e-08,3.008280e-15
1.675236e+01,9.221402e-16,7.619247e-09,3.582160e-16,2.239481e-08,2.989519e-15
1.675422e+01,9.112795e-16,7.786550e-09,3.577131e-16,2.260273e-08,2.981542e-15
1.675609e+01,9.192776e-16,8.038065e-09,3.641459e-16,2.280159e-08,2.980196e-15
1.675795e+01,9.264897e-16,8.415824e-09,3.631744e-16,2.298571e-08,2.993619e-15
1.675982e+01,9.167199e-16,8.863063e-09,3.621987e-16,2.315515e-08,3.019890e-15
1.676168e+01,9.119963e-16,9.260531e-09,3.606604e-16,2.330866e-08,3.054343e-15
1.676354e+01,9.057365e-16,9.565343e-09,3.658080e-16,2.345359e-08,3.057102e-15
1.676541e+01,9.112371e-16,9.834017e-09,3.656534e-16,2.359296e-08,3.052219e-15
1.676727e+01,8.987456e-16,1.015875e-08,3.660163e-16,2.372542e-08,3.030540e-15
1.676914e+01,8.969365e-16,1.059513e-08,3.638914e-16,2.385075e-08,3.008312e-15
1.677100e+01,9.028249e-16,1.108162e-08,3.639048e-16,2.396356e-08,2.985747e-15
1.677286e+01,8.989646e-16,1.147841e-08,3.714396e-16,2.406015e-08,2.979711e-15
1.677473e+01,8.956934e-16,1.171800e-08,3.714468e-16,2.414171e-08,2.978577e-15
1.677659e+01,8.975913e-16,1.184552e-08,3.692006e-16,2.420817e-08,2.980356e-15
1.677845e+01,8.911436e-16,1.197921e-08,3.699036e-16,2.426265e-08,2.978106e-15
1.678032e+01,8.751479e-16,1.221401e-08,3.674870e-16,2.430993e-08,2.968818e-15
1.678218e+01,8.653965e-16,1.253386e-08,3.716977e-16,2.435425e-08,2.961135e-15
1.678405e+01,8.713895e-16,1.280214e-08,3.718188e-16,2.439450e-08,2.954212e-15
1.678591e+01,8.640270e-16,1.291376e-08,3.736835e-16,2.442883e-08,2.950526e-15
1.678777e+01,8.576729e-16,1.286784e-08,3.678541e-16,2.445550e-08,2.949063e-15
1.678964e+01,8.456914e-16,1.276923e-08,3.688788e-16,2.447226e-08,2.953955e-15
1.679150e+01,8.548137e-16,1.271950e-08,3.704999e-16,2.447489e-08,2.957528e-15
1.679337e+01,8.493308e-16,1.273663e-08,3.635579e-16,2.446788e-08,2.960026e-15
1.679523e+01,8.338935e-16,1.272871e-08,3.696253e-16,2.445829e-08,2.959155e-15
1.679709e+01,8.425287e-16,1.257193e-08,3.708068e-16,2.444949e-08,2.959852e-15
1.679896e+01,8.470640e-16,1.227082e-08,3.683941e-16,2.444304e-08,2.975567e-15
1.680082e+01,8.319169e-16,1.191966e-08,3.662575e-16,2.443844e-08,2.977537e-15
1.680269e+01,8.329449e-16,1.164364e-08,3.659866e-16,2.443211e-08,2.960913e-15
1.680455e+01,8.446858e-16,1.147857e-08,3.689151e-16,2.442079e-08,2.983045e-15
1.680641e+01,8.341912e-16,1.135209e-08,3.689049e-16,2.440300e-08,3.019717e-15
1.680828e+01,8.304485e-16,1.110509e-08,3.722989e-16,2.437838e-08,3.013489e-15
1.681014e+01,8.390594e-16,1.069592e-08,3.717562e-16,2.434847e-08,3.017585e-15
1.681200e+01,8.282423e-16,1.019815e-08,3.686808e-16,2.431865e-08,3.044975e-15
1.681387e+01,8.262975e-16,9.749525e-09,3.686899e-16,2.429526e-08,3.062457e-15
1.681573e+01,8.268321e-16,9.450082e-09,3.659920e-16,2.427621e-08,3.073148e-15
1.681760e+01,8.311102e-16,9.273343e-09,3.634192e-16,2.425836e-08,3.083613e-15
1.681946e+01,8.368033e-16,9.116957e-09,3.645550e-16,2.423890e-08,3.087447e-15
1.682132e+01,8.350587e-16,8.863822e-09,3.659233e-16,2.421507e-08,3.063057e-15
1.682319e+01,8.359270e-16,8.547844e-09,3.623516e-16,2.418141e-08,3.071615e-15
1.682505e+01,8.302525e-16,8.261365e-09,3.702050e-16,2.413905e-08,3.115589e-15
1.682692e+01,8.339516e-16,8.101147e-09,3.666946e-16,2.409235e-08,3.117819e-15
1.682878e+01,8.287808e-16,8.062735e-09,3.636747e-16,2.404633e-08,3.108409e-15
1.683064e+01,8.287540e-16,8.067945e-09,3.688931e-16,2.400390e-08,3.105207e-15
1.683251e+01,8.445979e-16,8.008832e-09,3.603547e-16,2.396329e-08,3.125730e-15
1.683437e+01,8.293004e-16,7.883910e-09,3.681462e-16,2.391886e-08,3.187472e-15
1.683623e+01,8.359806e-16,7.788703e-09,3.702860e-16,2.386682e-08,3.199780e-15
1.683810e+01,8.482518e-16,7.815404e-09,3.699483e-16,2.380488e-08,3.186082e-15
1.683996e+01,8.493211e-16,7.990608e-09,3.643939e-16,2.373258e-08,3.201391e-15
1.684183e+01,8.433104e-16,8.237954e-09,3.675007e-16,2.364881e-08,3.211138e-15
1.684369e+01,8.495296e-16,8.439599e-09,3.661506e-16,2.355510e-08,3.199113e-15
1.684555e+01,8.418977e-16,8.516388e-09,3.633268e-16,2.346116e-08,3.194618e-15
1.684742e+01,8.347601e-16,8.529877e-09,3.646498e-16,2.336784e-08,3.196611e-15
1.684928e+01,8.434641e-16,8.565214e-09,3.721185e-16,2.327342e-08,3.206265e-15
1.685115e+01,8.458658e-16,8.687094e-09,3.711610e-16,2.317232e-08,3.220775e-15
1.685301e+01,8.492620e-16,8.870236e-09,3.696250e-16,2.306084e-08,3.257246e-15
1.685487e+01,8.603896e-16,9.038860e-09,3.700070e-16,2.293569e-08,3.270575e-15
1.685674e+01,8.650126e-16,9.116858e-09,3.714901e-16,2.279853e-08,3.251761e-15
1.685860e+01,8.655459e-16,9.110758e-09,3.626506e-16,2.265236e-08,3.254055e-15
1.686046e+01,8.748343e-16,9.096593e-09,3.680304e-16,2.250036e-08,3.264826e-15
1.686233e+01,8.645695e-16,9.118542e-09,3.697590e-16,2.234785e-08,3.295351e-15
1.686419e+01,8.679646e-16,9.175058e-09,3.660886e-16,2.220205e-08,3.307255e-15
1.686606e+01,8.594850e-16,9.197188e-09,3.664111e-16,2.205437e-08,3.276142e-15
1.686792e+01,8.773368e-16,9.121577e-09,3.687825e-16,2.190214e-08,3.282282e-15
1.686978e+01,8.802672e-16,8.935872e-09,3.695493e-16,2.174228e-08,3.313480e-15
1.687165e+01,8.715004e-16,8.717117e-09,3.705427e-16,2.157329e-08,3.343889e-15
1.687351e+01,8.747509e-16,8.547136e-09,3.691967e-16,2.139912e-08,3.367844e-15
1.687538e+01,8.730585e-16,8.451376e-09,3.655177e-16,2.122162e-08,3.364192e-15
1.687724e+01,8.940827e-16,8.393392e-09,3.692904e-16,2.104758e-08,3.375157e-15
1.687910e+01,8.927956e-16,8.301885e-09,3.701349e-16,2.088130e-08,3.402030e-15
1.688097e+01,8.887785e-16,8.126809e-09,3.724315e-16,2.072336e-08,3.436843e-15
1.688283e+01,8.834052e-16,7.891549e-09,3.730690e-16,2.057282e-08,3.468849e-15
1.688469e+01,9.049384e-16,7.668060e-09,3.680090e-16,2.042229e-08,3.429294e-15
1.688656e+01,8.963599e-16,7.494866e-09,3.703848e-16,2.026889e-08,3.405819e-15
1.688842e+01,8.923602e-16,7.371711e-09,3.711671e-16,2.011557e-08,3.411495e-15
1.689029e+01,8.917971e-16,7.252547e-09,3.702756e-16,1.996292e-08,3.414083e-15
1.689215e+01,8.874330e-16,7.100660e-09,3.718827e-16,1.981549e-08,3.415005e-15
1.689401e+01,8.926566e-16,6.926318e-09,3.739798e-16,1.967667e-08,3.426084e-15
1.689588e+01,9.060415e-16,6.778837e-09,3.713973e-16,1.955617e-08,3.426005e-15
1.689774e+01,9.023536e-16,6.707899e-09,3.699173e-16,1.944905e-08,3.388900e-15
1.689961e+01,9.017245e-16,6.703998e-09,3.735120e-16,1.934898e-08,3.392545e-15
1.690147e+01,8.998192e-16,6.720343e-09,3.692149e-16,1.925274e-08,3.431607e-15
1.690333e+01,8.933051e-16,6.696887e-09,3.642286e-16,1.915706e-08,3.457187e-15
1.690520e+01,9.018673e-16,6.614511e-09,3.695174e-16,1.906250e-08,3.470111e-15
1.690706e+01,9.182623e-16,6.523551e-09,3.667364e-16,1.897521e-08,3.412212e-15
1.690893e+01,9.081181e-16,6.488777e-09,3.705329e-16,1.889631e-08,3.394282e-15
1.691079e+01,9.084274e-16,6.543395e-09,3.677578e-16,1.882951e-08,3.432434e-15
1.691265e+01,9.040074e-16,6.659366e-09,3.722128e-16,1.877612e-08,3.458695e-15
1.691452e+01,9.093121e-16,6.782854e-09,3.690801e-16,1.873604e-08,3.480032e-15
1.691638e+01,9.016571e-16,6.863885e-09,3.697561e-16,1.870194e-08,3.468988e-15
1.691824e+01,9.058932e-16,6.915651e-09,3.698304e-16,1.866594e-08,3.456650e-15
1.692011e+01,9.011730e-16,6.982639e-09,3.672601e-16,1.862858e-08,3.441149e-15
1.692197e+01,8.924389e-16,7.101467e-09,3.648779e-16,1.859199e-08,3.475229e-15
1.692384e+01,8.952741e-16,7.260142e-09,3.687699e-16,1.855810e-08,3.543874e-15
1.692570e+01,9.022751e-16,7.413830e-09,3.653816e-16,1.853051e-08,3.518522e-15
1.692756e+01,8.952721e-16,7.526065e-09,3.645538e-16,1.851306e-08,3.486942e-15
1.692943e+01,9.006126e-16,7.597157e-09,3.682854e-16,1.850458e-08,3.481699e-15
1.693129e+01,8.981980e-16,7.693955e-09,3.607427e-16,1.850085e-08,3.508763e-15
1.693316e+01,8.890701e-16,7.853989e-09,3.612697e-16,1.849633e-08,3.572114e-15
1.693502e+01,8.851674e-16,8.083494e-09,3.607780e-16,1.848554e-08,3.568547e-15
1.693688e+01,8.925783e-16,8.324942e-09,3.588037e-16,1.846548e-08,3.543847e-15
1.693875e+01,8.805313e-16,8.523394e-09,3.641370e-16,1.844320e-08,3.501218e-15
1.694061e+01,8.808065e-16,8.647390e-09,3.633007e-16,1.842242e-08,3.481009e-15
1.694247e+01,8.840872e-16,8.738619e-09,3.659671e-16,1.840498e-08,3.501149e-15
1.694434e+01,8.805231e-16,8.866325e-09,3.666185e-16,1.839173e-08,3.510886e-15
1.694620e+01,8.953608e-16,9.054680e-09,3.723840e-16,1.838334e-08,3.514869e-15
1.694807e+01,8.819189e-16,9.283672e-09,3.694049e-16,1.837330e-08,3.508542e-15
1.694993e+01,8.835107e-16,9.494964e-09,3.626819e-16,1.835540e-08,3.498389e-15
1.695179e+01,8.837776e-16,9.660784e-09,3.645402e-16,1.832834e-08,3.477852e-15
1.695366e+01,8.843209e-16,9.788387e-09,3.673334e-16,1.829357e-08,3.475395e-15
1.695552e+01,8.757242e-16,9.937579e-09,3.633465e-16,1.825566e-08,3.489034e-15
1.695739e+01,8.707189e-16,1.012385e-08,3.654853e-16,1.821921e-08,3.504412e-15
1.695925e+01,8.757387e-16,1.033099e-08,3.659635e-16,1.818675e-08,3.516049e-15
1.696111e+01,8.677381e-16,1.049981e-08,3.684479e-16,1.815839e-08,3.497761e-15
1.696298e+01,8.713137e-16,1.060316e-08,3.665822e-16,1.813240e-08,3.497582e-15
1.696484e+01,8.602872e-16,1.065018e-08,3.639968e-16,1.810589e-08,3.523273e-15
1.696670e+01,8.703625e-16,1.070184e-08,3.658169e-16,1.807329e-08,3.543880e-15
1.696857e+01,8.613454e-16,1.082078e-08,3.668824e-16,1.803242e-08,3.562453e-15
1.697043e+01,8.659942e-16,1.098480e-08,3.673484e-16,1.798953e-08,3.521443e-15
1.697230e+01,8.714618e-16,1.115124e-08,3.696316e-16,1.794944e-08,3.488943e-15
1.697416e+01,8.737142e-16,1.125355e-08,3.712925e-16,1.791687e-08,3.477457e-15
1.697602e+01,8.790093e-16,1.128989e-08,3.701077e-16,1.789414e-08,3.487298e-15
1.697789e+01,8.645379e-16,1.129017e-08,3.729317e-16,1.788270e-08,3.512339e-15
1.697975e+01,8.724718e-16,1.132126e-08,3.713355e-16,1.787775e-08,3.508164e-15
1.698162e+01,8.820652e-16,1.139555e-08,3.688891e-16,1.787444e-08,3.500822e-15
1.698348e+01,8.725867e-16,1.148114e-08,3.694880e-16,1.787089e-08,3.497126e-15
1.698534e+01,8.753850e-16,1.153951e-08,3.714581e-16,1.786794e-08,3.486154e-15
1.698721e+01,8.758956e-16,1.155981e-08,3.746795e-16,1.787167e-08,3.466797e-15
1.698907e+01,8.662402e-16,1.157501e-08,3.724483e-16,1.789124e-08,3.462464e-15
1.699093e+01,8.750209e-16,1.162739e-08,3.752820e-16,1.792625e-08,3.462328e-15
1.699280e+01,8.830154e-16,1.173625e-08,3.702287e-16,1.797692e-08,3.454646e-15
1.699466e+01,8.795742e-16,1.184662e-08,3.745821e-16,1.804149e-08,3.450094e-15
1.699653e+01,8.658767e-16,1.191132e-08,3.765112e-16,1.811808e-08,3.451297e-15
1.699839e+01,8.869246e-16,1.190134e-08,3.710403e-16,1.820280e-08,3.453966e-15
1.700025e+01,8.859507e-16,1.185463e-08,3.725048e-16,1.829384e-08,3.457443e-15
1.700212e+01,8.904335e-16,1.182781e-08,3.737943e-16,1.839391e-08,3.438064e-15
1.700398e+01,8.948317e-16,1.186663e-08,3.686667e-16,1.850630e-08,3.418773e-15
1.700585e+01,8.902937e-16,1.194845e-08,3.680845e-16,1.863657e-08,3.404545e-15
1.700771e+01,8.913374e-16,1.200552e-08,3.695019e-16,1.878645e-08,3.403326e-15
1.700957e+01,9.046090e-16,1.200427e-08,3.695654e-16,1.895768e-08,3.413720e-15
1.701144e+01,9.172077e-16,1.193889e-08,3.749964e-16,1.914389e-08,3.397345e-15
1.701330e+01,9.144313e-16,1.185530e-08,3.740019e-16,1.933815e-08,3.377154e-15
1.701516e+01,9.226023e-16,1.178064e-08,3.708307e-16,1.953789e-08,3.372871e-15
1.701703e+01,9.251000e-16,1.170989e-08,3.701725e-16,1.974285e-08,3.387057e-15
1.701889e+01,9.243279e-16,1.160321e-08,3.663410e-16,1.995386e-08,3.428029e-15
1.702076e+01,9.092253e-16,1.143128e-08,3.689286e-16,2.017939e-08,3.435828e-15
1.702262e+01,9.217465e-16,1.121163e-08,3.694669e-16,2.041835e-08,3.429385e-15
1.702448e+01,9.142957e-16,1.099253e-08,3.704081e-16,2.066929e-08,3.392447e-15
1.702635e+01,9.238074e-16,1.082006e-08,3.745460e-16,2.092972e-08,3.364509e-15
1.702821e+01,9.158229e-16,1.068774e-08,3.764971e-16,2.119371e-08,3.359659e-15
1.703008e+01,9.199788e-16,1.053589e-08,3.727963e-16,2.145463e-08,3.371194e-15
1.703194e+01,9.216217e-16,1.030610e-08,3.741577e-16,2.170899e-08,3.394347e-15
1.703380e+01,9.156481e-16,9.993392e-09,3.692405e-16,2.195817e-08,3.400074e-15
1.703567e+01,9.203068e-16,9.636772e-09,3.711938e-16,2.220440e-08,3.400639e-15
1.703753e+01,9.116608e-16,9.313680e-09,3.691470e-16,2.244680e-08,3.388094e-15
1.703940e+01,9.263286e-16,9.063351e-09,3.740658e-16,2.269089e-08,3.377658e-15
1.704126e+01,9.156704e-16,8.862257e-09,3.717262e-16,2.292833e-08,3.369767e-15
1.704312e+01,9.052866e-16,8.664186e-09,3.718495e-16,2.315666e-08,3.389985e-15
1.704499e+01,9.000276e-16,8.426601e-09,3.704182e-16,2.337201e-08,3.416936e-15
1.704685e+01,9.176426e-16,8.170448e-09,3.714413e-16,2.356732e-08,3.401595e-15
1.704871e+01,9.102120e-16,7.928977e-09,3.731477e-16,2.374017e-08,3.400411e-15
1.705058e+01,9.013181e-16,7.742476e-09,3.723007e-16,2.388609e-08,3.426351e-15
1.705244e+01,8.974530e-16,7.599324e-09,3.729839e-16,2.401331e-08,3.430757e-15
1.705431e+01,8.960526e-16,7.445810e-09,3.752598e-16,2.412559e-08,3.423075e-15
1.705617e+01,8.933163e-16,7.255803e-09,3.743621e-16,2.422098e-08,3.436066e-15
1.705803e+01,9.021936e-16,7.037064e-09,3.726101e-16,2.429731e-08,3.443325e-15
1.705990e+01,8.940590e-16,6.850189e-09,3.714512e-16,2.434676e-08,3.425961e-15
1.706176e+01,8.822991e-16,6.748620e-09,3.720106e-16,2.436104e-08,3.423801e-15
1.706363e+01,8.835044e-16,6.753934e-09,3.782647e-16,2.434256e-08,3.435568e-15
1.706549e+01,8.867562e-16,6.792984e-09,3.721262e-16,2.429278e-08,3.480764e-15
1.706735e+01,8.887619e-16,6.796086e-09,3.716502e-16,2.421423e-08,3.525862e-15
1.706922e+01,8.753500e-16,6.719282e-09,3.688307e-16,2.410998e-08,3.507876e-15
1.707108e+01,8.735826e-16,6.599444e-09,3.657552e-16,2.397924e-08,3.498678e-15
1.707294e+01,8.769885e-16,6.499515e-09,3.681089e-16,2.382463e-08,3.502342e-15
1.707481e+01,8.716538e-16,6.476989e-09,3.711570e-16,2.364413e-08,3.515533e-15
1.707667e+01,8.717955e-16,6.537369e-09,3.700688e-16,2.343747e-08,3.532801e-15
1.707854e+01,8.592902e-16,6.601809e-09,3.701172e-16,2.320010e-08,3.515201e-15
1.708040e+01,8.472787e-16,6.629836e-09,3.716316e-16,2.293199e-08,3.502262e-15
1.708226e+01,8.412353e-16,6.606929e-09,3.787527e-16,2.263343e-08,3.501728e-15
1.708413e+01,8.480010e-16,6.590601e-09,3.748753e-16,2.231198e-08,3.513136e-15
1.708599e+01,8.421761e-16,6.622771e-09,3.758794e-16,2.197682e-08,3.533175e-15
1.708786e+01,8.270443e-16,6.727681e-09,3.723328e-16,2.162746e-08,3.560067e-15
1.708972e+01,8.304978e-16,6.832655e-09,3.731137e-16,2.126690e-08,3.581639e-15
1.709158e+01,8.370400e-16,6.873989e-09,3.668187e-16,2.089141e-08,3.572397e-15
1.709345e+01,8.357882e-16,6.834970e-09,3.701513e-16,2.049719e-08,3.572806e-15
1.709531e+01,8.409861e-16,6.766439e-09,3.664074e-16,2.009028e-08,3.584547e-15
1.709717e+01,8.372778e-16,6.749315e-09,3.678293e-16,1.967191e-08,3.595782e-15
1.709904e+01,8.486883e-16,6.825997e-09,3.709159e-16,1.924401e-08,3.604935e-15
1.710090e+01,8.464236e-16,6.980109e-09,3.683141e-16,1.881522e-08,3.575149e-15
1.710277e+01,8.259662e-16,7.096475e-09,3.717393e-16,1.839192e-08,3.555750e-15
1.710463e+01,8.424333e-16,7.128360e-09,3.654266e-16,1.797600e-08,3.556617e-15
1.710649e+01,8.442461e-16,7.070015e-09,3.683030e-16,1.756522e-08,3.570343e-15
1.710836e+01,8.445857e-16,6.999934e-09,3.623873e-16,1.715768e-08,3.591593e-15
1.711022e+01,8.478440e-16,6.974421e-09,3.607252e-16,1.675796e-08,3.595923e-15
1.711209e+01,8.470608e-16,7.015420e-09,3.670544e-16,1.636166e-08,3.603608e-15
1.711395e+01,8.566501e-16,7.054195e-09,3.691202e-16,1.597957e-08,3.627052e-15
1.711581e+01,8.453441e-16,7.014374e-09,3.662627e-16,1.561071e-08,3.635032e-15
1.711768e+01,8.508775e-16,6.897017e-09,3.644783e-16,1.525765e-08,3.628481e-15
1.711954e+01,8.563626e-16,6.751912e-09,3.610898e-16,1.492820e-08,3.623135e-15
1.712140e+01,8.612870e-16,6.657303e-09,3.624331e-16,1.462302e-08,3.621871e-15
1.712327e+01,8.463453e-16,6.629466e-09,3.632857e-16,1.433838e-08,3.654281e-15
1.712513e+01,8.449071e-16,6.630432e-09,3.586125e-16,1.407421e-08,3.664360e-15
1.712700e+01,8.513697e-16,6.554575e-09,3.575705e-16,1.382598e-08,3.640777e-15
1.712886e+01,8.683463e-16,6.380318e-09,3.578841e-16,1.359626e-08,3.634217e-15
1.713072e+01,8.615754e-16,6.143489e-09,3.598305e-16,1.338508e-08,3.635123e-15
1.713259e+01,8.538693e-16,5.933556e-09,3.540277e-16,1.320033e-08,3.639142e-15
1.713445e+01,8.442423e-16,5.809062e-09,3.522324e-16,1.304547e-08,3.638365e-15
1.713632e+01,8.672648e-16,5.767774e-09,3.497786e-16,1.291591e-08,3.625083e-15
1.713818e+01,8.597548e-16,5.747042e-09,3.540375e-16,1.280961e-08,3.628859e-15
1.714004e+01,8.592971e-16,5.680446e-09,3.507109e-16,1.272218e-08,3.645177e-15
1.714191e+01,8.563085e-16,5.589094e-09,3.515929e-16,1.265064e-08,3.655804e-15
1.714377e+01,8.478393e-16,5.522908e-09,3.519345e-16,1.259895e-08,3.663880e-15
1.714564e+01,8.509673e-16,5.542396e-09,3.526316e-16,1.256286e-08,3.663596e-15
1.714750e+01,8.687066e-16,5.643036e-09,3.563576e-16,1.254360e-08,3.658970e-15
1.714936e+01,8.446675e-16,5.781885e-09,3.493497e-16,1.254174e-08,3.649182e-15
1.715123e+01,8.466491e-16,5.904958e-09,3.512677e-16,1.255836e-08,3.644531e-15
1.715309e+01,8.612885e-16,6.011927e-09,3.536869e-16,1.259433e-08,3.641890e-15
1.715495e+01,8.493653e-16,6.161537e-09,3.537898e-16,1.264197e-08,3.644842e-15
1.715682e+01,8.517975e-16,6.404335e-09,3.553455e-16,1.269524e-08,3.643541e-15
1.715868e+01,8.598367e-16,6.752317e-09,3.580946e-16,1.275231e-08,3.633893e-15
1.716055e+01,8.526911e-16,7.155883e-09,3.562392e-16,1.281371e-08,3.629858e-15
1.716241e+01,8.494959e-16,7.545727e-09,3.583686e-16,1.287922e-08,3.629141e-15
1.716427e+01,8.378244e-16,7.892102e-09,3.601872e-16,1.294930e-08,3.621245e-15
1.716614e+01,8.515662e-16,8.221087e-09,3.554412e-16,1.302505e-08,3.614116e-15
1.716800e+01,8.467594e-16,8.571147e-09,3.554500e-16,1.310446e-08,3.611973e-15
1.716987e+01,8.548037e-16,8.965734e-09,3.539510e-16,1.318531e-08,3.615151e-15
1.717173e+01,8.425356e-16,9.374596e-09,3.519034e-16,1.326262e-08,3.623340e-15
1.717359e+01,8.330670e-16,9.751004e-09,3.558493e-16,1.333123e-08,3.615308e-15
1.717546e+01,8.527191e-16,1.008412e-08,3.579033e-16,1.338845e-08,3.606590e-15
1.717732e+01,8.347642e-16,1.037934e-08,3.576740e-16,1.343804e-08,3.626684e-15
1.717918e+01,8.258165e-16,1.067514e-08,3.602719e-16,1.348241e-08,3.644334e-15
1.718105e+01,8.249335e-16,1.096781e-08,3.590117e-16,1.352284e-08,3.658275e-15
1.718291e+01,8.104685e-16,1.122915e-08,3.625489e-16,1.355878e-08,3.642131e-15
1.718478e+01,8.295822e-16,1.141179e-08,3.630424e-16,1.358859e-08,3.612229e-15
1.718664e+01,8.280893e-16,1.149377e-08,3.591715e-16,1.360915e-08,3.628718e-15
1.718850e+01,8.190299e-16,1.152137e-08,3.621208e-16,1.361711e-08,3.637819e-15
1.719037e+01,8.135169e-16,1.152664e-08,3.602184e-16,1.361126e-08,3.625288e-15
1.719223e+01,8.230039e-16,1.153884e-08,3.577881e-16,1.359290e-08,3.613372e-15
1.719410e+01,8.185420e-16,1.152735e-08,3.601761e-16,1.356487e-08,3.601807e-15
1.719596e+01,8.070423e-16,1.146897e-08,3.606213e-16,1.353106e-08,3.605545e-15
1.719782e+01,7.999091e-16,1.133360e-08,3.573770e-16,1.349427e-08,3.605546e-15
1.719969e+01,8.084262e-16,1.115542e-08,3.634939e-16,1.345425e-08,3.572330e-15
1.720155e+01,8.129750e-16,1.097012e-08,3.649628e-16,1.341044e-08,3.552661e-15
1.720341e+01,8.089006e-16,1.079187e-08,3.591491e-16,1.336091e-08,3.549227e-15
1.720528e+01,8.028662e-16,1.059310e-08,3.577793e-16,1.330130e-08,3.549294e-15
1.720714e+01,8.034788e-16,1.034697e-08,3.598161e-16,1.323438e-08,3.549805e-15
1.720901e+01,8.012490e-16,1.004126e-08,3.634065e-16,1.316390e-08,3.530648e-15
1.721087e+01,8.003358e-16,9.705775e-09,3.661045e-16,1.309479e-08,3.513343e-15
1.721273e+01,8.076414e-16,9.414700e-09,3.642785e-16,1.303057e-08,3.499538e-15
1.721460e+01,7.988090e-16,9.165937e-09,3.636841e-16,1.297479e-08,3.461719e-15
1.721646e+01,8.029676e-16,8.952112e-09,3.659157e-16,1.292918e-08,3.409856e-15
1.721833e+01,8.034686e-16,8.708192e-09,3.620513e-16,1.288926e-08,3.414945e-15
1.722019e+01,8.056246e-16,8.425337e-09,3.671564e-16,1.285361e-08,3.418324e-15
1.722205e+01,7.973697e-16,8.100104e-09,3.621495e-16,1.282119e-08,3.397444e-15
1.722392e+01,7.971482e-16,7.803285e-09,3.632444e-16,1.279274e-08,3.375619e-15
1.722578e+01,8.046228e-16,7.573934e-09,3.613981e-16,1.277747e-08,3.353108e-15
1.722764e+01,8.141708e-16,7.395322e-09,3.672536e-16,1.278097e-08,3.321632e-15
1.722951e+01,8.188649e-16,7.232165e-09,3.618779e-16,1.280386e-08,3.292101e-15
1.723137e+01,8.155334e-16,7.046281e-09,3.652232e-16,1.284598e-08,3.303368e-15
1.723324e+01,8.114601e-16,6.851250e-09,3.698908e-16,1.290655e-08,3.292900e-15
1.723510e+01,8.147976e-16,6.682765e-09,3.625256e-16,1.298340e-08,3.248633e-15
1.723696e+01,8.180486e-16,6.610527e-09,3.648453e-16,1.307472e-08,3.221563e-15
1.723883e+01,8.301408e-16,6.606770e-09,3.660118e-16,1.317989e-08,3.202379e-15
1.724069e+01,8.239643e-16,6.633857e-09,3.680016e-16,1.330040e-08,3.231529e-15
1.724256e+01,8.276091e-16,6.631395e-09,3.575592e-16,1.344052e-08,3.236217e-15
1.724442e+01,8.425085e-16,6.596361e-09,3.641176e-16,1.360175e-08,3.172753e-15
1.724628e+01,8.441908e-16,6.562140e-09,3.648903e-16,1.379267e-08,3.127292e-15
1.724815e+01,8.348506e-16,6.606147e-09,3.647230e-16,1.400770e-08,3.095551e-15
1.725001e+01,8.442976e-16,6.749957e-09,3.652756e-16,1.423971e-08,3.078454e-15
1.725188e+01,8.480992e-16,6.947823e-09,3.682399e-16,1.448753e-08,3.067075e-15
1.725374e+01,8.500535e-16,7.142383e-09,3.657350e-16,1.474479e-08,3.074424e-15
1.725560e+01,8.587021e-16,7.284177e-09,3.654702e-16,1.501031e-08,3.079563e-15
1.725747e+01,8.649261e-16,7.396472e-09,3.708936e-16,1.529313e-08,3.081972e-15
1.725933e+01,8.816403e-16,7.519554e-09,3.750681e-16,1.559034e-08,3.055198e-15
