k_s_per_km,kPk_pi_p1_2,kPk_pi_p2_2,kPk_pi_p7_2,kPk_pi_p8_2,kPk_pi_p9_2
1.975146e-02,2.817027e-05,4.487898e-05,9.007236e-05,8.755879e-05,3.712202e-05
2.016295e-02,2.572530e-05,4.069634e-05,8.178660e-05,7.987886e-05,3.389343e-05
2.057444e-02,2.341070e-05,3.682804e-05,7.477464e-05,7.269530e-05,3.097254e-05
2.098593e-02,2.128571e-05,3.401592e-05,6.831391e-05,6.550178e-05,2.807915e-05
2.139742e-02,1.925431e-05,3.152033e-05,6.123542e-05,5.996081e-05,2.526103e-05
2.180890e-02,1.782890e-05,2.901077e-05,5.621878e-05,5.591491e-05,2.298321e-05
2.222039e-02,1.633920e-05,2.615986e-05,5.146864e-05,5.141942e-05,2.126863e-05
2.263188e-02,1.466821e-05,2.424460e-05,4.769936e-05,4.700865e-05,1.942202e-05
2.304337e-02,1.342977e-05,2.139644e-05,4.389415e-05,4.237306e-05,1.800827e-05
2.345486e-02,1.236936e-05,1.995830e-05,3.999125e-05,3.835448e-05,1.580687e-05
2.386635e-02,1.114342e-05,1.834810e-05,3.625578e-05,3.560522e-05,1.463852e-05
2.427784e-02,1.039655e-05,1.670518e-05,3.331710e-05,3.298964e-05,1.337601e-05
2.468933e-02,9.245710e-06,1.517729e-05,3.058168e-05,3.001403e-05,1.216016e-05
2.510081e-02,8.500035e-06,1.399083e-05,2.787697e-05,2.721736e-05,1.112177e-05
2.551230e-02,7.733052e-06,1.271033e-05,2.534033e-05,2.488642e-05,1.012738e-05
2.592379e-02,6.979309e-06,1.150062e-05,2.297992e-05,2.279490e-05,9.241774e-06
2.633528e-02,6.373019e-06,1.056484e-05,2.104767e-05,2.085215e-05,8.418546e-06
2.674677e-02,6.021706e-06,9.667943e-06,1.935525e-05,1.917760e-05,7.582439e-06
2.715826e-02,5.273332e-06,8.828389e-06,1.752346e-05,1.775663e-05,6.859706e-06
2.756975e-02,4.878299e-06,8.274155e-06,1.598316e-05,1.634386e-05,6.301431e-06
2.798124e-02,4.396760e-06,7.459195e-06,1.468957e-05,1.476186e-05,5.789259e-06
2.839272e-02,4.139114e-06,6.825501e-06,1.354663e-05,1.381191e-05,5.319905e-06
2.880421e-02,3.806308e-06,6.217180e-06,1.242560e-05,1.240899e-05,4.821138e-06
2.921570e-02,3.384422e-06,5.632050e-06,1.134500e-05,1.160982e-05,4.393487e-06
2.962719e-02,3.066139e-06,5.170919e-06,1.031031e-05,1.053782e-05,4.016011e-06
3.003868e-02,2.881866e-06,4.694342e-06,9.486654e-06,9.690068e-06,3.693607e-06
3.045017e-02,2.583195e-06,4.306198e-06,8.772886e-06,8.934583e-06,3.407203e-06
3.086166e-02,2.402095e-06,3.957194e-06,8.008750e-06,8.249004e-06,3.103674e-06
3.127315e-02,2.171865e-06,3.597241e-06,7.250629e-06,7.627559e-06,2.867986e-06
3.168464e-02,1.924226e-06,3.284615e-06,6.623095e-06,6.972828e-06,2.672434e-06
3.209612e-02,1.837184e-06,2.992242e-06,6.086638e-06,6.374285e-06,2.451386e-06
3.250761e-02,1.706420e-06,2.733788e-06,5.594154e-06,5.892832e-06,2.232105e-06
3.291910e-02,1.544234e-06,2.548123e-06,5.177203e-06,5.436604e-06,2.055027e-06
3.333059e-02,1.430979e-06,2.330200e-06,4.788739e-06,5.008067e-06,1.899200e-06
3.374208e-02,1.300865e-06,2.137361e-06,4.403298e-06,4.571543e-06,1.769555e-06
3.415357e-02,1.227902e-06,1.951325e-06,4.061007e-06,4.208562e-06,1.612164e-06
3.456506e-02,1.111195e-06,1.759894e-06,3.716571e-06,3.873264e-06,1.473535e-06
3.497655e-02,1.021937e-06,1.600432e-06,3.511429e-06,3.599112e-06,1.373106e-06
3.538803e-02,9.466027e-07,1.467551e-06,3.149423e-06,3.326534e-06,1.245146e-06
3.579952e-02,8.711504e-07,1.348431e-06,2.916800e-06,3.064578e-06,1.169048e-06
3.621101e-02,7.932370e-07,1.225856e-06,2.703669e-06,2.847130e-06,1.073705e-06
3.662250e-02,7.409290e-07,1.129166e-06,2.511670e-06,2.629680e-06,9.828736e-07
3.703399e-02,6.746479e-07,1.040406e-06,2.295608e-06,2.471840e-06,9.140724e-07
3.744548e-02,6.234784e-07,9.687171e-07,2.095359e-06,2.293007e-06,8.443791e-07
3.785697e-02,5.779196e-07,9.008371e-07,1.932915e-06,2.107843e-06,7.738976e-07
3.826846e-02,5.315541e-07,8.311542e-07,1.776514e-06,1.962438e-06,7.131303e-07
3.867994e-02,4.976687e-07,7.767450e-07,1.627728e-06,1.814637e-06,6.582161e-07
3.909143e-02,4.745043e-07,7.204043e-07,1.507209e-06,1.676191e-06,6.126664e-07
3.950292e-02,4.303425e-07,6.591774e-07,1.388042e-06,1.553329e-06,5.687772e-07
3.991441e-02,4.015100e-07,6.090445e-07,1.308005e-06,1.429636e-06,5.145317e-07
4.032590e-02,3.769413e-07,5.635125e-07,1.204616e-06,1.313917e-06,4.809131e-07
4.073739e-02,3.508761e-07,5.222072e-07,1.124393e-06,1.217140e-06,4.361006e-07
4.114888e-02,3.266689e-07,4.838733e-07,1.048279e-06,1.130667e-06,4.084237e-07
4.156037e-02,3.027524e-07,4.416356e-07,9.806494e-07,1.021108e-06,3.771177e-07
4.197185e-02,2.807800e-07,4.055814e-07,9.146149e-07,9.534273e-07,3.556791e-07
4.238334e-02,2.625982e-07,3.819329e-07,8.532533e-07,8.936687e-07,3.304660e-07
4.279483e-02,2.402871e-07,3.559567e-07,7.954386e-07,8.389911e-07,3.090847e-07
4.320632e-02,2.269849e-07,3.254768e-07,7.344547e-07,7.834694e-07,2.914258e-07
4.361781e-02,2.147807e-07,2.989398e-07,6.773070e-07,7.241401e-07,2.747523e-07
4.402930e-02,1.990989e-07,2.776886e-07,6.263057e-07,6.731503e-07,2.594085e-07
4.444079e-02,1.900629e-07,2.574326e-07,5.773438e-07,6.314911e-07,2.431461e-07
4.485228e-02,1.791022e-07,2.378499e-07,5.365911e-07,5.871392e-07,2.250038e-07
4.526376e-02,1.670726e-07,2.196516e-07,4.955699e-07,5.518160e-07,2.100389e-07
4.567525e-02,1.579520e-07,2.079716e-07,4.542765e-07,5.110335e-07,1.974003e-07
4.608674e-02,1.472403e-07,1.934694e-07,4.205551e-07,4.675474e-07,1.866934e-07
4.649823e-02,1.394047e-07,1.850979e-07,3.916888e-07,4.488337e-07,1.684252e-07
4.690972e-02,1.336498e-07,1.772517e-07,3.689044e-07,4.251353e-07,1.625844e-07
4.732121e-02,1.250102e-07,1.677650e-07,3.452904e-07,3.922658e-07,1.496602e-07
4.773270e-02,1.164945e-07,1.564905e-07,3.208524e-07,3.679313e-07,1.402107e-07
4.814419e-02,1.114577e-07,1.454625e-07,2.959333e-07,3.424274e-07,1.325497e-07
4.855567e-02,1.034755e-07,1.364742e-07,2.782318e-07,3.182776e-07,1.239853e-07
4.896716e-02,9.640253e-08,1.277674e-07,2.646115e-07,2.989642e-07,1.179125e-07
4.937865e-02,9.134911e-08,1.199882e-07,2.495293e-07,2.826852e-07,1.115948e-07
4.979014e-02,8.469680e-08,1.138030e-07,2.333961e-07,2.649669e-07,1.046326e-07
5.020163e-02,8.064057e-08,1.080360e-07,2.197802e-07,2.436172e-07,9.944481e-08
5.061312e-02,7.736357e-08,1.030467e-07,2.089809e-07,2.239375e-07,9.212599e-08
5.102461e-02,7.183027e-08,9.848489e-08,1.957857e-07,2.124820e-07,8.692380e-08
5.143610e-02,7.058973e-08,9.516976e-08,1.836907e-07,1.971043e-07,8.432491e-08
5.184758e-02,6.756911e-08,8.985555e-08,1.739428e-07,1.910292e-07,7.931572e-08
5.225907e-02,6.322958e-08,8.324628e-08,1.641623e-07,1.784794e-07,7.577541e-08
5.267056e-02,6.368237e-08,7.716605e-08,1.548639e-07,1.666444e-07,7.199474e-08
5.308205e-02,5.952628e-08,7.098518e-08,1.472208e-07,1.607978e-07,6.848500e-08
5.349354e-02,5.702022e-08,6.639548e-08,1.362721e-07,1.520944e-07,6.466262e-08
5.390503e-02,5.603861e-08,6.159247e-08,1.299728e-07,1.435619e-07,6.150955e-08
5.431652e-02,5.203061e-08,5.813468e-08,1.219670e-07,1.383466e-07,5.822741e-08
5.472801e-02,5.037142e-08,5.555384e-08,1.136608e-07,1.313386e-07,5.526721e-08
5.513949e-02,4.765128e-08,5.315792e-08,1.068364e-07,1.224347e-07,5.251853e-08
5.555098e-02,4.414239e-08,5.169106e-08,9.988509e-08,1.160892e-07,4.980318e-08
5.596247e-02,4.269142e-08,5.119814e-08,9.326322e-08,1.110100e-07,4.749651e-08
5.637396e-02,3.969694e-08,5.047550e-08,8.779946e-08,1.035352e-07,4.525887e-08
5.678545e-02,3.721363e-08,4.935386e-08,8.229821e-08,9.665526e-08,4.286554e-08
5.719694e-02,3.637791e-08,4.745695e-08,7.766862e-08,8.973024e-08,4.019519e-08
5.760843e-02,3.389542e-08,4.402322e-08,7.403170e-08,8.606951e-08,3.862727e-08
5.801992e-02,3.313382e-08,4.156137e-08,6.979573e-08,8.157670e-08,3.627034e-08
5.843140e-02,3.230318e-08,3.880163e-08,6.682739e-08,7.786061e-08,3.471936e-08
5.884289e-02,3.093288e-08,3.646819e-08,6.457637e-08,7.576265e-08,3.314877e-08
5.925438e-02,3.055993e-08,3.438168e-08,6.109660e-08,7.193698e-08,3.214353e-08
5.966587e-02,2.959484e-08,3.238579e-08,5.888368e-08,6.906285e-08,3.047639e-08
6.007736e-02,2.795472e-08,3.079964e-08,5.662101e-08,6.606919e-08,2.918714e-08
6.048885e-02,2.748013e-08,2.951825e-08,5.397000e-08,6.308533e-08,2.814090e-08
6.090034e-02,2.629462e-08,2.865575e-08,5.143419e-08,6.093915e-08,2.713721e-08
6.131183e-02,2.491306e-08,2.806613e-08,4.877757e-08,5.831286e-08,2.634179e-08
6.172331e-02,2.376054e-08,2.749721e-08,4.630401e-08,5.482848e-08,2.549804e-08
6.213480e-02,2.266187e-08,2.695619e-08,4.469290e-08,5.238969e-08,2.444493e-08
6.254629e-02,2.157032e-08,2.571153e-08,4.273030e-08,4.955877e-08,2.351640e-08
6.295778e-02,2.055229e-08,2.448360e-08,4.166906e-08,4.679559e-08,2.254183e-08
6.336927e-02,1.975860e-08,2.349770e-08,4.041150e-08,4.442253e-08,2.214522e-08
6.378076e-02,1.891176e-08,2.290867e-08,3.846414e-08,4.149376e-08,2.075764e-08
6.419225e-02,1.878623e-08,2.232290e-08,3.751090e-08,3.915822e-08,2.003391e-08
6.460374e-02,1.820566e-08,2.150141e-08,3.483041e-08,3.729365e-08,1.872023e-08
6.501523e-02,1.793024e-08,2.077067e-08,3.301768e-08,3.599530e-08,1.774673e-08
6.542671e-02,1.782954e-08,1.977263e-08,3.127387e-08,3.449768e-08,1.681966e-08
6.583820e-02,1.707794e-08,1.867062e-08,2.908131e-08,3.276733e-08,1.579291e-08
6.624969e-02,1.676742e-08,1.759310e-08,2.703724e-08,3.124346e-08,1.515176e-08
6.666118e-02,1.608881e-08,1.656323e-08,2.515197e-08,2.969052e-08,1.469091e-08
6.707267e-02,1.502089e-08,1.554550e-08,2.317051e-08,2.843923e-08,1.422855e-08
6.748416e-02,1.453161e-08,1.444599e-08,2.150940e-08,2.785097e-08,1.399603e-08
6.789565e-02,1.364051e-08,1.332845e-08,2.044350e-08,2.709742e-08,1.376304e-08
6.830714e-02,1.265010e-08,1.257256e-08,1.950736e-08,2.610809e-08,1.335050e-08
6.871862e-02,1.228630e-08,1.242486e-08,1.911701e-08,2.451056e-08,1.299396e-08
6.913011e-02,1.134766e-08,1.259281e-08,1.859586e-08,2.379987e-08,1.238285e-08
6.954160e-02,1.072451e-08,1.291601e-08,1.847153e-08,2.299342e-08,1.175019e-08
6.995309e-02,1.045636e-08,1.310170e-08,1.827974e-08,2.246118e-08,1.125810e-08
7.036458e-02,9.829070e-09,1.308040e-08,1.802561e-08,2.188961e-08,1.054047e-08
7.077607e-02,9.645132e-09,1.294391e-08,1.795011e-08,2.102632e-08,1.002649e-08
7.118756e-02,9.460730e-09,1.263565e-08,1.767803e-08,1.992023e-08,9.511867e-09
7.159905e-02,9.169921e-09,1.211547e-08,1.716309e-08,1.871815e-08,9.175143e-09
7.201053e-02,9.382706e-09,1.143809e-08,1.665893e-08,1.766284e-08,8.902132e-09
7.242202e-02,9.184642e-09,1.063123e-08,1.604983e-08,1.690071e-08,8.681403e-09
7.283351e-02,9.101414e-09,9.728154e-09,1.525383e-08,1.626292e-08,8.511158e-09
7.324500e-02,9.197128e-09,8.870395e-09,1.435612e-08,1.545652e-08,8.261707e-09
7.365649e-02,8.895732e-09,8.263394e-09,1.337345e-08,1.465067e-08,7.941312e-09
7.406798e-02,8.753205e-09,7.999871e-09,1.257909e-08,1.424085e-08,7.629164e-09
7.447947e-02,8.548246e-09,7.925627e-09,1.174117e-08,1.334045e-08,7.423137e-09
7.489096e-02,8.054819e-09,7.893426e-09,1.083856e-08,1.275604e-08,7.179101e-09
7.530244e-02,7.811287e-09,7.723962e-09,1.021244e-08,1.220007e-08,6.881828e-09
7.571393e-02,7.362040e-09,7.531120e-09,9.553083e-09,1.179777e-08,6.718600e-09
7.612542e-02,6.813086e-09,7.314937e-09,9.056752e-09,1.119814e-08,6.493834e-09
7.653691e-02,6.481173e-09,7.057324e-09,8.670426e-09,1.073879e-08,6.372019e-09
7.694840e-02,5.977388e-09,6.776681e-09,8.341562e-09,1.043755e-08,6.203382e-09
7.735989e-02,5.548847e-09,6.514266e-09,7.999397e-09,1.009012e-08,5.999272e-09
7.777138e-02,5.281141e-09,6.270155e-09,7.698164e-09,9.812304e-09,5.718946e-09
7.818287e-02,5.003277e-09,6.039335e-09,7.402293e-09,9.460137e-09,5.422909e-09
7.859435e-02,4.894444e-09,5.868898e-09,7.194754e-09,9.157954e-09,5.116973e-09
7.900584e-02,4.844217e-09,5.799591e-09,7.102857e-09,9.066602e-09,4.779162e-09
7.941733e-02,4.821090e-09,5.785174e-09,6.938950e-09,8.884862e-09,4.537375e-09
7.982882e-02,4.887707e-09,5.731290e-09,6.857070e-09,8.763244e-09,4.396703e-09
8.024031e-02,4.915313e-09,5.540164e-09,6.861974e-09,8.475652e-09,4.245744e-09
8.065180e-02,4.922831e-09,5.212288e-09,6.711081e-09,8.294727e-09,4.182797e-09
8.106329e-02,4.886172e-09,4.850107e-09,6.668229e-09,7.768877e-09,4.119551e-09
8.147478e-02,4.759369e-09,4.501215e-09,6.585888e-09,7.481949e-09,4.059387e-09
8.188626e-02,4.602026e-09,4.225850e-09,6.452617e-09,7.035085e-09,3.954950e-09
8.229775e-02,4.398332e-09,4.029114e-09,6.281460e-09,6.596950e-09,3.819849e-09
8.270924e-02,4.170050e-09,3.902338e-09,6.082484e-09,6.277450e-09,3.647827e-09
8.312073e-02,3.895857e-09,3.817966e-09,5.806862e-09,5.861968e-09,3.460609e-09
8.353222e-02,3.679792e-09,3.768802e-09,5.444964e-09,5.516637e-09,3.277569e-09
8.394371e-02,3.450133e-09,3.766013e-09,5.078224e-09,5.216645e-09,3.147045e-09
8.435520e-02,3.222950e-09,3.802630e-09,4.746668e-09,4.942892e-09,3.066060e-09
8.476669e-02,3.106085e-09,3.831593e-09,4.371426e-09,4.781099e-09,2.999468e-09
8.517817e-02,2.977073e-09,3.786440e-09,3.951519e-09,4.654438e-09,2.960914e-09
8.558966e-02,2.888622e-09,3.630961e-09,3.672541e-09,4.600057e-09,2.942294e-09
8.600115e-02,2.905067e-09,3.396631e-09,3.465657e-09,4.560326e-09,2.917030e-09
8.641264e-02,2.862483e-09,3.158181e-09,3.266342e-09,4.603784e-09,2.855037e-09
8.682413e-02,2.873168e-09,2.961094e-09,3.130973e-09,4.587244e-09,2.756265e-09
8.723562e-02,2.898178e-09,2.817965e-09,3.051261e-09,4.581291e-09,2.632121e-09
8.764711e-02,2.841382e-09,2.703756e-09,3.013034e-09,4.421996e-09,2.488352e-09
8.805860e-02,2.834518e-09,2.618811e-09,2.999738e-09,4.269000e-09,2.351734e-09
8.847008e-02,2.760921e-09,2.544157e-09,2.985864e-09,4.189458e-09,2.227514e-09
8.888157e-02,2.648431e-09,2.483985e-09,2.966850e-09,4.023717e-09,2.121953e-09
8.929306e-02,2.579595e-09,2.443600e-09,2.931935e-09,3.874299e-09,2.028623e-09
8.970455e-02,2.427553e-09,2.411514e-09,2.913411e-09,3.679778e-09,1.950892e-09
9.011604e-02,2.305293e-09,2.360611e-09,2.913822e-09,3.433408e-09,1.887450e-09
9.052753e-02,2.201224e-09,2.266348e-09,2.881435e-09,3.222961e-09,1.821781e-09
9.093902e-02,2.039451e-09,2.130989e-09,2.820201e-09,3.020301e-09,1.753418e-09
9.135051e-02,1.942297e-09,1.991152e-09,2.791581e-09,2.907247e-09,1.706658e-09
9.176199e-02,1.838484e-09,1.891265e-09,2.736462e-09,2.730921e-09,1.674503e-09
9.217348e-02,1.718494e-09,1.845267e-09,2.657716e-09,2.651153e-09,1.643324e-09
9.258497e-02,1.676169e-09,1.845822e-09,2.583834e-09,2.521480e-09,1.633100e-09
9.299646e-02,1.612705e-09,1.862450e-09,2.476486e-09,2.427334e-09,1.630261e-09
9.340795e-02,1.577074e-09,1.869989e-09,2.368072e-09,2.352676e-09,1.606895e-09
9.381944e-02,1.588668e-09,1.860213e-09,2.257175e-09,2.308667e-09,1.596149e-09
9.423093e-02,1.577422e-09,1.830236e-09,2.121471e-09,2.288937e-09,1.562272e-09
9.464242e-02,1.597214e-09,1.781522e-09,1.985993e-09,2.260762e-09,1.502347e-09
9.505391e-02,1.610925e-09,1.710899e-09,1.835680e-09,2.247172e-09,1.423725e-09
9.546539e-02,1.602557e-09,1.610318e-09,1.697958e-09,2.234268e-09,1.332673e-09
9.587688e-02,1.602095e-09,1.481927e-09,1.582606e-09,2.211134e-09,1.241889e-09
9.628837e-02,1.566583e-09,1.345626e-09,1.465484e-09,2.165803e-09,1.162972e-09
9.669986e-02,1.520974e-09,1.232017e-09,1.363566e-09,2.086989e-09,1.099465e-09
9.711135e-02,1.467695e-09,1.167218e-09,1.295501e-09,2.031017e-09,1.056049e-09
9.752284e-02,1.385996e-09,1.149385e-09,1.240475e-09,1.918734e-09,1.029430e-09
9.793433e-02,1.309362e-09,1.159077e-09,1.224436e-09,1.851931e-09,1.025967e-09
9.834582e-02,1.226336e-09,1.170945e-09,1.218623e-09,1.781591e-09,1.016911e-09
9.875730e-02,1.143021e-09,1.171017e-09,1.231462e-09,1.690114e-09,1.010616e-09
9.916879e-02,1.073471e-09,1.160196e-09,1.256448e-09,1.600780e-09,1.007453e-09
9.958028e-02,1.013133e-09,1.139887e-09,1.268084e-09,1.523152e-09,9.769275e-10
9.999177e-02,9.712048e-10,1.112555e-09,1.285506e-09,1.442705e-09,9.503705e-10
1.004033e-01,9.415487e-10,1.077279e-09,1.298377e-09,1.378319e-09,9.279374e-10
1.008147e-01,9.298673e-10,1.032210e-09,1.293169e-09,1.346970e-09,9.028395e-10
1.012262e-01,9.279200e-10,9.787675e-10,1.280429e-09,1.312248e-09,8.779452e-10
1.016377e-01,9.245723e-10,9.280912e-10,1.258764e-09,1.274506e-09,8.526679e-10
1.020492e-01,9.315935e-10,8.953194e-10,1.222219e-09,1.244988e-09,8.263214e-10
1.024607e-01,9.260302e-10,8.839704e-10,1.181472e-09,1.203766e-09,7.977113e-10
1.028722e-01,9.120404e-10,8.810959e-10,1.131510e-09,1.183479e-09,7.545567e-10
1.032837e-01,8.994090e-10,8.701527e-10,1.077726e-09,1.150299e-09,7.145959e-10
1.036952e-01,8.677750e-10,8.424151e-10,1.027193e-09,1.135367e-09,6.706489e-10
1.041067e-01,8.376768e-10,8.004139e-10,9.687674e-10,1.106307e-09,6.314187e-10
1.045181e-01,8.066507e-10,7.490621e-10,9.173644e-10,1.077276e-09,5.980884e-10
1.049296e-01,7.656933e-10,7.017134e-10,8.703048e-10,1.042249e-09,5.791640e-10
1.053411e-01,7.376674e-10,6.637131e-10,8.202103e-10,1.018115e-09,5.742451e-10
1.057526e-01,7.048406e-10,6.335167e-10,7.707377e-10,9.926794e-10,5.773170e-10
1.061641e-01,6.736800e-10,6.094777e-10,7.242169e-10,9.573070e-10,5.886678e-10
1.065756e-01,6.553750e-10,5.942253e-10,6.789685e-10,9.319895e-10,5.974080e-10
1.069871e-01,6.302654e-10,5.908366e-10,6.359707e-10,9.037622e-10,5.969481e-10
1.073986e-01,6.144660e-10,5.988388e-10,5.976686e-10,8.743751e-10,5.869484e-10
1.078101e-01,6.043282e-10,6.121944e-10,5.663905e-10,8.518033e-10,5.668542e-10
1.082215e-01,5.868791e-10,6.201550e-10,5.438398e-10,8.180438e-10,5.373073e-10
1.086330e-01,5.813407e-10,6.120607e-10,5.285516e-10,7.826514e-10,5.028261e-10
1.090445e-01,5.711292e-10,5.839150e-10,5.210541e-10,7.373289e-10,4.709291e-10
1.094560e-01,5.576395e-10,5.443230e-10,5.248971e-10,7.005586e-10,4.476450e-10
1.098675e-01,5.515665e-10,5.023930e-10,5.342403e-10,6.717291e-10,4.258022e-10
1.102790e-01,5.359910e-10,4.666987e-10,5.521637e-10,6.491228e-10,4.142447e-10
1.106905e-01,5.217412e-10,4.379986e-10,5.677875e-10,6.300007e-10,4.085978e-10
1.111020e-01,5.087710e-10,4.184323e-10,5.867406e-10,6.082920e-10,4.050458e-10
1.115135e-01,4.883604e-10,4.053440e-10,5.985405e-10,5.925201e-10,3.990151e-10
1.119249e-01,4.720680e-10,3.978202e-10,6.003514e-10,5.780748e-10,3.869011e-10
1.123364e-01,4.523099e-10,3.970822e-10,5.955640e-10,5.713884e-10,3.718817e-10
1.127479e-01,4.301011e-10,4.020726e-10,5.826591e-10,5.664753e-10,3.556402e-10
1.131594e-01,4.117141e-10,4.068568e-10,5.609646e-10,5.616767e-10,3.400221e-10
1.135709e-01,3.901955e-10,4.039518e-10,5.324343e-10,5.561733e-10,3.283474e-10
1.139824e-01,3.723804e-10,3.904789e-10,4.988917e-10,5.438662e-10,3.219167e-10
1.143939e-01,3.584524e-10,3.698825e-10,4.638750e-10,5.353857e-10,3.200232e-10
1.148054e-01,3.458584e-10,3.472213e-10,4.251797e-10,5.218014e-10,3.197049e-10
1.152169e-01,3.403742e-10,3.276510e-10,3.903815e-10,5.074492e-10,3.192178e-10
1.156283e-01,3.375037e-10,3.146713e-10,3.549783e-10,4.892004e-10,3.165733e-10
1.160398e-01,3.377275e-10,3.079474e-10,3.303036e-10,4.625778e-10,3.097895e-10
1.164513e-01,3.408872e-10,3.021072e-10,3.068039e-10,4.431243e-10,2.979335e-10
1.168628e-01,3.424080e-10,2.963697e-10,2.893434e-10,4.204813e-10,2.817349e-10
1.172743e-01,3.435695e-10,2.909092e-10,2.766154e-10,4.011215e-10,2.662174e-10
1.176858e-01,3.406912e-10,2.858503e-10,2.680822e-10,3.799385e-10,2.511291e-10
1.180973e-01,3.340016e-10,2.795666e-10,2.634047e-10,3.600226e-10,2.386596e-10
