k_s_per_km,kPk_pi_p1_n2,kPk_pi_p2_n2,kPk_pi_p7_n2,kPk_pi_p8_n2,kPk_pi_p9_n2
4.223338e+00,2.262728e-17,1.711677e-10,5.164684e-11,5.213173e-11,7.024635e-11
4.223821e+00,2.304595e-17,1.703772e-10,5.206124e-11,5.322392e-11,7.126293e-11
4.224304e+00,2.287541e-17,1.697693e-10,5.248028e-11,5.421432e-11,7.230148e-11
4.224787e+00,2.344292e-17,1.694304e-10,5.288976e-11,5.501138e-11,7.335254e-11
4.225270e+00,2.320189e-17,1.693902e-10,5.327375e-11,5.555392e-11,7.440862e-11
4.225753e+00,2.299971e-17,1.696195e-10,5.361582e-11,5.582478e-11,7.546314e-11
4.226236e+00,2.317661e-17,1.700995e-10,5.389796e-11,5.584795e-11,7.650925e-11
4.226719e+00,2.275785e-17,1.708350e-10,5.410206e-11,5.569862e-11,7.753642e-11
4.227202e+00,2.320553e-17,1.717875e-10,5.421735e-11,5.547261e-11,7.853848e-11
4.227685e+00,2.274392e-17,1.728485e-10,5.423141e-11,5.524202e-11,7.950000e-11
4.228168e+00,2.336175e-17,1.738824e-10,5.413337e-11,5.504149e-11,8.040504e-11
4.228651e+00,2.275798e-17,1.748069e-10,5.391406e-11,5.485260e-11,8.123606e-11
4.229134e+00,2.286973e-17,1.756091e-10,5.356616e-11,5.460340e-11,8.197436e-11
4.229617e+00,2.256043e-17,1.762952e-10,5.308399e-11,5.418092e-11,8.260202e-11
4.230100e+00,2.286544e-17,1.768422e-10,5.246279e-11,5.345656e-11,8.310259e-11
4.230583e+00,2.313074e-17,1.772158e-10,5.169990e-11,5.231757e-11,8.346088e-11
4.231066e+00,2.321925e-17,1.774246e-10,5.079517e-11,5.069585e-11,8.366268e-11
4.231549e+00,2.306047e-17,1.775383e-10,4.974617e-11,4.857787e-11,8.368955e-11
4.232032e+00,2.345514e-17,1.776768e-10,4.855452e-11,4.603175e-11,8.352495e-11
4.232515e+00,2.287153e-17,1.779597e-10,4.723588e-11,4.321773e-11,8.317034e-11
4.232998e+00,2.332345e-17,1.784513e-10,4.580139e-11,4.029911e-11,8.262044e-11
4.233481e+00,2.317522e-17,1.791150e-10,4.426570e-11,3.743735e-11,8.187424e-11
4.233964e+00,2.261342e-17,1.798428e-10,4.264726e-11,3.476451e-11,8.093710e-11
4.234447e+00,2.295234e-17,1.805671e-10,4.096742e-11,3.236645e-11,7.982034e-11
4.234930e+00,2.277789e-17,1.813297e-10,3.924950e-11,3.028019e-11,7.854013e-11
4.235413e+00,2.289593e-17,1.822257e-10,3.751981e-11,2.850456e-11,7.711714e-11
4.235896e+00,2.291777e-17,1.832855e-10,3.580908e-11,2.702295e-11,7.557860e-11
4.236379e+00,2.273573e-17,1.844328e-10,3.413945e-11,2.581539e-11,7.394488e-11
4.236862e+00,2.250099e-17,1.855233e-10,3.254270e-11,2.489511e-11,7.224208e-11
4.237345e+00,2.261845e-17,1.864363e-10,3.105253e-11,2.431014e-11,7.049785e-11
4.237828e+00,2.289903e-17,1.871959e-10,2.968853e-11,2.408797e-11,6.874089e-11
4.238311e+00,2.259471e-17,1.879574e-10,2.847254e-11,2.426070e-11,6.699496e-11
4.238794e+00,2.280628e-17,1.889489e-10,2.742338e-11,2.482153e-11,6.528345e-11
4.239277e+00,2.249510e-17,1.903182e-10,2.655608e-11,2.570424e-11,6.363018e-11
4.239760e+00,2.305718e-17,1.919819e-10,2.588271e-11,2.677663e-11,6.205746e-11
4.240243e+00,2.318471e-17,1.936569e-10,2.541182e-11,2.785322e-11,6.058556e-11
4.240726e+00,2.272556e-17,1.951222e-10,2.514744e-11,2.872580e-11,5.923269e-11
4.241209e+00,2.283194e-17,1.964690e-10,2.509018e-11,2.920510e-11,5.801303e-11
4.241692e+00,2.245726e-17,1.980178e-10,2.523686e-11,2.916526e-11,5.693659e-11
4.242175e+00,2.263028e-17,1.999409e-10,2.558304e-11,2.857541e-11,5.600962e-11
4.242658e+00,2.274066e-17,2.019921e-10,2.612597e-11,2.752000e-11,5.523952e-11
4.243141e+00,2.258754e-17,2.037617e-10,2.683503e-11,2.624982e-11,5.461146e-11
4.243624e+00,2.301626e-17,2.051155e-10,2.768874e-11,2.504131e-11,5.411580e-11
4.244107e+00,2.297496e-17,2.061896e-10,2.866096e-11,2.417668e-11,5.374022e-11
4.244590e+00,2.288625e-17,2.071548e-10,2.972056e-11,2.388330e-11,5.347007e-11
4.245073e+00,2.289810e-17,2.080509e-10,3.083307e-11,2.428519e-11,5.328980e-11
4.245556e+00,2.296815e-17,2.088416e-10,3.196058e-11,2.537354e-11,5.318347e-11
4.246039e+00,2.267777e-17,2.095457e-10,3.306732e-11,2.701268e-11,5.313478e-11
4.246522e+00,2.297504e-17,2.102518e-10,3.411568e-11,2.896716e-11,5.312881e-11
4.247005e+00,2.254367e-17,2.110390e-10,3.507003e-11,3.095137e-11,5.315211e-11
4.247488e+00,2.241445e-17,2.119369e-10,3.589912e-11,3.269410e-11,5.319280e-11
4.247971e+00,2.302524e-17,2.129693e-10,3.656537e-11,3.396359e-11,5.324059e-11
4.248454e+00,2.317666e-17,2.141436e-10,3.706046e-11,3.472613e-11,5.328644e-11
4.248937e+00,2.315955e-17,2.154522e-10,3.737413e-11,3.505662e-11,5.332433e-11
4.249420e+00,2.276307e-17,2.168631e-10,3.750351e-11,3.513654e-11,5.335120e-11
4.249903e+00,2.276882e-17,2.183396e-10,3.745246e-11,3.520982e-11,5.336660e-11
4.250386e+00,2.309276e-17,2.198382e-10,3.723222e-11,3.552564e-11,5.337310e-11
4.250869e+00,2.268495e-17,2.212901e-10,3.685977e-11,3.628220e-11,5.337676e-11
4.251352e+00,2.290417e-17,2.226143e-10,3.635648e-11,3.758444e-11,5.338564e-11
4.251835e+00,2.332336e-17,2.237582e-10,3.574855e-11,3.942367e-11,5.340993e-11
4.252318e+00,2.320949e-17,2.247231e-10,3.506548e-11,4.168190e-11,5.346118e-11
4.252801e+00,2.284226e-17,2.255398e-10,3.433935e-11,4.415870e-11,5.355102e-11
4.253284e+00,2.277593e-17,2.262225e-10,3.360562e-11,4.659462e-11,5.369501e-11
4.253767e+00,2.316972e-17,2.267891e-10,3.290213e-11,4.874946e-11,5.389852e-11
4.254250e+00,2.287307e-17,2.272410e-10,3.226343e-11,5.045344e-11,5.416904e-11
4.254733e+00,2.314745e-17,2.275752e-10,3.172304e-11,5.161496e-11,5.451326e-11
4.255216e+00,2.277321e-17,2.277876e-10,3.131118e-11,5.222876e-11,5.493787e-11
4.255699e+00,2.308080e-17,2.278657e-10,3.105387e-11,5.236152e-11,5.544960e-11
4.256182e+00,2.337888e-17,2.277516e-10,3.097331e-11,5.212989e-11,5.605146e-11
4.256665e+00,2.316387e-17,2.273214e-10,3.108589e-11,5.167884e-11,5.674550e-11
4.257148e+00,2.279502e-17,2.264552e-10,3.140080e-11,5.115683e-11,5.753075e-11
4.257631e+00,2.334194e-17,2.251508e-10,3.191860e-11,5.069876e-11,5.840114e-11
4.258114e+00,2.286142e-17,2.235209e-10,3.263312e-11,5.041791e-11,5.934566e-11
4.258597e+00,2.274411e-17,2.216103e-10,3.354171e-11,5.042467e-11,6.035189e-11
4.259080e+00,2.331543e-17,2.193126e-10,3.461098e-11,5.076908e-11,6.139770e-11
4.259563e+00,2.252914e-17,2.164941e-10,3.581158e-11,5.148268e-11,6.246453e-11
4.260046e+00,2.286018e-17,2.132193e-10,3.711229e-11,5.257007e-11,6.353562e-11
4.260529e+00,2.317822e-17,2.097597e-10,3.847999e-11,5.399773e-11,6.459643e-11
4.261012e+00,2.287817e-17,2.063898e-10,3.988059e-11,5.568677e-11,6.563571e-11
4.261495e+00,2.256502e-17,2.032090e-10,4.128098e-11,5.750958e-11,6.664581e-11
4.261978e+00,2.274405e-17,2.001775e-10,4.265106e-11,5.929434e-11,6.762088e-11
4.262461e+00,2.288544e-17,1.972644e-10,4.396431e-11,6.084086e-11,6.855688e-11
4.262944e+00,2.330926e-17,1.945061e-10,4.519796e-11,6.194862e-11,6.945056e-11
4.263427e+00,2.292109e-17,1.919705e-10,4.633362e-11,6.245137e-11,7.029912e-11
4.263910e+00,2.281504e-17,1.897741e-10,4.735024e-11,6.220958e-11,7.109989e-11
4.264393e+00,2.270957e-17,1.880026e-10,4.824305e-11,6.127065e-11,7.185675e-11
4.264876e+00,2.287337e-17,1.866430e-10,4.900790e-11,5.977698e-11,7.257460e-11
4.265359e+00,2.272235e-17,1.855485e-10,4.964489e-11,5.794355e-11,7.326384e-11
4.265842e+00,2.266287e-17,1.845847e-10,5.015270e-11,5.604863e-11,7.393367e-11
4.266325e+00,2.290525e-17,1.837732e-10,5.053408e-11,5.437279e-11,7.459642e-11
4.266808e+00,2.271870e-17,1.832459e-10,5.079385e-11,5.314342e-11,7.526427e-11
4.267291e+00,2.299794e-17,1.830617e-10,5.093949e-11,5.248612e-11,7.594821e-11
4.267774e+00,2.260676e-17,1.831427e-10,5.098143e-11,5.239530e-11,7.665753e-11
4.268257e+00,2.245083e-17,1.834037e-10,5.093223e-11,5.273133e-11,7.739944e-11
4.268740e+00,2.302118e-17,1.838725e-10,5.080744e-11,5.324805e-11,7.817925e-11
4.269223e+00,2.280273e-17,1.846464e-10,5.062262e-11,5.362209e-11,7.900233e-11
4.269706e+00,2.284166e-17,1.857190e-10,5.040033e-11,5.355447e-11,7.986980e-11
4.270189e+00,2.285974e-17,1.870348e-10,5.016257e-11,5.287101e-11,8.078166e-11
4.270672e+00,2.256137e-17,1.885678e-10,4.992834e-11,5.153780e-11,8.173674e-11
4.271155e+00,2.302951e-17,1.902563e-10,4.971456e-11,4.968149e-11,8.273272e-11
4.271638e+00,2.264100e-17,1.919424e-10,4.953591e-11,4.756920e-11,8.376486e-11
4.272121e+00,2.275201e-17,1.934952e-10,4.940274e-11,4.555652e-11,8.482593e-11
4.272604e+00,2.246359e-17,1.949742e-10,4.932152e-11,4.401332e-11,8.590583e-11
4.273087e+00,2.285723e-17,1.965318e-10,4.929460e-11,4.324055e-11,8.699165e-11
4.273570e+00,2.304409e-17,1.981331e-10,4.932005e-11,4.340026e-11,8.806869e-11
4.274053e+00,2.314992e-17,1.995245e-10,4.939389e-11,4.447173e-11,8.912067e-11
4.274536e+00,2.283474e-17,2.005562e-10,4.951217e-11,4.625542e-11,9.012652e-11
4.275019e+00,2.276846e-17,2.014991e-10,4.966757e-11,4.833537e-11,9.107253e-11
4.275502e+00,2.237604e-17,2.026844e-10,4.985348e-11,5.023154e-11,9.194149e-11
4.275985e+00,2.281545e-17,2.041274e-10,5.006574e-11,5.150890e-11,9.271922e-11
4.276468e+00,2.287536e-17,2.056177e-10,5.030244e-11,5.183989e-11,9.339205e-11
4.276951e+00,2.317339e-17,2.070690e-10,5.056354e-11,5.106685e-11,9.394944e-11
4.277434e+00,2.275163e-17,2.086082e-10,5.085028e-11,4.923125e-11,9.438270e-11
4.277917e+00,2.266177e-17,2.103060e-10,5.116493e-11,4.656101e-11,9.468345e-11
4.278400e+00,2.265171e-17,2.120096e-10,5.151011e-11,4.342124e-11,9.484540e-11
4.278883e+00,2.299535e-17,2.135585e-10,5.188900e-11,4.023935e-11,9.486230e-11
4.279366e+00,2.270795e-17,2.150131e-10,5.230351e-11,3.742116e-11,9.472791e-11
4.279849e+00,2.288738e-17,2.164827e-10,5.275500e-11,3.530978e-11,9.443108e-11
4.280332e+00,2.298780e-17,2.177969e-10,5.324194e-11,3.406267e-11,9.396816e-11
4.280815e+00,2.268775e-17,2.186835e-10,5.376087e-11,3.362335e-11,9.334313e-11
4.281298e+00,2.291616e-17,2.191441e-10,5.430772e-11,3.382721e-11,9.255755e-11
4.281781e+00,2.300529e-17,2.194368e-10,5.487708e-11,3.442862e-11,9.161543e-11
4.282264e+00,2.330316e-17,2.197038e-10,5.546250e-11,3.516593e-11,9.052333e-11
4.282747e+00,2.343600e-17,2.197782e-10,5.605628e-11,3.582004e-11,8.928980e-11
4.283230e+00,2.294282e-17,2.194300e-10,5.665009e-11,3.625601e-11,8.792458e-11
4.283713e+00,2.315474e-17,2.186899e-10,5.723334e-11,3.643910e-11,8.644055e-11
4.284196e+00,2.309285e-17,2.177941e-10,5.779627e-11,3.642518e-11,8.484410e-11
4.284679e+00,2.286906e-17,2.168711e-10,5.832616e-11,3.632565e-11,8.314676e-11
4.285162e+00,2.319325e-17,2.157825e-10,5.880691e-11,3.627054e-11,8.136024e-11
4.285645e+00,2.337820e-17,2.143102e-10,5.922088e-11,3.636505e-11,7.950240e-11
4.286128e+00,2.319021e-17,2.124200e-10,5.955415e-11,3.663820e-11,7.759866e-11
4.286611e+00,2.354405e-17,2.101849e-10,5.979079e-11,3.706060e-11,7.567494e-11
4.287094e+00,2.327513e-17,2.076956e-10,5.991705e-11,3.756012e-11,7.376219e-11
4.287577e+00,2.347100e-17,2.050076e-10,5.992197e-11,3.805256e-11,7.189437e-11
4.288060e+00,2.343629e-17,2.020881e-10,5.979823e-11,3.847481e-11,7.010636e-11
4.288543e+00,2.349274e-17,1.988185e-10,5.954480e-11,3.881097e-11,6.843239e-11
4.289026e+00,2.340672e-17,1.951552e-10,5.916766e-11,3.910141e-11,6.690521e-11
4.289509e+00,2.367148e-17,1.913125e-10,5.868073e-11,3.943335e-11,6.555572e-11
4.289992e+00,2.314569e-17,1.876924e-10,5.810605e-11,3.991474e-11,6.441243e-11
4.290475e+00,2.331043e-17,1.845844e-10,5.747187e-11,4.064510e-11,6.350978e-11
4.290958e+00,2.371925e-17,1.819371e-10,5.681673e-11,4.166970e-11,6.288089e-11
4.291441e+00,2.361678e-17,1.795458e-10,5.618416e-11,4.292902e-11,6.253729e-11
4.291924e+00,2.383521e-17,1.774217e-10,5.561579e-11,4.430178e-11,6.249900e-11
4.292407e+00,2.376336e-17,1.757445e-10,5.515136e-11,4.561802e-11,6.278083e-11
4.292890e+00,2.376865e-17,1.746260e-10,5.482590e-11,4.669861e-11,6.339104e-11
4.293373e+00,2.397914e-17,1.740113e-10,5.466779e-11,4.740065e-11,6.432830e-11
4.293856e+00,2.377335e-17,1.737928e-10,5.469590e-11,4.766070e-11,6.558671e-11
4.294339e+00,2.356878e-17,1.738746e-10,5.491912e-11,4.751191e-11,6.715240e-11
4.294822e+00,2.318509e-17,1.740787e-10,5.533479e-11,4.708714e-11,6.900149e-11
4.295305e+00,2.409715e-17,1.741552e-10,5.592872e-11,4.659226e-11,7.110595e-11
4.295788e+00,2.394045e-17,1.740156e-10,5.667828e-11,4.626665e-11,7.343685e-11
4.296271e+00,2.389101e-17,1.738733e-10,5.755023e-11,4.633858e-11,7.596217e-11
4.296754e+00,2.403741e-17,1.739260e-10,5.849272e-11,4.689734e-11,7.863002e-11
4.297237e+00,2.409741e-17,1.740763e-10,5.945733e-11,4.792369e-11,8.139712e-11
4.297720e+00,2.396681e-17,1.740866e-10,6.039238e-11,4.927649e-11,8.421833e-11
4.298203e+00,2.382305e-17,1.738788e-10,6.124494e-11,5.071698e-11,8.704716e-11
4.298686e+00,2.398700e-17,1.735874e-10,6.196299e-11,5.195645e-11,8.983433e-11
4.299169e+00,2.391692e-17,1.733329e-10,6.249752e-11,5.271507e-11,9.253025e-11
4.299652e+00,2.401232e-17,1.730511e-10,6.280448e-11,5.277908e-11,9.508708e-11
4.300135e+00,2.368817e-17,1.725859e-10,6.284648e-11,5.204388e-11,9.745968e-11
4.300618e+00,2.361144e-17,1.718563e-10,6.259404e-11,5.053376e-11,9.960807e-11
4.301101e+00,2.395793e-17,1.708474e-10,6.202251e-11,4.839015e-11,1.014947e-10
4.301584e+00,2.362117e-17,1.694994e-10,6.110635e-11,4.585644e-11,1.030771e-10
4.302067e+00,2.382090e-17,1.678044e-10,5.986915e-11,4.325557e-11,1.043555e-10
4.302550e+00,2.400188e-17,1.658334e-10,5.832683e-11,4.085253e-11,1.053205e-10
4.303033e+00,2.365933e-17,1.636513e-10,5.650540e-11,3.884690e-11,1.059717e-10
4.303516e+00,2.364706e-17,1.611964e-10,5.443510e-11,3.734474e-11,1.063167e-10
4.303999e+00,2.401677e-17,1.584067e-10,5.216196e-11,3.636280e-11,1.063678e-10
4.304482e+00,2.373221e-17,1.554215e-10,4.973541e-11,3.583076e-11,1.061452e-10
4.304965e+00,2.420155e-17,1.525469e-10,4.720958e-11,3.562238e-11,1.056748e-10
4.305448e+00,2.393948e-17,1.499552e-10,4.464083e-11,3.558905e-11,1.049875e-10
4.305931e+00,2.396667e-17,1.475223e-10,4.208523e-11,3.559254e-11,1.041199e-10
4.306414e+00,2.391821e-17,1.450430e-10,3.959784e-11,3.552962e-11,1.031123e-10
4.306897e+00,2.402529e-17,1.425860e-10,3.724000e-11,3.533867e-11,1.020067e-10
4.307380e+00,2.373560e-17,1.404721e-10,3.504952e-11,3.503114e-11,1.008610e-10
4.307863e+00,2.342661e-17,1.388844e-10,3.306303e-11,3.465080e-11,9.972535e-11
4.308346e+00,2.398305e-17,1.377282e-10,3.130959e-11,3.426249e-11,9.864957e-11
4.308829e+00,2.351417e-17,1.368232e-10,2.981095e-11,3.393531e-11,9.768066e-11
4.309312e+00,2.379750e-17,1.361164e-10,2.858109e-11,3.372937e-11,9.686113e-11
4.309795e+00,2.355570e-17,1.356622e-10,2.762782e-11,3.368636e-11,9.622792e-11
4.310278e+00,2.326716e-17,1.354831e-10,2.695357e-11,3.382595e-11,9.581131e-11
4.310761e+00,2.372433e-17,1.355392e-10,2.655588e-11,3.414697e-11,9.563319e-11
4.311244e+00,2.391139e-17,1.357981e-10,2.642822e-11,3.462987e-11,9.570834e-11
4.311727e+00,2.332960e-17,1.362623e-10,2.656099e-11,3.524155e-11,9.604566e-11
4.312210e+00,2.316786e-17,1.369348e-10,2.696051e-11,3.594368e-11,9.666671e-11
4.312693e+00,2.384451e-17,1.377577e-10,2.759101e-11,3.667925e-11,9.754480e-11
4.313176e+00,2.347802e-17,1.387145e-10,2.843857e-11,3.740542e-11,9.867448e-11
4.313659e+00,2.367524e-17,1.397911e-10,2.948260e-11,3.808076e-11,1.000400e-10
4.314142e+00,2.343538e-17,1.409081e-10,3.070130e-11,3.867403e-11,1.016210e-10
4.314625e+00,2.352010e-17,1.419072e-10,3.206975e-11,3.916737e-11,1.033939e-10
4.315108e+00,2.343484e-17,1.426646e-10,3.355985e-11,3.956040e-11,1.053318e-10
4.315591e+00,2.345774e-17,1.431993e-10,3.514011e-11,3.986990e-11,1.074052e-10
4.316074e+00,2.373245e-17,1.436093e-10,3.677616e-11,4.012745e-11,1.095851e-10
4.316557e+00,2.377374e-17,1.438997e-10,3.843167e-11,4.037531e-11,1.118441e-10
4.317040e+00,2.350175e-17,1.439136e-10,4.006900e-11,4.065781e-11,1.141578e-10
4.317523e+00,2.318420e-17,1.434431e-10,4.164364e-11,4.101947e-11,1.165062e-10
4.318006e+00,2.353253e-17,1.425665e-10,4.311880e-11,4.147880e-11,1.188675e-10
4.318489e+00,2.351616e-17,1.415692e-10,4.446043e-11,4.203426e-11,1.212247e-10
4.318972e+00,2.320759e-17,1.407405e-10,4.563773e-11,4.266305e-11,1.235603e-10
4.319455e+00,2.390816e-17,1.401552e-10,4.662427e-11,4.332392e-11,1.258568e-10
4.319938e+00,2.354725e-17,1.396603e-10,4.739953e-11,4.396272e-11,1.280957e-10
4.320421e+00,2.332370e-17,1.390880e-10,4.794973e-11,4.452087e-11,1.302560e-10
4.320904e+00,2.348914e-17,1.384531e-10,4.826789e-11,4.494314e-11,1.323173e-10
4.321387e+00,2.344236e-17,1.379362e-10,4.835447e-11,4.518396e-11,1.342607e-10
4.321870e+00,2.307663e-17,1.377086e-10,4.821836e-11,4.521139e-11,1.360679e-10
4.322353e+00,2.342198e-17,1.377853e-10,4.787520e-11,4.500856e-11,1.377346e-10
4.322836e+00,2.296253e-17,1.380114e-10,4.733882e-11,4.455908e-11,1.392401e-10
4.323319e+00,2.336098e-17,1.381516e-10,4.665119e-11,4.388676e-11,1.405864e-10
4.323802e+00,2.315440e-17,1.380727e-10,4.585125e-11,4.301967e-11,1.417750e-10
4.324285e+00,2.344003e-17,1.377680e-10,4.498017e-11,4.199134e-11,1.428054e-10
4.324768e+00,2.294595e-17,1.373196e-10,4.408208e-11,4.084401e-11,1.436772e-10
4.325251e+00,2.300265e-17,1.368399e-10,4.320174e-11,3.962748e-11,1.443895e-10
4.325734e+00,2.324902e-17,1.364067e-10,4.238316e-11,3.839640e-11,1.449416e-10
4.326217e+00,2.324913e-17,1.360068e-10,4.166854e-11,3.720710e-11,1.453335e-10
4.326700e+00,2.313479e-17,1.355667e-10,4.109677e-11,3.611264e-11,1.455672e-10
4.327183e+00,2.302905e-17,1.350697e-10,4.070040e-11,3.515718e-11,1.456461e-10
4.327666e+00,2.310254e-17,1.346300e-10,4.050526e-11,3.437107e-11,1.455757e-10
4.328149e+00,2.300168e-17,1.344383e-10,4.054355e-11,3.377747e-11,1.453574e-10
4.328632e+00,2.325316e-17,1.345581e-10,4.081762e-11,3.336293e-11,1.450080e-10
4.329115e+00,2.274644e-17,1.348975e-10,4.132179e-11,3.310180e-11,1.445432e-10
4.329598e+00,2.283996e-17,1.353364e-10,4.204628e-11,3.296354e-11,1.439767e-10
4.330081e+00,2.308086e-17,1.358302e-10,4.297309e-11,3.291583e-11,1.433244e-10
4.330564e+00,2.276488e-17,1.364043e-10,4.407657e-11,3.293050e-11,1.426035e-10
4.331047e+00,2.271911e-17,1.370451e-10,4.532434e-11,3.298662e-11,1.418326e-10
4.331530e+00,2.303611e-17,1.376347e-10,4.667753e-11,3.307138e-11,1.410341e-10
4.332013e+00,2.233098e-17,1.380282e-10,4.809915e-11,3.317776e-11,1.402291e-10
4.332496e+00,2.240196e-17,1.381675e-10,4.954899e-11,3.329996e-11,1.394412e-10
4.332979e+00,2.271909e-17,1.381116e-10,5.098766e-11,3.342900e-11,1.386951e-10
4.333462e+00,2.253539e-17,1.379608e-10,5.237533e-11,3.354840e-11,1.380183e-10
4.333945e+00,2.255206e-17,1.377845e-10,5.367945e-11,3.363607e-11,1.374312e-10
4.334428e+00,2.240643e-17,1.375964e-10,5.487847e-11,3.366961e-11,1.369472e-10
4.334911e+00,2.290998e-17,1.373888e-10,5.595613e-11,3.363143e-11,1.365765e-10
4.335394e+00,2.281861e-17,1.371544e-10,5.690339e-11,3.351569e-11,1.363226e-10
4.335877e+00,2.252347e-17,1.369001e-10,5.771828e-11,3.333106e-11,1.361825e-10
4.336360e+00,2.245071e-17,1.366662e-10,5.840516e-11,3.310137e-11,1.361481e-10
4.336843e+00,2.252867e-17,1.365194e-10,5.897476e-11,3.286087e-11,1.362060e-10
4.337326e+00,2.245041e-17,1.365050e-10,5.944178e-11,3.264645e-11,1.363393e-10
4.337809e+00,2.263072e-17,1.365841e-10,5.982454e-11,3.248767e-11,1.365270e-10
4.338292e+00,2.221975e-17,1.366431e-10,6.014329e-11,3.239782e-11,1.367459e-10
4.338775e+00,2.221111e-17,1.365865e-10,6.041875e-11,3.237161e-11,1.369710e-10
4.339258e+00,2.252674e-17,1.364393e-10,6.067582e-11,3.237655e-11,1.371724e-10
4.339741e+00,2.232666e-17,1.363146e-10,6.093570e-11,3.236925e-11,1.373222e-10
4.340224e+00,2.214922e-17,1.363319e-10,6.121652e-11,3.231132e-11,1.373910e-10
4.340707e+00,2.222668e-17,1.365914e-10,6.153343e-11,3.217924e-11,1.373482e-10
4.341190e+00,2.248430e-17,1.371520e-10,6.189644e-11,3.197623e-11,1.371648e-10
4.341673e+00,2.277957e-17,1.380093e-10,6.231181e-11,3.173629e-11,1.368134e-10
4.342156e+00,2.193214e-17,1.391132e-10,6.278061e-11,3.152127e-11,1.362686e-10
4.342639e+00,2.216031e-17,1.404291e-10,6.329767e-11,3.141240e-11,1.355116e-10
4.343122e+00,2.285587e-17,1.419771e-10,6.385322e-11,3.149275e-11,1.345290e-10
4.343605e+00,2.251176e-17,1.437586e-10,6.443187e-11,3.182952e-11,1.333142e-10
4.344088e+00,2.259162e-17,1.456692e-10,6.501185e-11,3.246734e-11,1.318601e-10
4.344571e+00,2.251434e-17,1.475608e-10,6.556720e-11,3.339376e-11,1.301729e-10
4.345054e+00,2.290760e-17,1.494075e-10,6.607257e-11,3.453358e-11,1.282750e-10
4.345537e+00,2.280963e-17,1.512061e-10,6.650150e-11,3.578608e-11,1.261817e-10
4.346020e+00,2.240549e-17,1.527724e-10,6.682916e-11,3.702769e-11,1.239131e-10
4.346503e+00,2.257973e-17,1.537855e-10,6.703315e-11,3.813198e-11,1.214919e-10
4.346986e+00,2.315615e-17,1.541051e-10,6.709507e-11,3.898900e-11,1.189439e-10
4.347469e+00,2.281575e-17,1.539566e-10,6.700176e-11,3.952308e-11,1.162992e-10
4.347952e+00,2.279799e-17,1.536745e-10,6.674585e-11,3.970568e-11,1.135916e-10
4.348435e+00,2.284557e-17,1.532824e-10,6.632569e-11,3.956200e-11,1.108587e-10
4.348918e+00,2.272362e-17,1.524590e-10,6.574575e-11,3.917074e-11,1.081406e-10
4.349401e+00,2.289206e-17,1.509646e-10,6.501282e-11,3.865681e-11,1.054807e-10
4.349884e+00,2.282099e-17,1.490717e-10,6.414083e-11,3.819402e-11,1.029241e-10
4.350367e+00,2.266896e-17,1.472653e-10,6.315582e-11,3.795792e-11,1.005042e-10
4.350850e+00,2.272682e-17,1.456605e-10,6.207948e-11,3.810503e-11,9.825157e-11
4.351333e+00,2.317388e-17,1.440066e-10,6.093002e-11,3.875737e-11,9.618220e-11
4.351816e+00,2.295980e-17,1.420856e-10,5.973008e-11,3.997878e-11,9.431514e-11
4.352299e+00,2.322050e-17,1.399551e-10,5.849922e-11,4.176066e-11,9.265977e-11
4.352782e+00,2.310031e-17,1.378150e-10,5.725452e-11,4.401439e-11,9.122165e-11
4.353265e+00,2.320267e-17,1.357767e-10,5.601042e-11,4.657618e-11,9.000221e-11
4.353748e+00,2.276798e-17,1.338321e-10,5.477924e-11,4.922640e-11,8.899890e-11
4.354231e+00,2.334172e-17,1.319380e-10,5.357013e-11,5.172141e-11,8.820686e-11
4.354714e+00,2.315619e-17,1.300505e-10,5.239050e-11,5.382258e-11,8.762230e-11
4.355197e+00,2.288377e-17,1.281557e-10,5.124572e-11,5.533760e-11,8.723883e-11
4.355680e+00,2.341120e-17,1.263553e-10,5.013553e-11,5.624333e-11,8.702979e-11
4.356163e+00,2.341637e-17,1.248616e-10,4.905895e-11,5.661554e-11,8.697772e-11
4.356646e+00,2.316580e-17,1.238618e-10,4.801208e-11,5.664477e-11,8.706449e-11
4.357129e+00,2.336533e-17,1.233662e-10,4.698908e-11,5.660498e-11,8.727178e-11
4.357612e+00,2.355682e-17,1.232170e-10,4.598147e-11,5.680140e-11,8.758327e-11
4.358095e+00,2.306441e-17,1.232457e-10,4.497860e-11,5.750566e-11,8.798591e-11
4.358578e+00,2.282507e-17,1.233834e-10,4.396875e-11,5.889161e-11,8.846856e-11
4.359061e+00,2.339105e-17,1.236271e-10,4.294011e-11,6.098725e-11,8.902304e-11
4.359544e+00,2.343792e-17,1.240025e-10,4.188104e-11,6.365257e-11,8.964268e-11
4.360027e+00,2.279199e-17,1.245866e-10,4.078162e-11,6.658869e-11,9.032169e-11
4.360510e+00,2.330367e-17,1.254075e-10,3.963653e-11,6.933987e-11,9.105357e-11
4.360993e+00,2.339468e-17,1.262215e-10,3.844368e-11,7.146521e-11,9.182891e-11
4.361476e+00,2.315013e-17,1.266846e-10,3.721170e-11,7.258794e-11,9.263598e-11
4.361959e+00,2.342367e-17,1.267424e-10,3.595185e-11,7.247574e-11,9.346446e-11
4.362442e+00,2.332282e-17,1.267536e-10,3.468124e-11,7.108034e-11,9.430489e-11
4.362925e+00,2.279909e-17,1.271047e-10,3.342137e-11,6.854562e-11,9.514876e-11
