k_s_per_km,kPk_pi_0,kPk_pi_1,kPk_pi_2,kPk_pi_n1,kPk_pi_n2
1.329139e-02,2.669754e-04,2.931841e-04,3.656838e-04,1.556214e-04,9.294987e-05
1.373444e-02,2.436531e-04,2.692598e-04,3.280370e-04,1.443568e-04,8.842874e-05
1.417748e-02,2.245417e-04,2.413736e-04,2.970231e-04,1.302439e-04,7.891508e-05
1.462053e-02,2.105096e-04,2.249881e-04,2.763331e-04,1.200553e-04,7.271739e-05
1.506358e-02,1.879953e-04,2.013322e-04,2.467424e-04,1.077640e-04,6.489668e-05
1.550662e-02,1.734412e-04,1.835677e-04,2.255159e-04,9.834609e-05,5.991307e-05
1.594967e-02,1.625945e-04,1.698117e-04,2.071462e-04,9.246586e-05,5.566608e-05
1.639272e-02,1.467289e-04,1.522756e-04,1.849734e-04,8.337676e-05,5.041905e-05
1.683576e-02,1.356479e-04,1.390371e-04,1.704612e-04,7.658933e-05,4.636101e-05
1.727881e-02,1.238897e-04,1.259013e-04,1.535100e-04,6.892681e-05,4.227429e-05
1.772186e-02,1.135790e-04,1.153034e-04,1.396685e-04,6.293543e-05,3.802675e-05
1.816490e-02,1.034065e-04,1.053438e-04,1.282150e-04,5.871857e-05,3.589064e-05
1.860795e-02,9.557120e-05,9.592919e-05,1.163927e-04,5.283155e-05,3.213867e-05
1.905099e-02,8.728262e-05,8.614202e-05,1.033827e-04,4.782901e-05,2.922504e-05
1.949404e-02,7.906609e-05,7.792285e-05,9.514952e-05,4.309465e-05,2.680431e-05
1.993709e-02,7.231153e-05,7.140060e-05,8.641114e-05,3.901671e-05,2.419112e-05
2.038013e-02,6.477204e-05,6.417795e-05,7.733978e-05,3.544146e-05,2.188857e-05
2.082318e-02,5.929450e-05,5.891875e-05,7.149096e-05,3.155733e-05,1.987262e-05
2.126623e-02,5.386182e-05,5.272399e-05,6.284214e-05,2.949828e-05,1.844058e-05
2.170927e-02,4.893622e-05,4.806198e-05,5.741612e-05,2.662700e-05,1.653611e-05
2.215232e-02,4.501752e-05,4.340982e-05,5.209160e-05,2.425510e-05,1.507374e-05
2.259537e-02,4.164501e-05,3.974119e-05,4.803687e-05,2.272711e-05,1.401836e-05
2.303841e-02,3.802980e-05,3.645907e-05,4.394120e-05,2.068493e-05,1.285194e-05
2.348146e-02,3.366164e-05,3.238825e-05,3.973895e-05,1.815124e-05,1.145421e-05
2.392450e-02,3.021289e-05,2.912917e-05,3.572953e-05,1.662511e-05,1.039397e-05
2.436755e-02,2.804803e-05,2.686408e-05,3.270460e-05,1.508052e-05,9.550929e-06
2.481060e-02,2.540574e-05,2.432485e-05,2.978161e-05,1.360551e-05,8.550958e-06
2.525364e-02,2.334846e-05,2.204867e-05,2.687395e-05,1.236878e-05,7.773551e-06
2.569669e-02,2.090824e-05,1.976771e-05,2.424707e-05,1.102789e-05,7.026220e-06
2.613974e-02,1.885206e-05,1.777334e-05,2.177498e-05,1.005292e-05,6.469517e-06
2.658278e-02,1.706310e-05,1.670256e-05,2.012709e-05,9.272814e-06,5.893051e-06
2.702583e-02,1.585089e-05,1.499688e-05,1.804181e-05,8.389248e-06,5.359658e-06
2.746888e-02,1.411452e-05,1.356849e-05,1.630764e-05,7.537137e-06,4.818842e-06
2.791192e-02,1.304179e-05,1.227006e-05,1.488247e-05,6.880549e-06,4.471143e-06
2.835497e-02,1.172914e-05,1.112859e-05,1.364953e-05,6.289782e-06,4.061704e-06
2.879802e-02,1.061647e-05,1.005861e-05,1.244185e-05,5.727487e-06,3.714329e-06
2.924106e-02,9.657363e-06,9.178310e-06,1.127840e-05,5.191978e-06,3.431262e-06
2.968411e-02,8.708138e-06,8.127642e-06,1.016760e-05,4.654664e-06,3.081016e-06
3.012715e-02,7.730005e-06,7.423775e-06,9.316750e-06,4.197346e-06,2.746476e-06
3.057020e-02,7.008301e-06,6.826687e-06,8.570793e-06,3.830881e-06,2.500877e-06
3.101325e-02,6.345764e-06,6.204312e-06,7.716428e-06,3.524319e-06,2.268528e-06
3.145629e-02,5.747064e-06,5.603142e-06,6.922401e-06,3.244246e-06,2.103779e-06
3.189934e-02,5.317293e-06,5.141138e-06,6.341681e-06,2.890924e-06,1.881603e-06
3.234239e-02,4.767962e-06,4.680972e-06,5.767452e-06,2.615729e-06,1.732302e-06
3.278543e-02,4.275955e-06,4.279628e-06,5.302749e-06,2.387225e-06,1.582438e-06
3.322848e-02,4.034584e-06,3.973972e-06,4.886626e-06,2.159408e-06,1.408739e-06
3.367153e-02,3.626248e-06,3.559518e-06,4.461900e-06,1.936361e-06,1.274260e-06
3.411457e-02,3.320949e-06,3.258104e-06,4.093895e-06,1.779247e-06,1.172085e-06
3.455762e-02,3.066806e-06,3.005516e-06,3.720280e-06,1.652930e-06,1.090115e-06
3.500066e-02,2.804090e-06,2.740928e-06,3.499409e-06,1.504160e-06,9.929305e-07
3.544371e-02,2.609589e-06,2.521671e-06,3.099116e-06,1.360967e-06,8.977637e-07
3.588676e-02,2.338398e-06,2.346634e-06,2.872099e-06,1.261734e-06,8.333645e-07
3.632980e-02,2.136580e-06,2.113745e-06,2.641964e-06,1.139484e-06,7.511379e-07
3.677285e-02,1.947728e-06,1.918291e-06,2.444742e-06,1.051168e-06,6.863652e-07
3.721590e-02,1.784144e-06,1.781899e-06,2.191720e-06,9.617478e-07,6.322820e-07
3.765894e-02,1.563250e-06,1.625947e-06,2.005764e-06,8.957664e-07,5.915928e-07
3.810199e-02,1.443803e-06,1.484364e-06,1.842779e-06,8.267755e-07,5.324705e-07
3.854504e-02,1.287307e-06,1.361410e-06,1.666418e-06,7.588148e-07,4.887823e-07
3.898808e-02,1.166821e-06,1.230355e-06,1.539353e-06,6.823255e-07,4.433084e-07
3.943113e-02,1.071564e-06,1.143312e-06,1.401554e-06,6.326862e-07,4.086092e-07
3.987417e-02,9.478652e-07,1.055200e-06,1.318165e-06,5.701919e-07,3.730107e-07
4.031722e-02,8.848897e-07,9.725676e-07,1.206309e-06,5.147897e-07,3.405908e-07
4.076027e-02,8.023878e-07,8.896635e-07,1.119932e-06,4.721851e-07,3.192256e-07
4.120331e-02,7.395281e-07,8.048914e-07,1.038243e-06,4.327728e-07,2.878023e-07
4.164636e-02,6.894447e-07,7.358408e-07,9.667792e-07,3.911246e-07,2.687054e-07
4.208941e-02,6.411176e-07,6.932134e-07,8.957742e-07,3.704565e-07,2.475581e-07
4.253245e-02,5.884135e-07,6.459941e-07,8.316826e-07,3.455185e-07,2.278603e-07
4.297550e-02,5.458075e-07,5.974321e-07,7.704817e-07,3.234680e-07,2.153234e-07
4.341855e-02,5.061094e-07,5.577732e-07,7.013292e-07,2.997823e-07,1.978458e-07
4.386159e-02,4.672076e-07,5.147634e-07,6.479175e-07,2.765160e-07,1.839981e-07
4.430464e-02,4.330242e-07,4.776305e-07,5.908243e-07,2.554025e-07,1.679189e-07
4.474769e-02,3.972902e-07,4.489328e-07,5.469572e-07,2.393080e-07,1.551421e-07
4.519073e-02,3.592906e-07,4.106172e-07,5.030468e-07,2.204867e-07,1.412002e-07
4.563378e-02,3.235321e-07,3.787111e-07,4.576870e-07,2.035426e-07,1.298413e-07
4.607682e-02,2.926803e-07,3.512355e-07,4.212510e-07,1.915016e-07,1.198558e-07
4.651987e-02,2.688470e-07,3.191598e-07,3.901708e-07,1.763986e-07,1.104066e-07
4.696292e-02,2.414977e-07,3.010721e-07,3.660023e-07,1.600772e-07,1.014154e-07
4.740596e-02,2.173524e-07,2.758247e-07,3.403912e-07,1.510032e-07,9.541519e-08
4.784901e-02,2.001646e-07,2.550608e-07,3.138972e-07,1.423730e-07,9.117067e-08
4.829206e-02,1.863502e-07,2.368639e-07,2.869343e-07,1.334357e-07,8.549366e-08
4.873510e-02,1.725958e-07,2.129902e-07,2.723083e-07,1.242529e-07,8.003771e-08
4.917815e-02,1.656316e-07,2.008601e-07,2.576136e-07,1.199144e-07,7.767639e-08
4.962120e-02,1.595336e-07,1.920736e-07,2.397495e-07,1.123427e-07,7.152835e-08
5.006424e-02,1.489182e-07,1.812294e-07,2.230879e-07,1.042413e-07,6.834408e-08
5.050729e-02,1.412220e-07,1.695525e-07,2.124215e-07,9.583734e-08,6.295942e-08
5.095033e-02,1.347114e-07,1.553989e-07,1.980181e-07,9.170662e-08,5.907686e-08
5.139338e-02,1.248521e-07,1.510633e-07,1.847027e-07,8.445714e-08,5.421586e-08
5.183643e-02,1.168033e-07,1.428507e-07,1.742078e-07,7.762014e-08,4.903300e-08
5.227947e-02,1.098550e-07,1.328041e-07,1.636774e-07,7.164819e-08,4.582569e-08
5.272252e-02,1.008957e-07,1.261142e-07,1.536929e-07,6.817149e-08,4.156251e-08
5.316557e-02,9.351151e-08,1.172703e-07,1.457172e-07,6.283020e-08,3.934234e-08
5.360861e-02,8.686688e-08,1.091806e-07,1.329582e-07,5.922815e-08,3.604785e-08
5.405166e-02,7.747619e-08,1.040786e-07,1.284960e-07,5.554704e-08,3.534422e-08
5.449471e-02,7.187612e-08,9.640625e-08,1.175746e-07,5.221985e-08,3.336799e-08
5.493775e-02,6.690602e-08,8.906186e-08,1.101422e-07,4.985957e-08,3.274615e-08
5.538080e-02,6.053453e-08,8.387397e-08,1.028823e-07,4.754910e-08,3.124035e-08
5.582384e-02,5.856593e-08,8.053423e-08,9.507951e-08,4.534701e-08,3.094627e-08
5.626689e-02,5.361268e-08,7.410728e-08,8.927479e-08,4.402171e-08,2.958306e-08
5.670994e-02,5.079488e-08,7.001548e-08,8.316995e-08,4.285125e-08,2.794347e-08
5.715298e-02,4.843428e-08,6.567078e-08,7.805517e-08,4.144789e-08,2.593066e-08
5.759603e-02,4.620459e-08,6.211144e-08,7.415935e-08,4.025066e-08,2.466156e-08
5.803908e-02,4.454345e-08,5.999104e-08,6.959849e-08,3.841115e-08,2.288261e-08
5.848212e-02,4.333515e-08,5.742069e-08,6.646914e-08,3.641541e-08,2.088170e-08
5.892517e-02,4.072250e-08,5.425247e-08,6.414469e-08,3.403989e-08,1.899929e-08
5.936822e-02,3.873606e-08,5.237944e-08,6.004258e-08,3.179236e-08,1.804917e-08
5.981126e-02,3.789738e-08,4.907809e-08,5.831760e-08,2.951884e-08,1.639534e-08
6.025431e-02,3.569466e-08,4.724980e-08,5.549282e-08,2.726337e-08,1.586832e-08
6.069736e-02,3.396630e-08,4.518807e-08,5.261619e-08,2.494336e-08,1.508836e-08
6.114040e-02,3.193986e-08,4.183628e-08,5.003626e-08,2.353389e-08,1.496036e-08
6.158345e-02,3.056370e-08,3.975521e-08,4.678324e-08,2.181233e-08,1.456041e-08
6.202649e-02,2.824824e-08,3.723922e-08,4.526517e-08,2.064178e-08,1.398785e-08
6.246954e-02,2.635884e-08,3.558770e-08,4.292427e-08,1.991529e-08,1.387870e-08
6.291259e-02,2.484865e-08,3.311151e-08,4.180457e-08,1.956331e-08,1.342781e-08
6.335563e-02,2.315420e-08,3.224752e-08,4.047605e-08,1.935876e-08,1.290370e-08
6.379868e-02,2.160446e-08,3.100924e-08,3.837933e-08,1.930899e-08,1.240700e-08
6.424173e-02,2.045336e-08,2.974849e-08,3.740171e-08,1.901823e-08,1.178203e-08
6.468477e-02,1.943025e-08,2.832465e-08,3.425486e-08,1.860316e-08,1.109441e-08
6.512782e-02,1.865052e-08,2.689104e-08,3.259616e-08,1.817775e-08,1.026855e-08
6.557087e-02,1.778943e-08,2.586946e-08,3.063611e-08,1.734636e-08,9.551675e-09
6.601391e-02,1.731676e-08,2.440930e-08,2.805938e-08,1.608240e-08,9.098220e-09
6.645696e-02,1.654189e-08,2.312626e-08,2.613870e-08,1.530426e-08,8.477583e-09
6.690000e-02,1.621828e-08,2.228928e-08,2.399807e-08,1.405753e-08,8.015150e-09
6.734305e-02,1.572739e-08,2.155193e-08,2.187465e-08,1.289200e-08,7.722874e-09
6.778610e-02,1.523508e-08,2.039482e-08,2.072787e-08,1.214867e-08,7.433772e-09
6.822914e-02,1.473365e-08,1.978816e-08,1.957784e-08,1.134149e-08,7.237879e-09
6.867219e-02,1.408924e-08,1.938407e-08,1.917750e-08,1.074331e-08,7.000370e-09
6.911524e-02,1.331802e-08,1.863585e-08,1.860035e-08,1.035043e-08,6.830103e-09
6.955828e-02,1.262047e-08,1.746643e-08,1.846649e-08,1.015384e-08,6.640529e-09
7.000133e-02,1.197517e-08,1.671298e-08,1.825692e-08,9.784442e-09,6.263300e-09
7.044438e-02,1.132275e-08,1.595767e-08,1.797480e-08,9.822399e-09,6.166687e-09
7.088742e-02,1.061197e-08,1.484694e-08,1.794182e-08,9.705579e-09,5.936501e-09
7.133047e-02,1.003175e-08,1.404641e-08,1.755242e-08,9.552350e-09,5.658316e-09
7.177351e-02,9.377114e-09,1.327888e-08,1.691019e-08,9.283085e-09,5.491607e-09
7.221656e-02,8.969655e-09,1.258178e-08,1.644052e-08,8.979795e-09,5.208170e-09
7.265961e-02,8.649497e-09,1.184733e-08,1.559805e-08,8.645538e-09,4.993995e-09
7.310265e-02,8.270080e-09,1.128660e-08,1.472109e-08,8.156756e-09,4.760235e-09
7.354570e-02,8.056773e-09,1.078018e-08,1.358517e-08,7.677064e-09,4.613508e-09
7.398875e-02,7.860647e-09,1.017602e-08,1.273851e-08,7.241696e-09,4.369275e-09
7.443179e-02,7.609095e-09,9.616346e-09,1.184707e-08,6.735415e-09,4.142529e-09
7.487484e-02,7.451766e-09,9.266234e-09,1.086309e-08,6.286122e-09,3.916922e-09
7.531789e-02,7.250433e-09,9.284807e-09,1.018893e-08,5.901886e-09,3.706363e-09
7.576093e-02,7.006371e-09,9.080920e-09,9.477624e-09,5.527356e-09,3.567623e-09
7.620398e-02,6.782299e-09,8.925322e-09,8.966039e-09,5.328899e-09,3.345553e-09
7.664702e-02,6.568047e-09,8.826466e-09,8.572658e-09,5.164266e-09,3.164444e-09
7.709007e-02,6.325503e-09,8.667360e-09,8.232930e-09,4.935518e-09,3.066504e-09
7.753312e-02,6.000761e-09,8.476681e-09,7.849464e-09,4.893228e-09,2.976416e-09
7.797616e-02,5.734585e-09,8.077084e-09,7.568123e-09,4.905351e-09,2.868929e-09
7.841921e-02,5.433246e-09,7.565207e-09,7.212692e-09,4.818946e-09,2.801696e-09
7.886226e-02,5.136863e-09,7.145061e-09,7.167315e-09,4.754931e-09,2.748327e-09
7.930530e-02,4.866054e-09,6.670016e-09,6.968419e-09,4.744425e-09,2.705272e-09
7.974835e-02,4.616767e-09,6.346446e-09,6.851876e-09,4.611667e-09,2.623081e-09
8.019140e-02,4.370702e-09,6.011765e-09,6.880474e-09,4.426784e-09,2.559675e-09
8.063444e-02,4.190121e-09,5.716596e-09,6.712889e-09,4.181977e-09,2.486044e-09
8.107749e-02,4.000581e-09,5.495991e-09,6.666750e-09,3.903600e-09,2.370790e-09
8.152054e-02,3.849768e-09,5.305807e-09,6.576574e-09,3.605948e-09,2.285833e-09
8.196358e-02,3.710682e-09,5.141510e-09,6.426410e-09,3.332758e-09,2.189425e-09
8.240663e-02,3.598253e-09,4.865992e-09,6.234232e-09,3.117775e-09,2.050971e-09
8.284967e-02,3.499194e-09,4.645843e-09,6.012064e-09,2.922217e-09,1.956440e-09
8.329272e-02,3.417144e-09,4.462550e-09,5.676660e-09,2.771701e-09,1.822085e-09
8.373577e-02,3.347485e-09,4.339445e-09,5.248046e-09,2.711378e-09,1.740272e-09
8.417881e-02,3.276934e-09,4.231461e-09,4.886222e-09,2.644797e-09,1.648140e-09
8.462186e-02,3.191471e-09,4.069740e-09,4.535695e-09,2.650264e-09,1.580205e-09
8.506491e-02,3.103696e-09,3.941667e-09,4.033179e-09,2.653773e-09,1.503725e-09
8.550795e-02,2.996008e-09,3.818436e-09,3.713747e-09,2.661792e-09,1.461426e-09
8.595100e-02,2.903356e-09,3.757087e-09,3.490318e-09,2.611173e-09,1.420724e-09
8.639405e-02,2.793323e-09,3.604697e-09,3.272457e-09,2.544662e-09,1.383427e-09
8.683709e-02,2.689497e-09,3.422787e-09,3.126709e-09,2.468493e-09,1.334562e-09
8.728014e-02,2.579112e-09,3.254841e-09,3.042832e-09,2.343009e-09,1.306281e-09
8.772318e-02,2.453189e-09,3.138239e-09,3.006858e-09,2.197805e-09,1.247828e-09
8.816623e-02,2.338010e-09,3.015800e-09,2.997454e-09,2.054202e-09,1.226995e-09
8.860928e-02,2.215690e-09,2.912306e-09,2.980555e-09,1.896890e-09,1.191191e-09
8.905232e-02,2.112047e-09,2.810603e-09,2.958255e-09,1.783479e-09,1.131075e-09
8.949537e-02,2.007425e-09,2.732328e-09,2.909817e-09,1.668076e-09,1.092899e-09
8.993842e-02,1.921243e-09,2.664131e-09,2.917429e-09,1.599495e-09,1.054291e-09
9.038146e-02,1.839224e-09,2.583425e-09,2.908434e-09,1.538114e-09,1.017876e-09
9.082451e-02,1.763139e-09,2.446972e-09,2.826542e-09,1.515312e-09,9.885344e-10
9.126756e-02,1.697405e-09,2.328887e-09,2.802005e-09,1.504458e-09,9.651195e-10
9.171060e-02,1.645433e-09,2.219480e-09,2.746327e-09,1.498871e-09,9.311911e-10
9.215365e-02,1.601660e-09,2.128302e-09,2.661276e-09,1.493096e-09,8.894235e-10
9.259669e-02,1.566282e-09,2.075222e-09,2.581730e-09,1.485054e-09,8.624702e-10
9.303974e-02,1.536212e-09,2.019158e-09,2.465092e-09,1.440552e-09,8.280168e-10
9.348279e-02,1.508883e-09,1.994124e-09,2.348352e-09,1.402489e-09,7.891232e-10
9.392583e-02,1.476288e-09,1.951425e-09,2.228361e-09,1.356119e-09,7.530265e-10
9.436888e-02,1.437658e-09,1.899972e-09,2.073141e-09,1.294082e-09,7.129433e-10
9.481193e-02,1.404859e-09,1.850933e-09,1.931989e-09,1.231944e-09,6.744151e-10
9.525497e-02,1.359894e-09,1.777016e-09,1.755658e-09,1.158829e-09,6.447566e-10
9.569802e-02,1.313730e-09,1.675557e-09,1.634168e-09,1.091825e-09,6.097842e-10
9.614107e-02,1.265906e-09,1.599104e-09,1.506443e-09,1.017168e-09,5.924086e-10
9.658411e-02,1.211828e-09,1.518034e-09,1.383248e-09,9.556220e-10,5.690399e-10
9.702716e-02,1.155545e-09,1.467079e-09,1.307912e-09,9.040481e-10,5.547063e-10
9.747021e-02,1.098370e-09,1.409733e-09,1.242597e-09,8.649155e-10,5.506251e-10
9.791325e-02,1.042908e-09,1.357353e-09,1.224733e-09,8.292741e-10,5.462435e-10
9.835630e-02,9.926458e-10,1.304113e-09,1.218475e-09,8.177853e-10,5.371057e-10
9.879934e-02,9.474126e-10,1.268313e-09,1.232823e-09,8.039843e-10,5.229789e-10
9.924239e-02,9.095506e-10,1.223114e-09,1.261154e-09,8.091982e-10,5.133234e-10
9.968544e-02,8.784168e-10,1.171330e-09,1.270241e-09,8.108866e-10,4.956411e-10
1.001285e-01,8.521734e-10,1.120301e-09,1.292320e-09,8.091900e-10,4.765858e-10
1.005715e-01,8.276754e-10,1.081881e-09,1.302085e-09,7.936476e-10,4.556694e-10
1.010146e-01,8.072830e-10,1.060533e-09,1.285840e-09,7.845553e-10,4.322686e-10
1.014576e-01,7.887853e-10,1.049538e-09,1.274512e-09,7.628896e-10,4.063151e-10
1.019007e-01,7.714354e-10,1.047237e-09,1.235766e-09,7.219294e-10,3.878058e-10
1.023437e-01,7.543051e-10,1.031773e-09,1.195352e-09,6.818844e-10,3.686613e-10
1.027868e-01,7.363640e-10,1.010910e-09,1.142787e-09,6.369783e-10,3.561321e-10
1.032298e-01,7.147323e-10,9.920014e-10,1.084286e-09,5.943180e-10,3.436510e-10
1.036729e-01,6.906761e-10,9.615951e-10,1.030359e-09,5.530228e-10,3.313303e-10
1.041159e-01,6.643356e-10,9.187252e-10,9.674612e-10,5.112538e-10,3.234410e-10
1.045589e-01,6.368902e-10,8.657817e-10,9.122825e-10,4.831737e-10,3.200850e-10
1.050020e-01,6.100562e-10,8.138363e-10,8.621063e-10,4.660404e-10,3.111307e-10
1.054450e-01,5.850704e-10,7.699463e-10,8.073734e-10,4.595051e-10,3.065077e-10
1.058881e-01,5.608789e-10,7.398129e-10,7.545994e-10,4.546000e-10,2.966756e-10
1.063311e-01,5.389689e-10,7.060228e-10,7.058332e-10,4.587909e-10,2.859654e-10
1.067742e-01,5.187061e-10,6.829578e-10,6.571472e-10,4.597684e-10,2.711271e-10
1.072172e-01,5.003249e-10,6.589488e-10,6.130834e-10,4.644322e-10,2.601468e-10
1.076603e-01,4.851116e-10,6.410525e-10,5.754302e-10,4.660969e-10,2.478318e-10
1.081033e-01,4.713857e-10,6.177797e-10,5.486974e-10,4.488094e-10,2.349620e-10
1.085464e-01,4.604191e-10,5.982819e-10,5.304876e-10,4.379403e-10,2.271116e-10
1.089894e-01,4.488687e-10,5.756663e-10,5.205841e-10,4.163956e-10,2.173460e-10
1.094325e-01,4.390240e-10,5.687389e-10,5.243635e-10,3.883786e-10,2.149050e-10
1.098755e-01,4.267657e-10,5.567080e-10,5.344220e-10,3.644692e-10,2.079482e-10
1.103186e-01,4.145575e-10,5.488602e-10,5.539049e-10,3.410306e-10,2.043858e-10
1.107616e-01,4.000683e-10,5.368259e-10,5.704416e-10,3.201869e-10,2.005654e-10
1.112046e-01,3.865144e-10,5.301395e-10,5.916533e-10,3.025460e-10,1.971066e-10
1.116477e-01,3.712249e-10,5.149215e-10,6.015325e-10,2.888365e-10,1.912442e-10
1.120907e-01,3.572193e-10,5.037610e-10,5.996449e-10,2.795717e-10,1.863183e-10
1.125338e-01,3.421891e-10,4.845165e-10,5.922854e-10,2.756932e-10,1.800314e-10
1.129768e-01,3.287260e-10,4.618074e-10,5.723675e-10,2.724377e-10,1.744960e-10
1.134199e-01,3.151496e-10,4.444474e-10,5.446969e-10,2.729309e-10,1.657466e-10
1.138629e-01,3.036233e-10,4.289835e-10,5.087211e-10,2.709931e-10,1.591200e-10
1.143060e-01,2.928795e-10,4.163898e-10,4.722742e-10,2.671838e-10,1.512852e-10
1.147490e-01,2.842174e-10,4.051779e-10,4.299438e-10,2.650025e-10,1.448738e-10
1.151921e-01,2.765295e-10,3.934757e-10,3.925157e-10,2.580322e-10,1.402008e-10
1.156351e-01,2.698910e-10,3.801851e-10,3.543931e-10,2.487818e-10,1.350145e-10
1.160782e-01,2.637144e-10,3.657826e-10,3.280179e-10,2.416390e-10,1.320040e-10
1.165212e-01,2.571589e-10,3.529442e-10,3.028295e-10,2.272194e-10,1.286556e-10
1.169642e-01,2.510569e-10,3.319275e-10,2.853401e-10,2.160282e-10,1.258718e-10
1.174073e-01,2.440190e-10,3.186705e-10,2.728734e-10,2.032719e-10,1.234051e-10
1.178503e-01,2.372972e-10,3.034295e-10,2.652523e-10,1.913196e-10,1.203749e-10
1.182934e-01,2.296320e-10,2.933193e-10,2.619378e-10,1.811114e-10,1.167643e-10
1.187364e-01,2.225011e-10,2.901710e-10,2.617361e-10,1.723979e-10,1.136124e-10
1.191795e-01,2.140916e-10,2.876310e-10,2.613220e-10,1.661555e-10,1.087925e-10
1.196225e-01,2.066252e-10,2.834512e-10,2.647770e-10,1.613250e-10,1.054304e-10
1.200656e-01,1.983486e-10,2.809577e-10,2.669115e-10,1.588386e-10,9.997193e-11
1.205086e-01,1.915153e-10,2.774130e-10,2.721712e-10,1.568950e-10,9.605267e-11
1.209517e-01,1.843903e-10,2.700331e-10,2.759962e-10,1.569675e-10,9.223594e-11
1.213947e-01,1.788514e-10,2.614598e-10,2.785772e-10,1.573094e-10,8.907697e-11
1.218378e-01,1.731319e-10,2.509149e-10,2.815742e-10,1.574201e-10,8.710504e-11
1.222808e-01,1.685107e-10,2.413414e-10,2.804926e-10,1.561137e-10,8.460083e-11
1.227238e-01,1.635493e-10,2.323915e-10,2.782807e-10,1.521010e-10,8.329272e-11
1.231669e-01,1.591492e-10,2.240916e-10,2.716482e-10,1.472509e-10,8.124961e-11
1.236099e-01,1.544648e-10,2.176536e-10,2.626467e-10,1.408804e-10,7.894708e-11
1.240530e-01,1.499611e-10,2.108887e-10,2.500386e-10,1.345442e-10,7.766168e-11
1.244960e-01,1.453264e-10,2.033775e-10,2.332882e-10,1.259399e-10,7.580630e-11
1.249391e-01,1.405678e-10,1.980144e-10,2.152289e-10,1.177646e-10,7.373858e-11
1.253821e-01,1.357849e-10,1.906779e-10,1.961161e-10,1.103544e-10,7.042746e-11
1.258252e-01,1.307766e-10,1.845988e-10,1.770340e-10,1.028826e-10,6.756083e-11
1.262682e-01,1.261024e-10,1.784218e-10,1.608756e-10,9.827130e-11,6.435783e-11
1.267113e-01,1.213690e-10,1.724637e-10,1.455188e-10,9.442765e-11,6.208554e-11
1.271543e-01,1.173928e-10,1.691142e-10,1.347570e-10,9.312905e-11,5.908568e-11
1.275974e-01,1.135027e-10,1.656491e-10,1.273330e-10,9.253749e-11,5.683252e-11
