k_s_per_km,kPk_pi_p8_0,kPk_pi_p8_1,kPk_pi_p8_2,kPk_pi_p8_n1,kPk_pi_p8_n2
3.781844e+00,5.564563e-11,7.838006e-11,1.147291e-10,7.714079e-11,3.707918e-11
3.782287e+00,5.613254e-11,7.788252e-11,1.138607e-10,7.748304e-11,3.718394e-11
3.782730e+00,5.683274e-11,7.763103e-11,1.128947e-10,7.850662e-11,3.742553e-11
3.783173e+00,5.778998e-11,7.766376e-11,1.118144e-10,8.023710e-11,3.775600e-11
3.783616e+00,5.904234e-11,7.800955e-11,1.106611e-10,8.151164e-11,3.813445e-11
3.784059e+00,6.061908e-11,7.867996e-11,1.094679e-10,8.198632e-11,3.853619e-11
3.784502e+00,6.253611e-11,7.966095e-11,1.082307e-10,8.274940e-11,3.895544e-11
3.784945e+00,6.479511e-11,8.090870e-11,1.070125e-10,8.436611e-11,3.940271e-11
3.785388e+00,6.738262e-11,8.235364e-11,1.058023e-10,8.576301e-11,3.989768e-11
3.785831e+00,7.027013e-11,8.391018e-11,1.046307e-10,8.598480e-11,4.046033e-11
3.786274e+00,7.341678e-11,8.549057e-11,1.035333e-10,8.581905e-11,4.110208e-11
3.786717e+00,7.677119e-11,8.702554e-11,1.025016e-10,8.644435e-11,4.181849e-11
3.787161e+00,8.027196e-11,8.847996e-11,1.015985e-10,8.741044e-11,4.258878e-11
3.787604e+00,8.385164e-11,8.985911e-11,1.008214e-10,8.742002e-11,4.337887e-11
3.788047e+00,8.744114e-11,9.120856e-11,1.001917e-10,8.654058e-11,4.414843e-11
3.788490e+00,9.097091e-11,9.260111e-11,9.975085e-11,8.605910e-11,4.486084e-11
3.788933e+00,9.437419e-11,9.411486e-11,9.947837e-11,8.632008e-11,4.549086e-11
3.789376e+00,9.759098e-11,9.580704e-11,9.942775e-11,8.627678e-11,4.603045e-11
3.789819e+00,1.005692e-10,9.769257e-11,9.959219e-11,8.538526e-11,4.649098e-11
3.790262e+00,1.032669e-10,9.972954e-11,9.997172e-11,8.448743e-11,4.690048e-11
3.790705e+00,1.056534e-10,1.018205e-10,1.005939e-10,8.428258e-11,4.729671e-11
3.791148e+00,1.077092e-10,1.038362e-10,1.014087e-10,8.418204e-11,4.771850e-11
3.791591e+00,1.094248e-10,1.056430e-10,1.024400e-10,8.345745e-11,4.819739e-11
3.792034e+00,1.107973e-10,1.071351e-10,1.036552e-10,8.250887e-11,4.875099e-11
3.792477e+00,1.118279e-10,1.082664e-10,1.050215e-10,8.205139e-11,4.937999e-11
3.792920e+00,1.125200e-10,1.090609e-10,1.065459e-10,8.180186e-11,5.006933e-11
3.793363e+00,1.128761e-10,1.096056e-10,1.081531e-10,8.100583e-11,5.079258e-11
3.793806e+00,1.128957e-10,1.100251e-10,1.098419e-10,7.977602e-11,5.151840e-11
3.794249e+00,1.125762e-10,1.104411e-10,1.115694e-10,7.885529e-11,5.221694e-11
3.794692e+00,1.119106e-10,1.109303e-10,1.132882e-10,7.829193e-11,5.286515e-11
3.795135e+00,1.108921e-10,1.114966e-10,1.150072e-10,7.738155e-11,5.344973e-11
3.795578e+00,1.095192e-10,1.120640e-10,1.166603e-10,7.590777e-11,5.396603e-11
3.796021e+00,1.077943e-10,1.124922e-10,1.182504e-10,7.449558e-11,5.441509e-11
3.796464e+00,1.057299e-10,1.126150e-10,1.197564e-10,7.355689e-11,5.479930e-11
3.796908e+00,1.033515e-10,1.122866e-10,1.211406e-10,7.269306e-11,5.511672e-11
3.797351e+00,1.006990e-10,1.114229e-10,1.224360e-10,7.146829e-11,5.535730e-11
3.797794e+00,9.782699e-11,1.100292e-10,1.236038e-10,7.012626e-11,5.550174e-11
3.798237e+00,9.480218e-11,1.082015e-10,1.246633e-10,6.913158e-11,5.552226e-11
3.798680e+00,9.170163e-11,1.061037e-10,1.256252e-10,6.846406e-11,5.538647e-11
3.799123e+00,8.860793e-11,1.039292e-10,1.264640e-10,6.778956e-11,5.506246e-11
3.799566e+00,8.560453e-11,1.018588e-10,1.272288e-10,6.703844e-11,5.452333e-11
3.800009e+00,8.277231e-11,1.000273e-10,1.278946e-10,6.643156e-11,5.375201e-11
3.800452e+00,8.018293e-11,9.850992e-11,1.284834e-10,6.609222e-11,5.274493e-11
3.800895e+00,7.789672e-11,9.732610e-11,1.290157e-10,6.592142e-11,5.151223e-11
3.801338e+00,7.596097e-11,9.645887e-11,1.294561e-10,6.578861e-11,5.007724e-11
3.801781e+00,7.440815e-11,9.587880e-11,1.298457e-10,6.567966e-11,4.847425e-11
3.802224e+00,7.325570e-11,9.556204e-11,1.301477e-10,6.569496e-11,4.674425e-11
3.802667e+00,7.250663e-11,9.549925e-11,1.303610e-10,6.593647e-11,4.493271e-11
3.803110e+00,7.215358e-11,9.568833e-11,1.304948e-10,6.632695e-11,4.308738e-11
3.803553e+00,7.217943e-11,9.611889e-11,1.304973e-10,6.663213e-11,4.125401e-11
3.803996e+00,7.255822e-11,9.676044e-11,1.303941e-10,6.682168e-11,3.947573e-11
3.804439e+00,7.325829e-11,9.755735e-11,1.301433e-10,6.722268e-11,3.779189e-11
3.804882e+00,7.424297e-11,9.843785e-11,1.297334e-10,6.800249e-11,3.623577e-11
3.805325e+00,7.547104e-11,9.933437e-11,1.291805e-10,6.872410e-11,3.483409e-11
3.805768e+00,7.689702e-11,1.002083e-10,1.284413e-10,6.892776e-11,3.360459e-11
3.806212e+00,7.847064e-11,1.010693e-10,1.275546e-10,6.896659e-11,3.255420e-11
3.806655e+00,8.013704e-11,1.019771e-10,1.265103e-10,6.953598e-11,3.168004e-11
3.807098e+00,8.183751e-11,1.030266e-10,1.253144e-10,7.042827e-11,3.096939e-11
3.807541e+00,8.351047e-11,1.043155e-10,1.240161e-10,7.067613e-11,3.040024e-11
3.807984e+00,8.509355e-11,1.059076e-10,1.226005e-10,7.012146e-11,2.994465e-11
3.808427e+00,8.652409e-11,1.078000e-10,1.211299e-10,6.979486e-11,2.957301e-11
3.808870e+00,8.774413e-11,1.099067e-10,1.196269e-10,7.023611e-11,2.925707e-11
3.809313e+00,8.870499e-11,1.120718e-10,1.181111e-10,7.051181e-11,2.897321e-11
3.809756e+00,8.936772e-11,1.141019e-10,1.166495e-10,6.975458e-11,2.870485e-11
3.810199e+00,8.970809e-11,1.158092e-10,1.152329e-10,6.870336e-11,2.844266e-11
3.810642e+00,8.971806e-11,1.170582e-10,1.139211e-10,6.851450e-11,2.818391e-11
3.811085e+00,8.940524e-11,1.177970e-10,1.127337e-10,6.880492e-11,2.793069e-11
3.811528e+00,8.879412e-11,1.180612e-10,1.116738e-10,6.836862e-11,2.768775e-11
3.811971e+00,8.792288e-11,1.179577e-10,1.107960e-10,6.737759e-11,2.745993e-11
3.812414e+00,8.684202e-11,1.176273e-10,1.100744e-10,6.715465e-11,2.725056e-11
3.812857e+00,8.560977e-11,1.171980e-10,1.095397e-10,6.783569e-11,2.706093e-11
3.813300e+00,8.428738e-11,1.167454e-10,1.091919e-10,6.810662e-11,2.689065e-11
3.813743e+00,8.293815e-11,1.162714e-10,1.090061e-10,6.760981e-11,2.673882e-11
3.814186e+00,8.162262e-11,1.157038e-10,1.090120e-10,6.772143e-11,2.660508e-11
3.814629e+00,8.039561e-11,1.149185e-10,1.091652e-10,6.912747e-11,2.649029e-11
3.815072e+00,7.930438e-11,1.137754e-10,1.094685e-10,7.044736e-11,2.639731e-11
3.815515e+00,7.838618e-11,1.121587e-10,1.099106e-10,7.056121e-11,2.632970e-11
3.815959e+00,7.766888e-11,1.100111e-10,1.104449e-10,7.067983e-11,2.629050e-11
3.816402e+00,7.716921e-11,1.073537e-10,1.110881e-10,7.233604e-11,2.628136e-11
3.816845e+00,7.689170e-11,1.042854e-10,1.117942e-10,7.461420e-11,2.630139e-11
3.817288e+00,7.683045e-11,1.009676e-10,1.125559e-10,7.556259e-11,2.634767e-11
3.817731e+00,7.696940e-11,9.759635e-11,1.133716e-10,7.554812e-11,2.641555e-11
3.818174e+00,7.728188e-11,9.436673e-11,1.141929e-10,7.671052e-11,2.650021e-11
3.818617e+00,7.773364e-11,9.144056e-11,1.150420e-10,7.929469e-11,2.659913e-11
3.819060e+00,7.828475e-11,8.892242e-11,1.158819e-10,8.117995e-11,2.671269e-11
3.819503e+00,7.889259e-11,8.684627e-11,1.167070e-10,8.151649e-11,2.684468e-11
3.819946e+00,7.951566e-11,8.517842e-11,1.175313e-10,8.221238e-11,2.700211e-11
3.820389e+00,8.011328e-11,8.383535e-11,1.183099e-10,8.465639e-11,2.719319e-11
3.820832e+00,8.065068e-11,8.270874e-11,1.190691e-10,8.734387e-11,2.742462e-11
3.821275e+00,8.110314e-11,8.169497e-11,1.197751e-10,8.853292e-11,2.769959e-11
3.821718e+00,8.145271e-11,8.072202e-11,1.204141e-10,8.929053e-11,2.801627e-11
3.822161e+00,8.169223e-11,7.976426e-11,1.209996e-10,9.160695e-11,2.836835e-11
3.822604e+00,8.182707e-11,7.884440e-11,1.214828e-10,9.488988e-11,2.874758e-11
3.823047e+00,8.186972e-11,7.802213e-11,1.218827e-10,9.698824e-11,2.914657e-11
3.823490e+00,8.184076e-11,7.737015e-11,1.221662e-10,9.794361e-11,2.956227e-11
3.823933e+00,8.176882e-11,7.694461e-11,1.223126e-10,9.987249e-11,2.999751e-11
3.824376e+00,8.168754e-11,7.676399e-11,1.223378e-10,1.031769e-10,3.046182e-11
3.824819e+00,8.163306e-11,7.679854e-11,1.222012e-10,1.057514e-10,3.096936e-11
3.825263e+00,8.164190e-11,7.697376e-11,1.219312e-10,1.065977e-10,3.153287e-11
3.825706e+00,8.175092e-11,7.719359e-11,1.215211e-10,1.075067e-10,3.215676e-11
3.826149e+00,8.199397e-11,7.736888e-11,1.209625e-10,1.098628e-10,3.283125e-11
3.826592e+00,8.239957e-11,7.744621e-11,1.202979e-10,1.121792e-10,3.352796e-11
3.827035e+00,8.299070e-11,7.742935e-11,1.195103e-10,1.126819e-10,3.419854e-11
3.827478e+00,8.378192e-11,7.738312e-11,1.186461e-10,1.123938e-10,3.478050e-11
3.827921e+00,8.477891e-11,7.742169e-11,1.177336e-10,1.133169e-10,3.520737e-11
3.828364e+00,8.597772e-11,7.768102e-11,1.167807e-10,1.149477e-10,3.542110e-11
3.828807e+00,8.736490e-11,7.828817e-11,1.158519e-10,1.152516e-10,3.538565e-11
3.829250e+00,8.891946e-11,7.933566e-11,1.149421e-10,1.143281e-10,3.509793e-11
3.829693e+00,9.061361e-11,8.086763e-11,1.140995e-10,1.142733e-10,3.459339e-11
3.830136e+00,9.241380e-11,8.288369e-11,1.133589e-10,1.155025e-10,3.394240e-11
3.830579e+00,9.428366e-11,8.535487e-11,1.127183e-10,1.160708e-10,3.323923e-11
3.831022e+00,9.618708e-11,8.824500e-11,1.122349e-10,1.152033e-10,3.258434e-11
3.831465e+00,9.808949e-11,9.153030e-11,1.118854e-10,1.147554e-10,3.206334e-11
3.831908e+00,9.995872e-11,9.520944e-11,1.116866e-10,1.159519e-10,3.172767e-11
3.832351e+00,1.017669e-10,9.929740e-11,1.116472e-10,1.171645e-10,3.158068e-11
3.832794e+00,1.034906e-10,1.038067e-10,1.117292e-10,1.167363e-10,3.157518e-11
3.833237e+00,1.051092e-10,1.087225e-10,1.119571e-10,1.159378e-10,3.162224e-11
3.833680e+00,1.066069e-10,1.139801e-10,1.122802e-10,1.167815e-10,3.160995e-11
3.834123e+00,1.079722e-10,1.194534e-10,1.126760e-10,1.184432e-10,3.142975e-11
3.834566e+00,1.091958e-10,1.249587e-10,1.131270e-10,1.185955e-10,3.100566e-11
3.835010e+00,1.102709e-10,1.302761e-10,1.135672e-10,1.174190e-10,3.031810e-11
3.835453e+00,1.111933e-10,1.351814e-10,1.140021e-10,1.173036e-10,2.941534e-11
3.835896e+00,1.119605e-10,1.394794e-10,1.143837e-10,1.187093e-10,2.841306e-11
3.836339e+00,1.125726e-10,1.430330e-10,1.146873e-10,1.193646e-10,2.747756e-11
3.836782e+00,1.130308e-10,1.457786e-10,1.149173e-10,1.181923e-10,2.679501e-11
3.837225e+00,1.133348e-10,1.477250e-10,1.150271e-10,1.171432e-10,2.653483e-11
3.837668e+00,1.134845e-10,1.489371e-10,1.150470e-10,1.177925e-10,2.681350e-11
3.838111e+00,1.134782e-10,1.495094e-10,1.149700e-10,1.186630e-10,2.766587e-11
3.838554e+00,1.133116e-10,1.495390e-10,1.148030e-10,1.178873e-10,2.903147e-11
3.838997e+00,1.129788e-10,1.491010e-10,1.145927e-10,1.164638e-10,3.075900e-11
3.839440e+00,1.124713e-10,1.482361e-10,1.143203e-10,1.164359e-10,3.262983e-11
3.839883e+00,1.117797e-10,1.469547e-10,1.140337e-10,1.173005e-10,3.439462e-11
3.840326e+00,1.108953e-10,1.452437e-10,1.137418e-10,1.169736e-10,3.581615e-11
3.840769e+00,1.098121e-10,1.430833e-10,1.134500e-10,1.155167e-10,3.671163e-11
3.841212e+00,1.085269e-10,1.404681e-10,1.132021e-10,1.149909e-10,3.698488e-11
3.841655e+00,1.070419e-10,1.374192e-10,1.129662e-10,1.157504e-10,3.664091e-11
3.842098e+00,1.053658e-10,1.339931e-10,1.127615e-10,1.158002e-10,3.578174e-11
3.842541e+00,1.035129e-10,1.302795e-10,1.125681e-10,1.143509e-10,3.458522e-11
3.842984e+00,1.015032e-10,1.263866e-10,1.123498e-10,1.132250e-10,3.326947e-11
3.843427e+00,9.936223e-11,1.224267e-10,1.121175e-10,1.136035e-10,3.205260e-11
3.843870e+00,9.711934e-11,1.184989e-10,1.118150e-10,1.138979e-10,3.111545e-11
3.844313e+00,9.480658e-11,1.146726e-10,1.114332e-10,1.125393e-10,3.057294e-11
3.844757e+00,9.245837e-11,1.109790e-10,1.109483e-10,1.107408e-10,3.046213e-11
3.845200e+00,9.011063e-11,1.074123e-10,1.103135e-10,1.103387e-10,3.074608e-11
3.845643e+00,8.779867e-11,1.039354e-10,1.095443e-10,1.105478e-10,3.133157e-11
3.846086e+00,8.555629e-11,1.004974e-10,1.086059e-10,1.093637e-10,3.209582e-11
3.846529e+00,8.341719e-11,9.705051e-11,1.075112e-10,1.070956e-10,3.291493e-11
3.846972e+00,8.141324e-11,9.356759e-11,1.062798e-10,1.057802e-10,3.368939e-11
3.847415e+00,7.957196e-11,9.005709e-11,1.048985e-10,1.055735e-10,3.435978e-11
3.847858e+00,7.791850e-11,8.656734e-11,1.034254e-10,1.045269e-10,3.490958e-11
3.848301e+00,7.647426e-11,8.318457e-11,1.018716e-10,1.020762e-10,3.535768e-11
3.848744e+00,7.525496e-11,8.002062e-11,1.002860e-10,1.000142e-10,3.574466e-11
3.849187e+00,7.427406e-11,7.719429e-11,9.873321e-11,9.928307e-11,3.611432e-11
3.849630e+00,7.354139e-11,7.481256e-11,9.723138e-11,9.834480e-11,3.649796e-11
3.850073e+00,7.306224e-11,7.295034e-11,9.586068e-11,9.597218e-11,3.690624e-11
3.850516e+00,7.284141e-11,7.163852e-11,9.464276e-11,9.342646e-11,3.732788e-11
3.850959e+00,7.288230e-11,7.086028e-11,9.362105e-11,9.218924e-11,3.773642e-11
3.851402e+00,7.318565e-11,7.055644e-11,9.285303e-11,9.136340e-11,3.810242e-11
3.851845e+00,7.374935e-11,7.064432e-11,9.233676e-11,8.933890e-11,3.840616e-11
3.852288e+00,7.456696e-11,7.104051e-11,9.212210e-11,8.666328e-11,3.864666e-11
3.852731e+00,7.562670e-11,7.168343e-11,9.220255e-11,8.502062e-11,3.884472e-11
3.853174e+00,7.690704e-11,7.255280e-11,9.257314e-11,8.425627e-11,3.903850e-11
3.853617e+00,7.837633e-11,7.367567e-11,9.324987e-11,8.275547e-11,3.927195e-11
3.854061e+00,7.999315e-11,7.512049e-11,9.419229e-11,8.036368e-11,3.958088e-11
3.854504e+00,8.170342e-11,7.697656e-11,9.540566e-11,7.859024e-11,3.997998e-11
3.854947e+00,8.344392e-11,7.932319e-11,9.685705e-11,7.786922e-11,4.045485e-11
3.855390e+00,8.514660e-11,8.219856e-11,9.850681e-11,7.687200e-11,4.096133e-11
3.855833e+00,8.674227e-11,8.557123e-11,1.003520e-10,7.498736e-11,4.143441e-11
3.856276e+00,8.816542e-11,8.932895e-11,1.023357e-10,7.338676e-11,4.180508e-11
3.856719e+00,8.935814e-11,9.328868e-11,1.044497e-10,7.282901e-11,4.201894e-11
3.857162e+00,9.027532e-11,9.722196e-11,1.066654e-10,7.229730e-11,4.205327e-11
3.857605e+00,9.088822e-11,1.008958e-10,1.089363e-10,7.091386e-11,4.192793e-11
3.858048e+00,9.118408e-11,1.041162e-10,1.112625e-10,6.956384e-11,4.170646e-11
3.858491e+00,9.116489e-11,1.067634e-10,1.135853e-10,6.926622e-11,4.148665e-11
3.858934e+00,9.084708e-11,1.088107e-10,1.158930e-10,6.930195e-11,4.137979e-11
3.859377e+00,9.025874e-11,1.103185e-10,1.181614e-10,6.851956e-11,4.148596e-11
3.859820e+00,8.943506e-11,1.114093e-10,1.203393e-10,6.743574e-11,4.187011e-11
3.860263e+00,8.841419e-11,1.122281e-10,1.224319e-10,6.733066e-11,4.254366e-11
3.860706e+00,8.723572e-11,1.128981e-10,1.243847e-10,6.798039e-11,4.345647e-11
3.861149e+00,8.593873e-11,1.134873e-10,1.261893e-10,6.807899e-11,4.450276e-11
3.861592e+00,8.455832e-11,1.139928e-10,1.278407e-10,6.754503e-11,4.553952e-11
3.862035e+00,8.312621e-11,1.143478e-10,1.293063e-10,6.761922e-11,4.641266e-11
3.862478e+00,8.166915e-11,1.144450e-10,1.306176e-10,6.868470e-11,4.698693e-11
3.862921e+00,8.020906e-11,1.141702e-10,1.317581e-10,6.968552e-11,4.717191e-11
3.863364e+00,7.876455e-11,1.134367e-10,1.327492e-10,7.001497e-11,4.693800e-11
3.863808e+00,7.734925e-11,1.122092e-10,1.336301e-10,7.045635e-11,4.632184e-11
3.864251e+00,7.597349e-11,1.105148e-10,1.344051e-10,7.169400e-11,4.541642e-11
3.864694e+00,7.464716e-11,1.084377e-10,1.351412e-10,7.318696e-11,4.434889e-11
3.865137e+00,7.338054e-11,1.061023e-10,1.358584e-10,7.423835e-11,4.325695e-11
3.865580e+00,7.218677e-11,1.036523e-10,1.365939e-10,7.513715e-11,4.226140e-11
3.866023e+00,7.108260e-11,1.012311e-10,1.374025e-10,7.645073e-11,4.144465e-11
3.866466e+00,7.008914e-11,9.896937e-11,1.382817e-10,7.799902e-11,4.084231e-11
3.866909e+00,6.923340e-11,9.697783e-11,1.392840e-10,7.931430e-11,4.044381e-11
3.867352e+00,6.854484e-11,9.534351e-11,1.404055e-10,8.048921e-11,4.020655e-11
3.867795e+00,6.805325e-11,9.412931e-11,1.416370e-10,8.184595e-11,4.007571e-11
3.868238e+00,6.778428e-11,9.336898e-11,1.429911e-10,8.327374e-11,4.000374e-11
3.868681e+00,6.775163e-11,9.306292e-11,1.444065e-10,8.453288e-11,3.996901e-11
3.869124e+00,6.795594e-11,9.317715e-11,1.458749e-10,8.576839e-11,3.998355e-11
3.869567e+00,6.838253e-11,9.364205e-11,1.473405e-10,8.715288e-11,4.008942e-11
3.870010e+00,6.899682e-11,9.436021e-11,1.487330e-10,8.846289e-11,4.034609e-11
3.870453e+00,6.974837e-11,9.522535e-11,1.500156e-10,8.953840e-11,4.081116e-11
3.870896e+00,7.057809e-11,9.614424e-11,1.510862e-10,9.068087e-11,4.151957e-11
3.871339e+00,7.142436e-11,9.705875e-11,1.519017e-10,9.207254e-11,4.246572e-11
3.871782e+00,7.223231e-11,9.796065e-11,1.523945e-10,9.332529e-11,4.359526e-11
3.872225e+00,7.296293e-11,9.889047e-11,1.524908e-10,9.417381e-11,4.480981e-11
3.872668e+00,7.360048e-11,9.992140e-11,1.521742e-10,9.504703e-11,4.598217e-11
3.873112e+00,7.415812e-11,1.011329e-10,1.513771e-10,9.629839e-11,4.697906e-11
3.873555e+00,7.467832e-11,1.025771e-10,1.500973e-10,9.747287e-11,4.768820e-11
3.873998e+00,7.522892e-11,1.042533e-10,1.483380e-10,9.809521e-11,4.804336e-11
3.874441e+00,7.589633e-11,1.060964e-10,1.460930e-10,9.858549e-11,4.803865e-11
3.874884e+00,7.677810e-11,1.079814e-10,1.434296e-10,9.949899e-11,4.773158e-11
3.875327e+00,7.797111e-11,1.097488e-10,1.403663e-10,1.004339e-10,4.723210e-11
3.875770e+00,7.955945e-11,1.112428e-10,1.369750e-10,1.007409e-10,4.668041e-11
3.876213e+00,8.160892e-11,1.123479e-10,1.333384e-10,1.007897e-10,4.621911e-11
3.876656e+00,8.415885e-11,1.130153e-10,1.295045e-10,1.013194e-10,4.596395e-11
3.877099e+00,8.721870e-11,1.132721e-10,1.255910e-10,1.019674e-10,4.598137e-11
3.877542e+00,9.076951e-11,1.132097e-10,1.216470e-10,1.018535e-10,4.627738e-11
3.877985e+00,9.476527e-11,1.129551e-10,1.177473e-10,1.013140e-10,4.679939e-11
3.878428e+00,9.913845e-11,1.126356e-10,1.139645e-10,1.014474e-10,4.745362e-11
3.878871e+00,1.038054e-10,1.123446e-10,1.103092e-10,1.020402e-10,4.813091e-11
3.879314e+00,1.086721e-10,1.121174e-10,1.068524e-10,1.017642e-10,4.873481e-11
3.879757e+00,1.136398e-10,1.119280e-10,1.035925e-10,1.006199e-10,4.920985e-11
3.880200e+00,1.186106e-10,1.117006e-10,1.005416e-10,1.001876e-10,4.955960e-11
3.880643e+00,1.234917e-10,1.113339e-10,9.771588e-11,1.008719e-10,4.984907e-11
3.881086e+00,1.282000e-10,1.107324e-10,9.507046e-11,1.009988e-10,5.019442e-11
3.881529e+00,1.326652e-10,1.098322e-10,9.262480e-11,9.970748e-11,5.073979e-11
3.881972e+00,1.368306e-10,1.086186e-10,9.034832e-11,9.864963e-11,5.162421e-11
3.882415e+00,1.406545e-10,1.071291e-10,8.822752e-11,9.922452e-11,5.294891e-11
3.882859e+00,1.441109e-10,1.054448e-10,8.627892e-11,1.000489e-10,5.475036e-11
3.883302e+00,1.471881e-10,1.036716e-10,8.446376e-11,9.930355e-11,5.698345e-11
3.883745e+00,1.498839e-10,1.019155e-10,8.280848e-11,9.800286e-11,5.952056e-11
3.884188e+00,1.522028e-10,1.002639e-10,8.131118e-11,9.831509e-11,6.216794e-11
3.884631e+00,1.541495e-10,9.877134e-11,7.997467e-11,9.973969e-11,6.469381e-11
3.885074e+00,1.557244e-10,9.745206e-11,7.884820e-11,9.995743e-11,6.686395e-11
3.885517e+00,1.569209e-10,9.628626e-11,7.791916e-11,9.897746e-11,6.847929e-11
3.885960e+00,1.577220e-10,9.523087e-11,7.722822e-11,9.918827e-11,6.940600e-11
3.886403e+00,1.581010e-10,9.423500e-11,7.678880e-11,1.011003e-10,6.959566e-11
3.886846e+00,1.580249e-10,9.325687e-11,7.659688e-11,1.023728e-10,6.908854e-11
3.887289e+00,1.574585e-10,9.227345e-11,7.670320e-11,1.019923e-10,6.800205e-11
3.887732e+00,1.563705e-10,9.128588e-11,7.708669e-11,1.021583e-10,6.650771e-11
3.888175e+00,1.547413e-10,9.031751e-11,7.777181e-11,1.043633e-10,6.479845e-11
3.888618e+00,1.525698e-10,8.940459e-11,7.875880e-11,1.066118e-10,6.305577e-11
3.889061e+00,1.498732e-10,8.858445e-11,8.001272e-11,1.068940e-10,6.142203e-11
3.889504e+00,1.466898e-10,8.788542e-11,8.155545e-11,1.068266e-10,5.998138e-11
3.889947e+00,1.430808e-10,8.732012e-11,8.333971e-11,1.088455e-10,5.875299e-11
3.890390e+00,1.391246e-10,8.688543e-11,8.535983e-11,1.118077e-10,5.769866e-11
3.890833e+00,1.349098e-10,8.656995e-11,8.759642e-11,1.129164e-10,5.673955e-11
3.891276e+00,1.305297e-10,8.636677e-11,8.998551e-11,1.127101e-10,5.577789e-11
3.891719e+00,1.260789e-10,8.628473e-11,9.252213e-11,1.142109e-10,5.472232e-11
3.892163e+00,1.216505e-10,8.635534e-11,9.514115e-11,1.175793e-10,5.350788e-11
3.892606e+00,1.173291e-10,8.663135e-11,9.781122e-11,1.197581e-10,5.210828e-11
3.893049e+00,1.131896e-10,8.717313e-11,1.005114e-10,1.198830e-10,5.054037e-11
3.893492e+00,1.092993e-10,8.803275e-11,1.031742e-10,1.209015e-10,4.885810e-11
3.893935e+00,1.057172e-10,8.923524e-11,1.057942e-10,1.243886e-10,4.713942e-11
3.894378e+00,1.024939e-10,9.076230e-11,1.083162e-10,1.276606e-10,4.546970e-11
3.894821e+00,9.967139e-11,9.254634e-11,1.107128e-10,1.284181e-10,4.392533e-11
3.895264e+00,9.728038e-11,9.447627e-11,1.129864e-10,1.288182e-10,4.255973e-11
3.895707e+00,9.534014e-11,9.641491e-11,1.150886e-10,1.316984e-10,4.139555e-11
3.896150e+00,9.385735e-11,9.822252e-11,1.170388e-10,1.354785e-10,4.042366e-11
3.896593e+00,9.282466e-11,9.978148e-11,1.188081e-10,1.367560e-10,3.960860e-11
3.897036e+00,9.222153e-11,1.010123e-10,1.203811e-10,1.361757e-10,3.889792e-11
3.897479e+00,9.201606e-11,1.018795e-10,1.217797e-10,1.372868e-10,3.823294e-11
3.897922e+00,9.216818e-11,1.023866e-10,1.229661e-10,1.403106e-10,3.756045e-11
3.898365e+00,9.263386e-11,1.025670e-10,1.239701e-10,1.416819e-10,3.684023e-11
3.898808e+00,9.336909e-11,1.024693e-10,1.247778e-10,1.401849e-10,3.604868e-11
3.899251e+00,9.433191e-11,1.021431e-10,1.253715e-10,1.389983e-10,3.518005e-11
3.899694e+00,9.548635e-11,1.016325e-10,1.257749e-10,1.401407e-10,3.424198e-11
3.900137e+00,9.680238e-11,1.009745e-10,1.259499e-10,1.410389e-10,3.325046e-11
3.900580e+00,9.825137e-11,1.002034e-10,1.259231e-10,1.391189e-10,3.222405e-11
3.901023e+00,9.980539e-11,9.935890e-11,1.256934e-10,1.362852e-10,3.117932e-11
3.901466e+00,1.014328e-10,9.848865e-11,1.252460e-10,1.355114e-10,3.012889e-11
3.901910e+00,1.030925e-10,9.764606e-11,1.246166e-10,1.356850e-10,2.908057e-11
3.902353e+00,1.047342e-10,9.688675e-11,1.237776e-10,1.337517e-10,2.804007e-11
3.902796e+00,1.062983e-10,9.626328e-11,1.227582e-10,1.302198e-10,2.701311e-11
3.903239e+00,1.077167e-10,9.581950e-11,1.215771e-10,1.282375e-10,2.600873e-11
3.903682e+00,1.089181e-10,9.558908e-11,1.202265e-10,1.279749e-10,2.504122e-11
3.904125e+00,1.098342e-10,9.559576e-11,1.187596e-10,1.263629e-10,2.413021e-11
3.904568e+00,1.104060e-10,9.585449e-11,1.171581e-10,1.226497e-10,2.330048e-11
3.905011e+00,1.105895e-10,9.637413e-11,1.154509e-10,1.198288e-10,2.257920e-11
3.905454e+00,1.103596e-10,9.715743e-11,1.136653e-10,1.193251e-10,2.199342e-11
3.905897e+00,1.097128e-10,9.819732e-11,1.117893e-10,1.183783e-10,2.156731e-11
3.906340e+00,1.086667e-10,9.947199e-11,1.098831e-10,1.148840e-10,2.131969e-11
3.906783e+00,1.072570e-10,1.009381e-10,1.079324e-10,1.111918e-10,2.126262e-11
3.907226e+00,1.055328e-10,1.025286e-10,1.059645e-10,1.100506e-10,2.140084e-11
3.907669e+00,1.035526e-10,1.041580e-10,1.040108e-10,1.097459e-10,2.173089e-11
3.908112e+00,1.013780e-10,1.057344e-10,1.020569e-10,1.070418e-10,2.224087e-11
3.908555e+00,9.906951e-11,1.071743e-10,1.001666e-10,1.028581e-10,2.291055e-11
3.908998e+00,9.668311e-11,1.084194e-10,9.833444e-11,1.007205e-10,2.371016e-11
3.909441e+00,9.426871e-11,1.094456e-10,9.658944e-11,1.006438e-10,2.460160e-11
3.909884e+00,9.186612e-11,1.102631e-10,9.496890e-11,9.914819e-11,2.553968e-11
