k_s_per_km,kPk_pi_p1_n1,kPk_pi_p2_n1,kPk_pi_p7_n1,kPk_pi_p8_n1,kPk_pi_p9_n1
4.409347e+00,2.047600e-17,1.726858e-10,8.901875e-11,9.865712e-11,8.700938e-11
4.409809e+00,2.008738e-17,1.715263e-10,9.503202e-11,9.727372e-11,8.915481e-11
4.410271e+00,2.047567e-17,1.703362e-10,9.846385e-11,9.488973e-11,9.128411e-11
4.410732e+00,2.052559e-17,1.691330e-10,9.755383e-11,9.299012e-11,9.335279e-11
4.411194e+00,2.046206e-17,1.679261e-10,9.439708e-11,9.219445e-11,9.532635e-11
4.411656e+00,2.040205e-17,1.667263e-10,9.280978e-11,9.124522e-11,9.715547e-11
4.412118e+00,2.039598e-17,1.655295e-10,9.467891e-11,8.923726e-11,9.879549e-11
4.412580e+00,2.031230e-17,1.643199e-10,9.836728e-11,8.717663e-11,1.002057e-10
4.413041e+00,2.021584e-17,1.630775e-10,1.006287e-10,8.622985e-11,1.013500e-10
4.413503e+00,2.014090e-17,1.617750e-10,1.000422e-10,8.578872e-11,1.022094e-10
4.413965e+00,2.056191e-17,1.604020e-10,9.842207e-11,8.461013e-11,1.027723e-10
4.414427e+00,2.031925e-17,1.589590e-10,9.888337e-11,8.291451e-11,1.030475e-10
4.414889e+00,2.034703e-17,1.574573e-10,1.024308e-10,8.192072e-11,1.030595e-10
4.415351e+00,2.040127e-17,1.559138e-10,1.066150e-10,8.174874e-11,1.028456e-10
4.415812e+00,2.033943e-17,1.543454e-10,1.077445e-10,8.128701e-11,1.024549e-10
4.416274e+00,2.034294e-17,1.527495e-10,1.046040e-10,8.013404e-11,1.019415e-10
4.416736e+00,2.040099e-17,1.511239e-10,9.997063e-11,7.926564e-11,1.013674e-10
4.417198e+00,2.060101e-17,1.494558e-10,9.835726e-11,7.926500e-11,1.008011e-10
4.417660e+00,2.031058e-17,1.477391e-10,1.012503e-10,7.923535e-11,1.003096e-10
4.418121e+00,2.007176e-17,1.459668e-10,1.059224e-10,7.845073e-11,9.995099e-11
4.418583e+00,2.053913e-17,1.441401e-10,1.080181e-10,7.755628e-11,9.977514e-11
4.419045e+00,2.034985e-17,1.422749e-10,1.055083e-10,7.742181e-11,9.982322e-11
4.419507e+00,2.022410e-17,1.403844e-10,1.003707e-10,7.758237e-11,1.001245e-10
4.419969e+00,2.034151e-17,1.384814e-10,9.644046e-11,7.695544e-11,1.006946e-10
4.420430e+00,2.020920e-17,1.365809e-10,9.571109e-11,7.566763e-11,1.015316e-10
4.420892e+00,2.043717e-17,1.346880e-10,9.670837e-11,7.487530e-11,1.026225e-10
4.421354e+00,2.048582e-17,1.328279e-10,9.637332e-11,7.481048e-11,1.039332e-10
4.421816e+00,2.017662e-17,1.310342e-10,9.343955e-11,7.429294e-11,1.054217e-10
4.422278e+00,2.014236e-17,1.293532e-10,8.985619e-11,7.268679e-11,1.070431e-10
4.422739e+00,2.035854e-17,1.278418e-10,8.880208e-11,7.103813e-11,1.087482e-10
4.423201e+00,2.030014e-17,1.265475e-10,9.130652e-11,7.034759e-11,1.105003e-10
4.423663e+00,2.042845e-17,1.255203e-10,9.494863e-11,6.987932e-11,1.122528e-10
4.424125e+00,2.055554e-17,1.247932e-10,9.600748e-11,6.842440e-11,1.139659e-10
4.424587e+00,1.996621e-17,1.243842e-10,9.310796e-11,6.645119e-11,1.156071e-10
4.425048e+00,2.081810e-17,1.242983e-10,8.875475e-11,6.533702e-11,1.171469e-10
4.425510e+00,1.995538e-17,1.245313e-10,8.709103e-11,6.496983e-11,1.185711e-10
4.425972e+00,2.038306e-17,1.250735e-10,9.007500e-11,6.403827e-11,1.198599e-10
4.426434e+00,2.039421e-17,1.259063e-10,9.554692e-11,6.250991e-11,1.209999e-10
4.426896e+00,2.024401e-17,1.270008e-10,9.920744e-11,6.176982e-11,1.219849e-10
4.427358e+00,2.038226e-17,1.283115e-10,9.858771e-11,6.202689e-11,1.228152e-10
4.427819e+00,2.012120e-17,1.297845e-10,9.525308e-11,6.184494e-11,1.235002e-10
4.428281e+00,2.042022e-17,1.313473e-10,9.313772e-11,6.108353e-11,1.240607e-10
4.428743e+00,2.080357e-17,1.329165e-10,9.417627e-11,6.133698e-11,1.245110e-10
4.429205e+00,2.046940e-17,1.344143e-10,9.670434e-11,6.279442e-11,1.248618e-10
4.429667e+00,2.078051e-17,1.357688e-10,9.750432e-11,6.371927e-11,1.251196e-10
4.430128e+00,2.046543e-17,1.369147e-10,9.530722e-11,6.369800e-11,1.252892e-10
4.430590e+00,2.053289e-17,1.378022e-10,9.216979e-11,6.460295e-11,1.253775e-10
4.431052e+00,2.064898e-17,1.383820e-10,9.143905e-11,6.715270e-11,1.253901e-10
4.431514e+00,2.058022e-17,1.386163e-10,9.424079e-11,6.931404e-11,1.253326e-10
4.431976e+00,2.051526e-17,1.384805e-10,9.810907e-11,6.985041e-11,1.252124e-10
4.432437e+00,2.080977e-17,1.379703e-10,9.917950e-11,7.067483e-11,1.250414e-10
4.432899e+00,2.079696e-17,1.371016e-10,9.586903e-11,7.342474e-11,1.248356e-10
4.433361e+00,2.091285e-17,1.359208e-10,9.045966e-11,7.630503e-11,1.246155e-10
4.433823e+00,2.079652e-17,1.344970e-10,8.705182e-11,7.719673e-11,1.243980e-10
4.434285e+00,2.086559e-17,1.329150e-10,8.777188e-11,7.755289e-11,1.241928e-10
4.434746e+00,2.102626e-17,1.312686e-10,9.088156e-11,7.977138e-11,1.240046e-10
4.435208e+00,2.096688e-17,1.296383e-10,9.260604e-11,8.271523e-11,1.238370e-10
4.435670e+00,2.054430e-17,1.281074e-10,9.075264e-11,8.372869e-11,1.236980e-10
4.436132e+00,2.091410e-17,1.267466e-10,8.672391e-11,8.364996e-11,1.235965e-10
4.436594e+00,2.093577e-17,1.256247e-10,8.392780e-11,8.534051e-11,1.235405e-10
4.437056e+00,2.081444e-17,1.247999e-10,8.424872e-11,8.824140e-11,1.235336e-10
4.437517e+00,2.105793e-17,1.243324e-10,8.620473e-11,8.925217e-11,1.235770e-10
4.437979e+00,2.101561e-17,1.242685e-10,8.657267e-11,8.866236e-11,1.236719e-10
4.438441e+00,2.107622e-17,1.246404e-10,8.387914e-11,8.989256e-11,1.238160e-10
4.438903e+00,2.094243e-17,1.254623e-10,8.038454e-11,9.290160e-11,1.239995e-10
4.439365e+00,2.081264e-17,1.266864e-10,7.993380e-11,9.389693e-11,1.241976e-10
4.439826e+00,2.111128e-17,1.282492e-10,8.377825e-11,9.275325e-11,1.243780e-10
4.440288e+00,2.064491e-17,1.300828e-10,8.932062e-11,9.308587e-11,1.245123e-10
4.440750e+00,2.126486e-17,1.321053e-10,9.238225e-11,9.544758e-11,1.245767e-10
4.441212e+00,2.093575e-17,1.342409e-10,9.113192e-11,9.627922e-11,1.245521e-10
4.441674e+00,2.080989e-17,1.364203e-10,8.778130e-11,9.454909e-11,1.244207e-10
4.442135e+00,2.092691e-17,1.385742e-10,8.649124e-11,9.360166e-11,1.241643e-10
4.442597e+00,2.081513e-17,1.406459e-10,8.953182e-11,9.484679e-11,1.237628e-10
4.443059e+00,2.076351e-17,1.425604e-10,9.536172e-11,9.520762e-11,1.232024e-10
4.443521e+00,2.100669e-17,1.442468e-10,1.003273e-10,9.303668e-11,1.224725e-10
4.443983e+00,2.082044e-17,1.456434e-10,1.022495e-10,9.124927e-11,1.215637e-10
4.444444e+00,2.072025e-17,1.467070e-10,1.023286e-10,9.174574e-11,1.204708e-10
4.444906e+00,2.081096e-17,1.474297e-10,1.035780e-10,9.184470e-11,1.191880e-10
4.445368e+00,2.099967e-17,1.478263e-10,1.074962e-10,8.955992e-11,1.177271e-10
4.445830e+00,2.088007e-17,1.479346e-10,1.123608e-10,8.761634e-11,1.161100e-10
4.446292e+00,2.091688e-17,1.477966e-10,1.149198e-10,8.827127e-11,1.143707e-10
4.446753e+00,2.115546e-17,1.474433e-10,1.138194e-10,8.878335e-11,1.125432e-10
4.447215e+00,2.082116e-17,1.468808e-10,1.111912e-10,8.653962e-11,1.106551e-10
4.447677e+00,2.080957e-17,1.460959e-10,1.107932e-10,8.429348e-11,1.087481e-10
4.448139e+00,2.091729e-17,1.450635e-10,1.142939e-10,8.518691e-11,1.068559e-10
4.448601e+00,2.102254e-17,1.437609e-10,1.193742e-10,8.647861e-11,1.050102e-10
4.449063e+00,2.065511e-17,1.421815e-10,1.216540e-10,8.425835e-11,1.032415e-10
4.449524e+00,2.065158e-17,1.403357e-10,1.186870e-10,8.096859e-11,1.015833e-10
4.449986e+00,2.083644e-17,1.382414e-10,1.126408e-10,8.107969e-11,1.000558e-10
4.450448e+00,2.050346e-17,1.359328e-10,1.080832e-10,8.236301e-11,9.868329e-11
4.450910e+00,2.044754e-17,1.334257e-10,1.075654e-10,8.039770e-11,9.748398e-11
4.451372e+00,2.039656e-17,1.307237e-10,1.096938e-10,7.664351e-11,9.647006e-11
4.451833e+00,2.091417e-17,1.278323e-10,1.109171e-10,7.541118e-11,9.564536e-11
4.452295e+00,2.056647e-17,1.247461e-10,1.091933e-10,7.596708e-11,9.499913e-11
4.452757e+00,2.056754e-17,1.214978e-10,1.058864e-10,7.438187e-11,9.451667e-11
4.453219e+00,2.071134e-17,1.181404e-10,1.041411e-10,7.104890e-11,9.417141e-11
4.453681e+00,2.082723e-17,1.147481e-10,1.054650e-10,6.966408e-11,9.393004e-11
4.454142e+00,2.071976e-17,1.114102e-10,1.080380e-10,7.013681e-11,9.375732e-11
4.454604e+00,2.056421e-17,1.081877e-10,1.085131e-10,6.910437e-11,9.361782e-11
4.455066e+00,2.004068e-17,1.051465e-10,1.054380e-10,6.665304e-11,9.347920e-11
4.455528e+00,1.995336e-17,1.023318e-10,1.009628e-10,6.612369e-11,9.330992e-11
4.455990e+00,1.989886e-17,9.977101e-11,9.890754e-11,6.744724e-11,9.307849e-11
4.456451e+00,2.061125e-17,9.750290e-11,1.010782e-10,6.713964e-11,9.275636e-11
4.456913e+00,2.043331e-17,9.556743e-11,1.053671e-10,6.511445e-11,9.231972e-11
4.457375e+00,2.057338e-17,9.402716e-11,1.075223e-10,6.509362e-11,9.175365e-11
4.457837e+00,2.002524e-17,9.293981e-11,1.050453e-10,6.740420e-11,9.105005e-11
4.458299e+00,2.013928e-17,9.234733e-11,9.946225e-11,6.793768e-11,9.020969e-11
4.458761e+00,2.036333e-17,9.226019e-11,9.480623e-11,6.579926e-11,8.924177e-11
4.459222e+00,2.057849e-17,9.265130e-11,9.379728e-11,6.530813e-11,8.817002e-11
4.459684e+00,2.020933e-17,9.346616e-11,9.540657e-11,6.805860e-11,8.702513e-11
4.460146e+00,2.055308e-17,9.463540e-11,9.617160e-11,6.971680e-11,8.585190e-11
4.460608e+00,2.017301e-17,9.610151e-11,9.376563e-11,6.791767e-11,8.469745e-11
4.461070e+00,2.027532e-17,9.780551e-11,8.982230e-11,6.705971e-11,8.360658e-11
4.461531e+00,2.013576e-17,9.971327e-11,8.777896e-11,6.963522e-11,8.262221e-11
4.461993e+00,2.006686e-17,1.018148e-10,8.923272e-11,7.209047e-11,8.177967e-11
4.462455e+00,2.026544e-17,1.040832e-10,9.222522e-11,7.172270e-11,8.111673e-11
4.462917e+00,2.017124e-17,1.064824e-10,9.313586e-11,7.144499e-11,8.066275e-11
4.463379e+00,2.025165e-17,1.089630e-10,9.036514e-11,7.398748e-11,8.043696e-11
4.463840e+00,2.017254e-17,1.114636e-10,8.612917e-11,7.690469e-11,8.044800e-11
4.464302e+00,2.046228e-17,1.139460e-10,8.449602e-11,7.743093e-11,8.069517e-11
4.464764e+00,2.025057e-17,1.163742e-10,8.763112e-11,7.754988e-11,8.116816e-11
4.465226e+00,2.013487e-17,1.187354e-10,9.368497e-11,7.996208e-11,8.184735e-11
4.465688e+00,2.019564e-17,1.210366e-10,9.851954e-11,8.287100e-11,8.270345e-11
4.466149e+00,2.026916e-17,1.232865e-10,9.949391e-11,8.339908e-11,8.369684e-11
4.466611e+00,2.026248e-17,1.254979e-10,9.773559e-11,8.294050e-11,8.478824e-11
4.467073e+00,2.040371e-17,1.276633e-10,9.680365e-11,8.442213e-11,8.593403e-11
4.467535e+00,2.015535e-17,1.297760e-10,9.912162e-11,8.675063e-11,8.709602e-11
4.467997e+00,2.044200e-17,1.318346e-10,1.037025e-10,8.687120e-11,8.823905e-11
4.468458e+00,1.999924e-17,1.338456e-10,1.073594e-10,8.545197e-11,8.932954e-11
4.468920e+00,1.998228e-17,1.358414e-10,1.081328e-10,8.553894e-11,9.034655e-11
4.469382e+00,2.034652e-17,1.378467e-10,1.073232e-10,8.690234e-11,9.126908e-11
4.469844e+00,2.013304e-17,1.398808e-10,1.081843e-10,8.659255e-11,9.208710e-11
4.470306e+00,2.012887e-17,1.419392e-10,1.124154e-10,8.451933e-11,9.279805e-11
4.470768e+00,2.019027e-17,1.439872e-10,1.180668e-10,8.354088e-11,9.340497e-11
4.471229e+00,2.004993e-17,1.459567e-10,1.210442e-10,8.403118e-11,9.391494e-11
4.471691e+00,2.021148e-17,1.477742e-10,1.191107e-10,8.319661e-11,9.434474e-11
4.472153e+00,2.026547e-17,1.493680e-10,1.145868e-10,8.073761e-11,9.471579e-11
4.472615e+00,2.076142e-17,1.506872e-10,1.118557e-10,7.916915e-11,9.505041e-11
4.473077e+00,2.007611e-17,1.517049e-10,1.133851e-10,7.892416e-11,9.536969e-11
4.473538e+00,2.012066e-17,1.524138e-10,1.175245e-10,7.769326e-11,9.569177e-11
4.474000e+00,2.023533e-17,1.528223e-10,1.202344e-10,7.483258e-11,9.603536e-11
4.474462e+00,2.012053e-17,1.529392e-10,1.188728e-10,7.251739e-11,9.641526e-11
4.474924e+00,2.010567e-17,1.527794e-10,1.145589e-10,7.166312e-11,9.684486e-11
4.475386e+00,2.031270e-17,1.523653e-10,1.108063e-10,7.029374e-11,9.733569e-11
4.475847e+00,2.012677e-17,1.517375e-10,1.100390e-10,6.717769e-11,9.789383e-11
4.476309e+00,2.017028e-17,1.509500e-10,1.113715e-10,6.397927e-11,9.853033e-11
4.476771e+00,2.010120e-17,1.500745e-10,1.118462e-10,6.226680e-11,9.925470e-11
4.477233e+00,2.021181e-17,1.491837e-10,1.097286e-10,6.083454e-11,1.000763e-10
4.477695e+00,2.004504e-17,1.483394e-10,1.064823e-10,5.800961e-11,1.009994e-10
4.478156e+00,2.018538e-17,1.475823e-10,1.053533e-10,5.456895e-11,1.020212e-10
4.478618e+00,2.021795e-17,1.469218e-10,1.079466e-10,5.223400e-11,1.031441e-10
4.479080e+00,1.996551e-17,1.463518e-10,1.122934e-10,5.081583e-11,1.043656e-10
4.479542e+00,2.076011e-17,1.458554e-10,1.144115e-10,4.885028e-11,1.056867e-10
4.480004e+00,2.015201e-17,1.454142e-10,1.120523e-10,4.625862e-11,1.071058e-10
4.480466e+00,2.003188e-17,1.450112e-10,1.069773e-10,4.429670e-11,1.086173e-10
4.480927e+00,2.040259e-17,1.446304e-10,1.034742e-10,4.331525e-11,1.102091e-10
4.481389e+00,2.034439e-17,1.442467e-10,1.043747e-10,4.240608e-11,1.118782e-10
4.481851e+00,2.049871e-17,1.438225e-10,1.084674e-10,4.121162e-11,1.136123e-10
4.482313e+00,2.037200e-17,1.433017e-10,1.115174e-10,4.046485e-11,1.153986e-10
4.482775e+00,2.062344e-17,1.426307e-10,1.105170e-10,4.044795e-11,1.172116e-10
4.483236e+00,2.024549e-17,1.417740e-10,1.065797e-10,4.052420e-11,1.190185e-10
4.483698e+00,2.074203e-17,1.407157e-10,1.032064e-10,4.043281e-11,1.208015e-10
4.484160e+00,2.027737e-17,1.394797e-10,1.026978e-10,4.069538e-11,1.225364e-10
4.484622e+00,2.085869e-17,1.381170e-10,1.039293e-10,4.157356e-11,1.242069e-10
4.485084e+00,2.061305e-17,1.366861e-10,1.037605e-10,4.253942e-11,1.258032e-10
4.485545e+00,2.064198e-17,1.352565e-10,1.004799e-10,4.313831e-11,1.273033e-10
4.486007e+00,2.044606e-17,1.338774e-10,9.575282e-11,4.373799e-11,1.286979e-10
4.486469e+00,2.047412e-17,1.325962e-10,9.314146e-11,4.489022e-11,1.299731e-10
4.486931e+00,2.070366e-17,1.314522e-10,9.450559e-11,4.638645e-11,1.311245e-10
4.487393e+00,2.063937e-17,1.304869e-10,9.796343e-11,4.753534e-11,1.321519e-10
4.487854e+00,2.063112e-17,1.297489e-10,9.948595e-11,4.823765e-11,1.330543e-10
4.488316e+00,2.065363e-17,1.292835e-10,9.668612e-11,4.914913e-11,1.338382e-10
4.488778e+00,2.065130e-17,1.291322e-10,9.112329e-11,5.061974e-11,1.345143e-10
4.489240e+00,2.080640e-17,1.293149e-10,8.694303e-11,5.208285e-11,1.351085e-10
4.489702e+00,2.043495e-17,1.298262e-10,8.704927e-11,5.293587e-11,1.356560e-10
4.490163e+00,2.051692e-17,1.306357e-10,9.049368e-11,5.355947e-11,1.361911e-10
4.490625e+00,2.039150e-17,1.317076e-10,9.359368e-11,5.472541e-11,1.367472e-10
4.491087e+00,2.073290e-17,1.330056e-10,9.352718e-11,5.625054e-11,1.373525e-10
4.491549e+00,2.064423e-17,1.345079e-10,9.099627e-11,5.723749e-11,1.380373e-10
4.492011e+00,2.026600e-17,1.362057e-10,8.929441e-11,5.767153e-11,1.388299e-10
4.492473e+00,2.037227e-17,1.380942e-10,9.079446e-11,5.858730e-11,1.397545e-10
4.492934e+00,2.093743e-17,1.401546e-10,9.440242e-11,6.024222e-11,1.408273e-10
4.493396e+00,2.054034e-17,1.423636e-10,9.650919e-11,6.143793e-11,1.420700e-10
4.493858e+00,2.038585e-17,1.446508e-10,9.515451e-11,6.173057e-11,1.434776e-10
4.494320e+00,2.066152e-17,1.469635e-10,9.222653e-11,6.239379e-11,1.450541e-10
4.494782e+00,2.092588e-17,1.492447e-10,9.170642e-11,6.417386e-11,1.467835e-10
4.495243e+00,2.053788e-17,1.514612e-10,9.575556e-11,6.583961e-11,1.486336e-10
4.495705e+00,2.076780e-17,1.536192e-10,1.025292e-10,6.629242e-11,1.505675e-10
4.496167e+00,2.052247e-17,1.557293e-10,1.076950e-10,6.661747e-11,1.525217e-10
4.496629e+00,2.064109e-17,1.578099e-10,1.084227e-10,6.828458e-11,1.544284e-10
4.497091e+00,2.090644e-17,1.598674e-10,1.059096e-10,7.047141e-11,1.562175e-10
4.497552e+00,2.084959e-17,1.618868e-10,1.041161e-10,7.141248e-11,1.578195e-10
4.498014e+00,2.060423e-17,1.638543e-10,1.059734e-10,7.156370e-11,1.591829e-10
4.498476e+00,2.083729e-17,1.657453e-10,1.107668e-10,7.286812e-11,1.602538e-10
4.498938e+00,2.093847e-17,1.675553e-10,1.150546e-10,7.527872e-11,1.609906e-10
4.499400e+00,2.069279e-17,1.693024e-10,1.161617e-10,7.679982e-11,1.613623e-10
4.499861e+00,2.079223e-17,1.710173e-10,1.147136e-10,7.711480e-11,1.613518e-10
4.500323e+00,2.099577e-17,1.727441e-10,1.137245e-10,7.819082e-11,1.609568e-10
4.500785e+00,2.111016e-17,1.745003e-10,1.153031e-10,8.065613e-11,1.601890e-10
4.501247e+00,2.066325e-17,1.762822e-10,1.182890e-10,8.261545e-11,1.590729e-10
4.501709e+00,2.078731e-17,1.780638e-10,1.193185e-10,8.323586e-11,1.576466e-10
4.502170e+00,2.131584e-17,1.798055e-10,1.163229e-10,8.441159e-11,1.559664e-10
4.502632e+00,2.089240e-17,1.814860e-10,1.109156e-10,8.717045e-11,1.540943e-10
4.503094e+00,2.083876e-17,1.830899e-10,1.072080e-10,8.952354e-11,1.521144e-10
4.503556e+00,2.144824e-17,1.846216e-10,1.079708e-10,9.016476e-11,1.501123e-10
4.504018e+00,2.128006e-17,1.861040e-10,1.118175e-10,9.125995e-11,1.481497e-10
4.504480e+00,2.133498e-17,1.875418e-10,1.141214e-10,9.436709e-11,1.462869e-10
4.504941e+00,2.114497e-17,1.889182e-10,1.117492e-10,9.703156e-11,1.445644e-10
4.505403e+00,2.120761e-17,1.902031e-10,1.057818e-10,9.745380e-11,1.429984e-10
4.505865e+00,2.137965e-17,1.913499e-10,1.002696e-10,9.789771e-11,1.416020e-10
4.506327e+00,2.119661e-17,1.923268e-10,9.834800e-11,1.005015e-10,1.403664e-10
4.506789e+00,2.071732e-17,1.931308e-10,9.952077e-11,1.031361e-10,1.392659e-10
4.507250e+00,2.092799e-17,1.937939e-10,1.005769e-10,1.032404e-10,1.382662e-10
4.507712e+00,2.106187e-17,1.943803e-10,9.904675e-11,1.026346e-10,1.373246e-10
4.508174e+00,2.080135e-17,1.949613e-10,9.566110e-11,1.042369e-10,1.364047e-10
4.508636e+00,2.091798e-17,1.956031e-10,9.344560e-11,1.065913e-10,1.354618e-10
4.509098e+00,2.086307e-17,1.963530e-10,9.441284e-11,1.065333e-10,1.344437e-10
4.509559e+00,2.089112e-17,1.972372e-10,9.727352e-11,1.051967e-10,1.332997e-10
4.510021e+00,2.053520e-17,1.982777e-10,9.858132e-11,1.060096e-10,1.319792e-10
4.510483e+00,2.074089e-17,1.994941e-10,9.613711e-11,1.082652e-10,1.304518e-10
4.510945e+00,2.037292e-17,2.009180e-10,9.139096e-11,1.083570e-10,1.287015e-10
4.511407e+00,2.024592e-17,2.025885e-10,8.827035e-11,1.066702e-10,1.267268e-10
4.511868e+00,2.058355e-17,2.045359e-10,8.947917e-11,1.070465e-10,1.245439e-10
4.512330e+00,2.064037e-17,2.067829e-10,9.383717e-11,1.094739e-10,1.221664e-10
4.512792e+00,2.066526e-17,2.093070e-10,9.725294e-11,1.098200e-10,1.196329e-10
4.513254e+00,2.058460e-17,2.120478e-10,9.648054e-11,1.075937e-10,1.169928e-10
4.513716e+00,2.028995e-17,2.149338e-10,9.209510e-11,1.071695e-10,1.142831e-10
4.514178e+00,2.022233e-17,2.178726e-10,8.782148e-11,1.096028e-10,1.115487e-10
4.514639e+00,2.017670e-17,2.207741e-10,8.694116e-11,1.102002e-10,1.088322e-10
4.515101e+00,2.003897e-17,2.235790e-10,8.921421e-11,1.071536e-10,1.061572e-10
4.515563e+00,2.087389e-17,2.262285e-10,9.121860e-11,1.054517e-10,1.035646e-10
4.516025e+00,1.991983e-17,2.286773e-10,9.050723e-11,1.071257e-10,1.010912e-10
4.516487e+00,2.043751e-17,2.308731e-10,8.805178e-11,1.077224e-10,9.877162e-11
4.516948e+00,2.034417e-17,2.327492e-10,8.710585e-11,1.048198e-10,9.663726e-11
4.517410e+00,2.055247e-17,2.342453e-10,8.971832e-11,1.024141e-10,9.469865e-11
4.517872e+00,2.046263e-17,2.352951e-10,9.441637e-11,1.033762e-10,9.297518e-11
4.518334e+00,2.035739e-17,2.358543e-10,9.742921e-11,1.042512e-10,9.147883e-11
4.518796e+00,2.036443e-17,2.359043e-10,9.632672e-11,1.020479e-10,9.021909e-11
4.519257e+00,2.013579e-17,2.354550e-10,9.249260e-11,9.992211e-11,8.920293e-11
4.519719e+00,2.036218e-17,2.345316e-10,8.991005e-11,1.010790e-10,8.842792e-11
4.520181e+00,2.021918e-17,2.331707e-10,9.149581e-11,1.026792e-10,8.789694e-11
4.520643e+00,2.020458e-17,2.314091e-10,9.632383e-11,1.013107e-10,8.760979e-11
4.521105e+00,2.018066e-17,2.292815e-10,1.005238e-10,9.961057e-11,8.756757e-11
4.521566e+00,2.035399e-17,2.268267e-10,1.009240e-10,1.012305e-10,8.777184e-11
4.522028e+00,2.005099e-17,2.240713e-10,9.791999e-11,1.036719e-10,8.822088e-11
4.522490e+00,2.031994e-17,2.210703e-10,9.485473e-11,1.027903e-10,8.889982e-11
4.522952e+00,2.050868e-17,2.178682e-10,9.461230e-11,1.007280e-10,8.978649e-11
4.523414e+00,2.029268e-17,2.145194e-10,9.685804e-11,1.020413e-10,9.085252e-11
4.523875e+00,1.994412e-17,2.110814e-10,9.857033e-11,1.049334e-10,9.206492e-11
4.524337e+00,2.029725e-17,2.075769e-10,9.736099e-11,1.042650e-10,9.339588e-11
4.524799e+00,2.033608e-17,2.040377e-10,9.410278e-11,1.011250e-10,9.480469e-11
4.525261e+00,2.038200e-17,2.004775e-10,9.222563e-11,1.010760e-10,9.624816e-11
4.525723e+00,2.041340e-17,1.969029e-10,9.421533e-11,1.037633e-10,9.767904e-11
4.526185e+00,1.990605e-17,1.933197e-10,9.862382e-11,1.032095e-10,9.905111e-11
4.526646e+00,2.016401e-17,1.897446e-10,1.011066e-10,9.945342e-11,1.003249e-10
4.527108e+00,2.021986e-17,1.861735e-10,9.891244e-11,9.792982e-11,1.014688e-10
4.527570e+00,2.032197e-17,1.826251e-10,9.343446e-11,9.931439e-11,1.024439e-10
4.528032e+00,2.006856e-17,1.791105e-10,8.902340e-11,9.880225e-11,1.032181e-10
4.528494e+00,2.010864e-17,1.756417e-10,8.902919e-11,9.531255e-11,1.037693e-10
4.528955e+00,2.055030e-17,1.722413e-10,9.285673e-11,9.314848e-11,1.040908e-10
4.529417e+00,2.019436e-17,1.689166e-10,9.682061e-11,9.372239e-11,1.041912e-10
4.529879e+00,1.999786e-17,1.657059e-10,9.771927e-11,9.324503e-11,1.040874e-10
4.530341e+00,2.015947e-17,1.626484e-10,9.579546e-11,9.019532e-11,1.038050e-10
4.530803e+00,1.980698e-17,1.597879e-10,9.417352e-11,8.812227e-11,1.033761e-10
4.531264e+00,1.997540e-17,1.571763e-10,9.552700e-11,8.873186e-11,1.028415e-10
4.531726e+00,2.022647e-17,1.548487e-10,9.938858e-11,8.871385e-11,1.022471e-10
4.532188e+00,1.959372e-17,1.528574e-10,1.027151e-10,8.618760e-11,1.016485e-10
4.532650e+00,2.000461e-17,1.512419e-10,1.031476e-10,8.434481e-11,1.010993e-10
4.533112e+00,2.015993e-17,1.500442e-10,1.015413e-10,8.536346e-11,1.006531e-10
4.533573e+00,2.013312e-17,1.493049e-10,1.012176e-10,8.620103e-11,1.003638e-10
4.534035e+00,1.978868e-17,1.490499e-10,1.045240e-10,8.433272e-11,1.002823e-10
4.534497e+00,2.049098e-17,1.492966e-10,1.101600e-10,8.258768e-11,1.004572e-10
4.534959e+00,1.983063e-17,1.500409e-10,1.139913e-10,8.391095e-11,1.009249e-10
4.535421e+00,2.030235e-17,1.512569e-10,1.127954e-10,8.576686e-11,1.017058e-10
4.535883e+00,1.987506e-17,1.528990e-10,1.073701e-10,8.478557e-11,1.028034e-10
4.536344e+00,2.078890e-17,1.549023e-10,1.019697e-10,8.308624e-11,1.042042e-10
4.536806e+00,2.034848e-17,1.572109e-10,1.005167e-10,8.444286e-11,1.058944e-10
4.537268e+00,2.030109e-17,1.597438e-10,1.027975e-10,8.700272e-11,1.078300e-10
4.537730e+00,2.034334e-17,1.624236e-10,1.050402e-10,8.702529e-11,1.099587e-10
4.538192e+00,1.997816e-17,1.651802e-10,1.040216e-10,8.574908e-11,1.122223e-10
4.538653e+00,2.036441e-17,1.679380e-10,1.000206e-10,8.661926e-11,1.145514e-10
4.539115e+00,2.006277e-17,1.706409e-10,9.619443e-11,8.899101e-11,1.168862e-10
4.539577e+00,2.014886e-17,1.732190e-10,9.526108e-11,8.959442e-11,1.191488e-10
4.540039e+00,2.027413e-17,1.756176e-10,9.672858e-11,8.847512e-11,1.212678e-10
4.540501e+00,2.046414e-17,1.777966e-10,9.754773e-11,8.853298e-11,1.231759e-10
4.540962e+00,2.000980e-17,1.797303e-10,9.542374e-11,9.011716e-11,1.248078e-10
4.541424e+00,2.035819e-17,1.814231e-10,9.136665e-11,9.065412e-11,1.261174e-10
4.541886e+00,2.008435e-17,1.828873e-10,8.891081e-11,8.938546e-11,1.270671e-10
4.542348e+00,2.002128e-17,1.841518e-10,9.065310e-11,8.846522e-11,1.276422e-10
4.542810e+00,2.017602e-17,1.852472e-10,9.552414e-11,8.890667e-11,1.278441e-10
